RI,c,hpV,rrp2rest,rrp2spike,surviveBinary
0.1,1.0,-71.5,36.0,0.0,0.0
0.1,1.0,-71.5,889.0,6.0,1.0
0.1,1.0,-71.5,45.0,0.0,0.0
0.1,1.0,-72.0,23.0,0.0,0.0
0.1,1.0,-72.0,48.0,0.0,0.0
0.1,1.0,-72.0,43.0,0.0,0.0
0.1,1.0,-72.0,1036.0,15.0,1.0
0.1,1.0,-72.0,969.0,8.0,1.0
0.1,1.0,-72.0,29.0,0.0,0.0
0.1,1.0,-72.0,117.0,199.0,1.0
0.1,1.0,-72.0,31.0,0.0,0.0
0.1,1.0,-72.0,34.0,0.0,0.0
0.1,1.0,-72.0,64.0,230.0,1.0
0.1,1.0,-72.5,43.0,0.0,0.0
0.1,1.0,-72.5,886.0,12.0,1.0
0.1,1.0,-72.5,128.0,233.0,1.0
0.1,1.0,-72.5,48.0,0.0,0.0
0.1,1.0,-72.5,29.0,0.0,0.0
0.1,1.0,-72.5,45.0,0.0,0.0
0.1,1.0,-72.5,32.0,0.0,0.0
0.1,1.0,-72.5,30.0,0.0,0.0
0.1,1.0,-72.5,80.0,260.0,1.0
0.1,1.0,-72.5,43.0,0.0,0.0
0.1,1.0,-73.0,114.0,190.0,1.0
0.1,1.0,-73.0,44.0,0.0,0.0
0.1,1.0,-73.0,34.0,0.0,0.0
0.1,1.0,-73.0,1022.0,2.0,1.0
0.1,1.0,-73.0,39.0,0.0,0.0
0.1,1.0,-73.0,997.0,2.0,1.0
0.1,1.0,-73.0,25.0,0.0,0.0
0.1,1.0,-73.0,34.0,0.0,0.0
0.1,1.0,-73.0,56.0,0.0,0.0
0.1,1.0,-73.0,66.0,248.0,1.0
0.1,1.0,-73.5,949.0,3.0,1.0
0.1,1.0,-73.5,167.0,177.0,1.0
0.1,1.0,-73.5,968.0,10.0,1.0
0.1,1.0,-73.5,50.0,0.0,0.0
0.1,1.0,-73.5,975.0,3.0,1.0
0.1,1.0,-73.5,24.0,0.0,0.0
0.1,1.0,-73.5,46.0,0.0,0.0
0.1,1.0,-73.5,27.0,0.0,0.0
0.1,1.0,-73.5,1057.0,3.0,1.0
0.1,1.0,-73.5,134.0,187.0,1.0
0.1,1.0,-74.0,54.0,0.0,0.0
0.1,1.0,-74.0,32.0,0.0,0.0
0.1,1.0,-74.0,40.0,0.0,0.0
0.1,1.0,-74.0,31.0,0.0,0.0
0.1,1.0,-74.0,112.0,184.0,1.0
0.1,1.0,-74.0,1019.0,3.0,1.0
0.1,1.0,-74.0,35.0,0.0,0.0
0.1,1.0,-74.0,43.0,0.0,0.0
0.1,1.0,-74.0,1012.0,3.0,1.0
0.1,1.0,-74.0,28.0,0.0,0.0
0.1,1.0,-74.5,51.0,0.0,0.0
0.1,1.0,-74.5,85.0,6.0,0.0
0.1,1.0,-74.5,48.0,0.0,0.0
0.1,1.0,-74.5,1006.0,1.0,1.0
0.1,1.0,-74.5,32.0,0.0,0.0
0.1,1.0,-74.5,46.0,0.0,0.0
0.1,1.0,-74.5,45.0,0.0,0.0
0.1,1.0,-74.5,31.0,0.0,0.0
0.1,1.0,-74.5,34.0,0.0,0.0
0.1,1.0,-74.5,26.0,0.0,0.0
0.1,1.0,-75.0,105.0,176.0,1.0
0.1,1.0,-75.0,26.0,0.0,0.0
0.1,1.0,-75.0,113.0,142.0,1.0
0.1,1.0,-75.0,1113.0,7.0,1.0
0.1,1.0,-75.0,39.0,0.0,0.0
0.1,1.0,-75.0,101.0,264.0,1.0
0.1,1.0,-75.0,28.0,0.0,0.0
0.1,1.0,-75.0,34.0,0.0,0.0
0.1,1.0,-75.0,35.0,0.0,0.0
0.1,1.0,-75.0,950.0,3.0,1.0
0.1,1.2,-71.0,109.0,449.0,1.0
0.1,1.2,-71.0,38.0,0.0,0.0
0.1,1.2,-71.0,1228.0,15.0,1.0
0.1,1.2,-71.0,53.0,0.0,0.0
0.1,1.2,-71.0,1263.0,5.0,1.0
0.1,1.2,-71.0,41.0,0.0,0.0
0.1,1.2,-71.0,43.0,0.0,0.0
0.1,1.2,-71.0,186.0,266.0,1.0
0.1,1.2,-71.0,39.0,0.0,0.0
0.1,1.2,-71.0,48.0,0.0,0.0
0.1,1.2,-71.5,1197.0,8.0,1.0
0.1,1.2,-71.5,1278.0,10.0,1.0
0.1,1.2,-71.5,41.0,0.0,0.0
0.1,1.2,-71.5,1180.0,6.0,1.0
0.1,1.2,-71.5,28.0,0.0,0.0
0.1,1.2,-71.5,170.0,232.0,1.0
0.1,1.2,-71.5,36.0,0.0,0.0
0.1,1.2,-71.5,1236.0,16.0,1.0
0.1,1.2,-71.5,1309.0,10.0,1.0
0.1,1.2,-71.5,1215.0,9.0,1.0
0.1,1.2,-72.0,1254.0,8.0,1.0
0.1,1.2,-72.0,27.0,0.0,0.0
0.1,1.2,-72.0,64.0,268.0,1.0
0.1,1.2,-72.0,1206.0,30.0,1.0
0.1,1.2,-72.0,39.0,0.0,0.0
0.1,1.2,-72.0,1251.0,5.0,1.0
0.1,1.2,-72.0,61.0,265.0,1.0
0.1,1.2,-72.0,199.0,260.0,1.0
0.1,1.2,-72.0,1199.0,8.0,1.0
0.1,1.2,-72.0,126.0,257.0,1.0
0.1,1.2,-72.5,173.0,258.0,1.0
0.1,1.2,-72.5,28.0,0.0,0.0
0.1,1.2,-72.5,1249.0,3.0,1.0
0.1,1.2,-72.5,90.0,271.0,1.0
0.1,1.2,-72.5,1297.0,10.0,1.0
0.1,1.2,-72.5,47.0,360.0,1.0
0.1,1.2,-72.5,31.0,0.0,0.0
0.1,1.2,-72.5,267.0,285.0,1.0
0.1,1.2,-72.5,36.0,0.0,0.0
0.1,1.2,-72.5,187.0,276.0,1.0
0.1,1.2,-73.0,37.0,0.0,0.0
0.1,1.2,-73.0,44.0,0.0,0.0
0.1,1.2,-73.0,110.0,253.0,1.0
0.1,1.2,-73.0,147.0,267.0,1.0
0.1,1.2,-73.0,126.0,254.0,1.0
0.1,1.2,-73.0,245.0,258.0,1.0
0.1,1.2,-73.0,110.0,403.0,1.0
0.1,1.2,-73.0,100.0,287.0,1.0
0.1,1.2,-73.0,36.0,0.0,0.0
0.1,1.2,-73.0,124.0,281.0,1.0
0.1,1.2,-73.5,1251.0,9.0,1.0
0.1,1.2,-73.5,188.0,219.0,1.0
0.1,1.2,-73.5,238.0,311.0,1.0
0.1,1.2,-73.5,48.0,0.0,0.0
0.1,1.2,-73.5,89.0,292.0,1.0
0.1,1.2,-73.5,175.0,237.0,1.0
0.1,1.2,-73.5,1231.0,8.0,1.0
0.1,1.2,-73.5,34.0,0.0,0.0
0.1,1.2,-73.5,34.0,0.0,0.0
0.1,1.2,-73.5,126.0,239.0,1.0
0.1,1.2,-74.0,41.0,0.0,0.0
0.1,1.2,-74.0,95.0,262.0,1.0
0.1,1.2,-74.0,60.0,0.0,0.0
0.1,1.2,-74.0,23.0,0.0,0.0
0.1,1.2,-74.0,160.0,220.0,1.0
0.1,1.2,-74.0,273.0,150.0,1.0
0.1,1.2,-74.0,96.0,234.0,1.0
0.1,1.2,-74.0,1172.0,5.0,1.0
0.1,1.2,-74.0,176.0,252.0,1.0
0.1,1.2,-74.0,44.0,0.0,0.0
0.1,1.2,-74.5,1221.0,8.0,1.0
0.1,1.2,-74.5,49.0,0.0,0.0
0.1,1.2,-74.5,1183.0,6.0,1.0
0.1,1.2,-74.5,1223.0,8.0,1.0
0.1,1.2,-74.5,34.0,0.0,0.0
0.1,1.2,-74.5,43.0,0.0,0.0
0.1,1.2,-74.5,39.0,0.0,0.0
0.1,1.2,-74.5,1226.0,12.0,1.0
0.1,1.2,-74.5,1258.0,3.0,1.0
0.1,1.2,-74.5,39.0,0.0,0.0
0.1,1.2,-75.0,219.0,177.0,1.0
0.1,1.2,-75.0,102.0,186.0,1.0
0.1,1.2,-75.0,1227.0,7.0,1.0
0.1,1.2,-75.0,104.0,205.0,1.0
0.1,1.2,-75.0,1212.0,7.0,1.0
0.1,1.2,-75.0,46.0,0.0,0.0
0.1,1.2,-75.0,1193.0,10.0,1.0
0.1,1.2,-75.0,169.0,217.0,1.0
0.1,1.2,-75.0,34.0,0.0,0.0
0.1,1.2,-75.0,1034.0,12.0,1.0
