RI,c,hpV,rrp2spikeRatio,surviveBinary
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.47844827586206895,1.0
0.15,0.7,-72.5,0.0,1.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.018518518518518517,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.016666666666666666,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.017241379310344827,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-72.5,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0016666666666666668,1.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0032310177705977385,1.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.023255813953488372,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.03225806451612903,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.05555555555555555,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.06060606060606061,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.03076923076923077,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.0,0.44047619047619047,1.0
0.15,0.7,-73.0,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.029411764705882353,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.04819277108433735,0.0
0.15,0.7,-73.5,0.08955223880597014,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.015625,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.4493927125506073,1.0
0.15,0.7,-73.5,0.08333333333333333,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-73.5,0.0,0.0
0.15,0.7,-74.0,0.001658374792703151,1.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.06896551724137931,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.006600660066006601,1.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.014705882352941176,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.0,0.0
0.15,0.7,-74.0,0.001610305958132045,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.0008880994671403197,1.0
0.15,1.0,-71.0,0.00390625,1.0
0.15,1.0,-71.0,0.0030241935483870967,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.8487903225806451,1.0
0.15,1.0,-71.0,0.6617647058823529,1.0
0.15,1.0,-71.0,0.0048638132295719845,1.0
0.15,1.0,-71.0,0.005763688760806916,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.002881844380403458,1.0
0.15,1.0,-71.0,0.016666666666666666,0.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.6858638743455497,1.0
0.15,1.0,-71.0,0.007978723404255319,1.0
0.15,1.0,-71.0,0.005474452554744526,1.0
0.15,1.0,-71.0,0.7102272727272727,1.0
0.15,1.0,-71.0,0.6276595744680851,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.7480519480519481,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.6300268096514745,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.7621621621621621,1.0
0.15,1.0,-71.0,0.7473958333333334,1.0
0.15,1.0,-71.0,0.006349206349206349,1.0
0.15,1.0,-71.0,0.7040498442367601,1.0
0.15,1.0,-71.0,0.002898550724637681,1.0
0.15,1.0,-71.0,0.5339233038348082,1.0
0.15,1.0,-71.0,0.00676328502415459,1.0
0.15,1.0,-71.0,0.7130177514792899,1.0
0.15,1.0,-71.0,0.7561728395061729,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.7072463768115942,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.004672897196261682,1.0
0.15,1.0,-71.0,0.0019083969465648854,1.0
0.15,1.0,-71.0,0.7084548104956269,1.0
0.15,1.0,-71.0,0.0075046904315197,1.0
0.15,1.0,-71.0,0.6484149855907781,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.0,0.7912087912087912,1.0
0.15,1.0,-71.0,0.7756410256410257,1.0
0.15,1.0,-71.0,0.729483282674772,1.0
0.15,1.0,-71.0,0.00089126559714795,1.0
0.15,1.0,-71.0,0.0,0.0
0.15,1.0,-71.5,0.685459940652819,1.0
0.15,1.0,-71.5,0.0018726591760299626,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.672566371681416,1.0
0.15,1.0,-71.5,0.0058309037900874635,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.004878048780487805,1.0
0.15,1.0,-71.5,0.5770308123249299,1.0
0.15,1.0,-71.5,0.001774622892635315,1.0
0.15,1.0,-71.5,0.5780821917808219,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.007944389275074478,1.0
0.15,1.0,-71.5,0.0053523639607493305,1.0
0.15,1.0,-71.5,0.5964391691394659,1.0
0.15,1.0,-71.5,0.0028873917228103944,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0084985835694051,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0008517887563884157,1.0
0.15,1.0,-71.5,0.6705882352941176,1.0
0.15,1.0,-71.5,0.005842259006815969,1.0
0.15,1.0,-71.5,0.7130177514792899,1.0
0.15,1.0,-71.5,0.7554858934169278,1.0
0.15,1.0,-71.5,0.6818181818181818,1.0
0.15,1.0,-71.5,0.7409470752089137,1.0
0.15,1.0,-71.5,0.720108695652174,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.001943634596695821,1.0
0.15,1.0,-71.5,0.6211699164345403,1.0
0.15,1.0,-71.5,0.6388888888888888,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.6794871794871795,1.0
0.15,1.0,-71.5,0.6957746478873239,1.0
0.15,1.0,-71.5,0.002657218777679362,1.0
0.15,1.0,-71.5,0.014925373134328358,0.0
0.15,1.0,-71.5,0.005112474437627812,1.0
0.15,1.0,-71.5,0.002932551319648094,1.0
0.15,1.0,-71.5,0.05813953488372093,0.0
0.15,1.0,-71.5,0.7194444444444444,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.5910364145658263,1.0
0.15,1.0,-71.5,0.6884272997032641,1.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-71.5,0.0,0.0
0.15,1.0,-72.0,0.5271317829457365,1.0
0.15,1.0,-72.0,0.005940594059405941,1.0
0.15,1.0,-72.0,0.5658263305322129,1.0
0.15,1.0,-72.0,0.001932367149758454,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.6024844720496895,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.539440203562341,1.0
0.15,1.0,-72.0,0.6560509554140127,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.006974716652136007,1.0
0.15,1.0,-72.0,0.6442307692307693,1.0
0.15,1.0,-72.0,0.010679611650485437,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.006335797254487857,1.0
0.15,1.0,-72.0,0.6419354838709678,1.0
0.15,1.0,-72.0,0.009988901220865706,1.0
0.15,1.0,-72.0,0.4432773109243697,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.5315068493150685,1.0
0.15,1.0,-72.0,0.5257142857142857,1.0
0.15,1.0,-72.0,0.6220735785953178,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.002909796314258002,1.0
0.15,1.0,-72.0,0.004545454545454545,1.0
0.15,1.0,-72.0,0.0027649769585253456,1.0
0.15,1.0,-72.0,0.555858310626703,1.0
0.15,1.0,-72.0,0.0066985645933014355,1.0
0.15,1.0,-72.0,0.003838771593090211,1.0
0.15,1.0,-72.0,0.6179401993355482,1.0
0.15,1.0,-72.0,0.005994005994005994,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.8386363636363636,1.0
0.15,1.0,-72.0,0.7005208333333334,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.008678881388621022,1.0
0.15,1.0,-72.0,0.7842565597667639,1.0
0.15,1.0,-72.0,0.6547231270358306,1.0
0.15,1.0,-72.0,0.5667655786350149,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.5852941176470589,1.0
0.15,1.0,-72.0,0.6149732620320856,1.0
0.15,1.0,-72.0,0.5818713450292398,1.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.0,0.0
0.15,1.0,-72.0,0.6047745358090185,1.0
0.15,1.0,-72.5,0.024390243902439025,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.6528497409326425,1.0
0.15,1.0,-72.5,0.6165644171779141,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5994236311239193,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5960912052117264,1.0
0.15,1.0,-72.5,0.050724637681159424,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5642458100558659,1.0
0.15,1.0,-72.5,0.6792452830188679,1.0
0.15,1.0,-72.5,0.7375690607734806,1.0
0.15,1.0,-72.5,0.014436958614051972,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5798816568047337,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5424657534246575,1.0
0.15,1.0,-72.5,0.006108202443280977,1.0
0.15,1.0,-72.5,0.6261682242990654,1.0
0.15,1.0,-72.5,0.6714285714285714,1.0
0.15,1.0,-72.5,0.5950155763239875,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.002857142857142857,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.013904982618771726,1.0
0.15,1.0,-72.5,0.5818713450292398,1.0
0.15,1.0,-72.5,0.06542056074766354,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0026857654431512983,1.0
0.15,1.0,-72.5,0.7230320699708455,1.0
0.15,1.0,-72.5,0.04395604395604396,0.0
0.15,1.0,-72.5,0.597254004576659,1.0
0.15,1.0,-72.5,0.0017211703958691911,1.0
0.15,1.0,-72.5,0.7212643678160919,1.0
0.15,1.0,-72.5,0.5686813186813187,1.0
0.15,1.0,-72.5,0.005076142131979695,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.7940298507462686,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.5922619047619048,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0057692307692307696,1.0
0.15,1.0,-72.5,0.0028846153846153848,1.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.0,0.0
0.15,1.0,-72.5,0.6113989637305699,1.0
0.15,1.0,-73.0,0.001937984496124031,1.0
0.15,1.0,-73.0,0.8328173374613003,1.0
0.15,1.0,-73.0,0.613013698630137,1.0
0.15,1.0,-73.0,0.0019120458891013384,1.0
0.15,1.0,-73.0,0.0008888888888888889,1.0
0.15,1.0,-73.0,0.0028735632183908046,1.0
0.15,1.0,-73.0,0.58,1.0
0.15,1.0,-73.0,0.7544642857142857,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.5815789473684211,1.0
0.15,1.0,-73.0,0.038461538461538464,0.0
0.15,1.0,-73.0,0.6233062330623306,1.0
0.15,1.0,-73.0,0.6234567901234568,1.0
0.15,1.0,-73.0,0.8175182481751825,1.0
0.15,1.0,-73.0,0.010101010101010102,1.0
0.15,1.0,-73.0,0.7516930022573364,1.0
0.15,1.0,-73.0,0.0019398642095053346,1.0
0.15,1.0,-73.0,0.6366559485530546,1.0
0.15,1.0,-73.0,0.08974358974358974,0.0
0.15,1.0,-73.0,0.009594882729211088,1.0
0.15,1.0,-73.0,0.0028462998102466793,1.0
0.15,1.0,-73.0,0.48940269749518306,1.0
0.15,1.0,-73.0,0.7957244655581948,1.0
0.15,1.0,-73.0,0.0029013539651837525,1.0
0.15,1.0,-73.0,0.004775549188156638,1.0
0.15,1.0,-73.0,0.5792880258899676,1.0
0.15,1.0,-73.0,0.04794520547945205,0.0
0.15,1.0,-73.0,0.7188841201716738,1.0
0.15,1.0,-73.0,0.004646840148698885,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.059322033898305086,0.0
0.15,1.0,-73.0,0.007655502392344498,1.0
0.15,1.0,-73.0,0.6016949152542372,1.0
0.15,1.0,-73.0,0.0,1.0
0.15,1.0,-73.0,0.001932367149758454,1.0
0.15,1.0,-73.0,0.0077951002227171495,1.0
0.15,1.0,-73.0,0.617363344051447,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.002976190476190476,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.0028957528957528956,1.0
0.15,1.0,-73.0,0.0009737098344693282,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.613941018766756,1.0
0.15,1.0,-73.0,0.0,0.0
0.15,1.0,-73.0,0.0019065776930409914,1.0
0.15,1.0,-73.0,0.7469879518072289,1.0
0.15,1.0,-73.5,0.6644518272425249,1.0
0.15,1.0,-73.5,0.0063025210084033615,1.0
0.15,1.0,-73.5,0.6946107784431138,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0009871668311944718,1.0
0.15,1.0,-73.5,0.6894586894586895,1.0
0.15,1.0,-73.5,0.001006036217303823,1.0
0.15,1.0,-73.5,0.0009737098344693282,1.0
0.15,1.0,-73.5,0.002997002997002997,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.5558510638297872,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.007386888273314866,1.0
0.15,1.0,-73.5,0.0,1.0
0.15,1.0,-73.5,0.004725897920604915,1.0
0.15,1.0,-73.5,0.6253869969040248,1.0
0.15,1.0,-73.5,0.6229508196721312,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.001841620626151013,1.0
0.15,1.0,-73.5,0.011594202898550725,1.0
0.15,1.0,-73.5,0.0008802816901408451,1.0
0.15,1.0,-73.5,0.01310483870967742,1.0
0.15,1.0,-73.5,0.005307855626326964,1.0
0.15,1.0,-73.5,0.6242038216560509,1.0
0.15,1.0,-73.5,0.5026737967914439,1.0
0.15,1.0,-73.5,0.0028929604628736743,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.6407766990291263,1.0
0.15,1.0,-73.5,0.004793863854266539,1.0
0.15,1.0,-73.5,0.010158013544018058,1.0
0.15,1.0,-73.5,0.054945054945054944,0.0
0.15,1.0,-73.5,0.0029850746268656717,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0068560235063663075,1.0
0.15,1.0,-73.5,0.0027958993476234857,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.5878787878787879,1.0
0.15,1.0,-73.5,0.005165289256198347,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.002551020408163265,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.0,1.0
0.15,1.0,-73.5,0.0018796992481203006,1.0
0.15,1.0,-73.5,0.0047169811320754715,1.0
0.15,1.0,-73.5,0.0,0.0
0.15,1.0,-73.5,0.004230118443316413,1.0
0.15,1.0,-73.5,0.6971608832807571,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0043859649122807015,1.0
0.15,1.0,-74.0,0.6498800959232613,1.0
0.15,1.0,-74.0,0.004690431519699813,1.0
0.15,1.0,-74.0,0.6042402826855123,1.0
0.15,1.0,-74.0,0.0008904719501335708,1.0
0.15,1.0,-74.0,0.0028328611898017,1.0
0.15,1.0,-74.0,0.5538461538461539,1.0
0.15,1.0,-74.0,0.5098591549295775,1.0
0.15,1.0,-74.0,0.011494252873563218,1.0
0.15,1.0,-74.0,0.0019550342130987292,1.0
0.15,1.0,-74.0,0.06040268456375839,0.0
0.15,1.0,-74.0,0.5789473684210527,1.0
0.15,1.0,-74.0,0.0066100094428706326,1.0
0.15,1.0,-74.0,0.0028763183125599234,1.0
0.15,1.0,-74.0,0.528023598820059,1.0
0.15,1.0,-74.0,0.01520086862106406,1.0
0.15,1.0,-74.0,0.005774783445620789,1.0
0.15,1.0,-74.0,0.0057361376673040155,1.0
0.15,1.0,-74.0,0.011481056257175661,1.0
0.15,1.0,-74.0,0.008421052631578947,1.0
0.15,1.0,-74.0,0.6194968553459119,1.0
0.15,1.0,-74.0,0.044444444444444446,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.5217391304347826,1.0
0.15,1.0,-74.0,0.004757373929590866,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0036003600360036,1.0
0.15,1.0,-74.0,0.056179775280898875,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.004849660523763337,1.0
0.15,1.0,-74.0,0.015065913370998116,1.0
0.15,1.0,-74.0,0.6081504702194357,1.0
0.15,1.0,-74.0,0.011375387797311272,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.5680473372781065,1.0
0.15,1.0,-74.0,0.006809338521400778,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.004970178926441352,1.0
0.15,1.0,-74.0,0.6293929712460063,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.011891891891891892,1.0
0.15,1.0,-74.0,0.012333965844402278,1.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.0,-74.0,0.0,0.0
0.15,1.2,-71.0,0.6972972972972973,1.0
0.15,1.2,-71.0,0.014592933947772658,1.0
0.15,1.2,-71.0,0.7700534759358288,1.0
0.15,1.2,-71.0,0.7508532423208191,1.0
0.15,1.2,-71.0,0.5591397849462365,1.0
0.15,1.2,-71.0,0.3954154727793696,1.0
0.15,1.2,-71.0,0.011303692539562924,1.0
0.15,1.2,-71.0,0.07447633824670287,1.0
0.15,1.2,-71.0,0.5720164609053497,1.0
0.15,1.2,-71.0,0.6145675265553869,1.0
0.15,1.2,-71.0,0.0,0.0
0.15,1.2,-71.0,0.014437689969604863,1.0
0.15,1.2,-71.0,0.7725381414701803,1.0
0.15,1.2,-71.0,0.6938775510204082,1.0
0.15,1.2,-71.0,0.007389162561576354,1.0
0.15,1.2,-71.0,0.5980861244019139,1.0
0.15,1.2,-71.0,0.5347222222222222,1.0
0.15,1.2,-71.0,0.639511201629328,1.0
0.15,1.2,-71.0,0.00990916597853014,1.0
0.15,1.2,-71.0,0.7433155080213903,1.0
0.15,1.2,-71.0,0.0,0.0
0.15,1.2,-71.0,0.0,0.0
0.15,1.2,-71.0,0.5472103004291845,1.0
0.15,1.2,-71.0,0.5066666666666667,1.0
0.15,1.2,-71.0,0.49798387096774194,1.0
0.15,1.2,-71.0,0.6594202898550725,1.0
0.15,1.2,-71.0,0.5301914580265096,1.0
0.15,1.2,-71.0,0.5777777777777777,1.0
0.15,1.2,-71.0,0.8702830188679245,1.0
0.15,1.2,-71.0,0.658256880733945,1.0
0.15,1.2,-71.0,0.6587301587301587,1.0
0.15,1.2,-71.0,0.0,0.0
0.15,1.2,-71.0,0.5443645083932853,1.0
0.15,1.2,-71.0,0.0,0.0
0.15,1.2,-71.0,0.6464497041420119,1.0
0.15,1.2,-71.0,0.7626666666666667,1.0
0.15,1.2,-71.0,0.013921113689095127,1.0
0.15,1.2,-71.0,0.7804107424960506,1.0
0.15,1.2,-71.0,0.6880877742946708,1.0
0.15,1.2,-71.0,0.6531713900134952,1.0
0.15,1.2,-71.0,0.7368421052631579,1.0
0.15,1.2,-71.0,0.6630434782608695,1.0
0.15,1.2,-71.0,0.6986531986531986,1.0
0.15,1.2,-71.0,0.6571428571428571,1.0
0.15,1.2,-71.0,0.0062063615205585725,1.0
0.15,1.2,-71.0,0.008038585209003215,1.0
0.15,1.2,-71.0,0.6137123745819398,1.0
0.15,1.2,-71.0,0.5028818443804035,1.0
0.15,1.2,-71.0,0.7222222222222222,1.0
0.15,1.2,-71.0,0.6302931596091205,1.0
0.15,1.2,-71.5,0.003912363067292645,1.0
0.15,1.2,-71.5,0.7938718662952646,1.0
