RI,c,hpV,rrp2spikeRatio,surviveBinary
0.1,0.7,-71.0,0.0625,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.043478260869565216,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.038461538461538464,0.0
0.1,0.7,-71.0,0.00749063670411985,1.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.0,0.0
0.1,0.7,-71.0,0.043478260869565216,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.046511627906976744,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-71.5,0.0,0.0
0.1,0.7,-72.0,0.07462686567164178,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.08771929824561403,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0051813471502590676,1.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.0,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.04081632653061224,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.04081632653061224,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0017605633802816902,1.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-72.5,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.046511627906976744,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.0,0.0
0.1,0.7,-73.0,0.001718213058419244,1.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-73.5,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.04,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,0.7,-74.0,0.0,0.0
0.1,1.0,-71.0,0.00102880658436214,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.7593123209169055,1.0
0.1,1.0,-71.0,0.7327327327327328,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0068694798822374874,1.0
0.1,1.0,-71.0,0.0,1.0
0.1,1.0,-71.0,0.009398496240601503,1.0
0.1,1.0,-71.0,0.7890410958904109,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0124282982791587,1.0
0.1,1.0,-71.0,0.005865102639296188,1.0
0.1,1.0,-71.0,0.6955223880597015,1.0
0.1,1.0,-71.0,0.8252148997134671,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0009891196834817012,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0019157088122605363,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.015366430260047281,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.6625,1.0
0.1,1.0,-71.0,0.6407185628742516,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.6352941176470588,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.7050147492625368,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.009633911368015413,1.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.0,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.00872093023255814,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.7432432432432432,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.6195652173913043,1.0
0.1,1.0,-71.5,0.002955665024630542,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.005302226935312832,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.015228426395939087,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.009221311475409836,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.6130030959752322,1.0
0.1,1.0,-71.5,0.009183673469387756,1.0
0.1,1.0,-71.5,0.014218009478672985,1.0
0.1,1.0,-71.5,0.004549590536851683,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.006369426751592357,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.803921568627451,1.0
0.1,1.0,-71.5,0.6875,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.00513347022587269,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-71.5,0.014150943396226415,1.0
0.1,1.0,-71.5,0.003161222339304531,1.0
0.1,1.0,-71.5,0.0,0.0
0.1,1.0,-72.0,0.00558659217877095,1.0
0.1,1.0,-72.0,0.002944062806673209,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.75,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6142433234421365,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.7905236907730673,1.0
0.1,1.0,-72.0,0.0031479538300104933,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.005202913631633715,1.0
0.1,1.0,-72.0,0.6677852348993288,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6862068965517242,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6170798898071626,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.002688172043010753,1.0
0.1,1.0,-72.0,0.5913312693498453,1.0
0.1,1.0,-72.0,0.00597609561752988,1.0
0.1,1.0,-72.0,0.0046210720887245845,1.0
0.1,1.0,-72.0,0.5666666666666667,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,1.0
0.1,1.0,-72.0,0.0029702970297029703,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0053811659192825115,1.0
0.1,1.0,-72.0,0.7129629629629629,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6075581395348837,1.0
0.1,1.0,-72.0,0.001026694045174538,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6611295681063123,1.0
0.1,1.0,-72.0,0.0,0.0
0.1,1.0,-72.0,0.6450704225352113,1.0
0.1,1.0,-72.0,0.6391752577319587,1.0
0.1,1.0,-72.5,0.004784688995215311,1.0
0.1,1.0,-72.5,0.11702127659574468,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.7079889807162535,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.5755627009646302,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0009041591320072332,1.0
0.1,1.0,-72.5,0.00298804780876494,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0017793594306049821,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.003006012024048096,1.0
0.1,1.0,-72.5,0.001968503937007874,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.7571428571428571,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0019455252918287938,1.0
0.1,1.0,-72.5,0.07692307692307693,0.0
0.1,1.0,-72.5,0.5317220543806647,1.0
0.1,1.0,-72.5,0.806060606060606,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.6463414634146342,1.0
0.1,1.0,-72.5,0.0051440329218107,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.1,0.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.6619217081850534,1.0
0.1,1.0,-72.5,0.08333333333333333,0.0
0.1,1.0,-72.5,0.0051440329218107,1.0
0.1,1.0,-72.5,0.0,0.0
0.1,1.0,-72.5,0.8013029315960912,1.0
0.1,1.0,-72.5,0.6789297658862876,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.5393258426966292,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.005905511811023622,1.0
0.1,1.0,-73.0,0.760797342192691,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.6308900523560209,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.5582089552238806,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.6438848920863309,1.0
0.1,1.0,-73.0,0.0019743336623889436,1.0
0.1,1.0,-73.0,0.000992063492063492,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.003161222339304531,1.0
0.1,1.0,-73.0,0.0009891196834817012,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.07692307692307693,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.005893909626719057,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0031380753138075313,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.7616099071207431,1.0
0.1,1.0,-73.0,0.0009900990099009901,1.0
0.1,1.0,-73.0,0.05952380952380952,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.002938295788442703,1.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.0,0.0
0.1,1.0,-73.0,0.001869158878504673,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.6858108108108109,1.0
0.1,1.0,-73.5,0.46842105263157896,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0018867924528301887,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.004965243296921549,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0019588638589618022,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.7272727272727273,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.002008032128514056,1.0
0.1,1.0,-73.5,0.0019723865877712033,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.004655493482309125,1.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
0.1,1.0,-73.5,0.0,0.0
