RI,c,hpV,rrp2rest,rrp2spike,surviveTime
0.1,0.2,-79.5,25.0,0.0,4.0
0.1,0.2,-79.5,24.0,0.0,4.0
0.1,0.2,-79.5,18.0,0.0,4.0
0.1,0.2,-79.5,28.0,0.0,4.0
0.1,0.2,-79.5,33.0,0.0,4.0
0.1,0.2,-79.5,29.0,0.0,4.0
0.1,0.2,-79.5,30.0,0.0,4.0
0.1,0.2,-79.5,33.0,0.0,4.0
0.1,0.2,-79.5,30.0,0.0,4.0
0.1,0.2,-79.5,26.0,0.0,4.0
0.1,0.2,-79.5,36.0,0.0,4.0
0.1,0.2,-79.5,32.0,0.0,4.0
0.1,0.2,-79.5,31.0,0.0,4.0
0.1,0.2,-79.5,36.0,0.0,4.0
0.1,0.2,-79.5,27.0,0.0,4.0
0.1,0.2,-79.5,29.0,0.0,4.0
0.1,0.2,-79.5,29.0,0.0,4.0
0.1,0.2,-79.5,33.0,0.0,4.0
0.1,0.2,-79.5,24.0,0.0,4.0
0.1,0.2,-79.5,27.0,0.0,4.0
0.1,0.2,-79.5,37.0,0.0,4.0
0.1,0.2,-79.5,28.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,26.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,30.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,33.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,30.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,26.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,24.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,24.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,22.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,23.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,41.0,0.0,4.0
0.1,0.2,-80.0,41.0,0.0,4.0
0.1,0.2,-80.0,27.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,38.0,0.0,4.0
0.1,0.2,-80.0,40.0,0.0,4.0
0.1,0.2,-80.0,22.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,37.0,0.0,4.0
0.1,0.2,-80.0,23.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,29.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,26.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,20.0,0.0,4.0
0.1,0.2,-80.0,40.0,0.0,4.0
0.1,0.2,-80.0,19.0,0.0,4.0
0.1,0.2,-80.0,32.0,0.0,4.0
0.1,0.2,-80.0,27.0,0.0,4.0
0.1,0.2,-80.0,30.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,24.0,0.0,4.0
0.1,0.2,-80.0,24.0,0.0,4.0
0.1,0.2,-80.0,41.0,0.0,4.0
0.1,0.2,-80.0,30.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,26.0,0.0,4.0
0.1,0.2,-80.0,22.0,0.0,4.0
0.1,0.2,-80.0,33.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,27.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,39.0,0.0,4.0
0.1,0.2,-80.0,26.0,0.0,4.0
0.1,0.2,-80.0,25.0,0.0,4.0
0.1,0.2,-80.0,40.0,0.0,4.0
0.1,0.2,-80.0,40.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,23.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,21.0,0.0,4.0
0.1,0.2,-80.0,35.0,0.0,4.0
0.1,0.2,-80.0,34.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-80.0,25.0,0.0,4.0
0.1,0.2,-80.0,36.0,0.0,4.0
0.1,0.2,-80.0,31.0,0.0,4.0
0.1,0.2,-80.0,28.0,0.0,4.0
0.1,0.2,-81.0,38.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,41.0,0.0,4.0
0.1,0.2,-81.0,35.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,27.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,21.0,0.0,4.0
0.1,0.2,-81.0,22.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,32.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,24.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,39.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,35.0,0.0,4.0
0.1,0.2,-81.0,22.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,32.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,25.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,39.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,21.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,24.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,26.0,0.0,4.0
0.1,0.2,-81.0,37.0,0.0,4.0
0.1,0.2,-81.0,39.0,0.0,4.0
0.1,0.2,-81.0,41.0,0.0,4.0
0.1,0.2,-81.0,22.0,0.0,4.0
0.1,0.2,-81.0,27.0,0.0,4.0
0.1,0.2,-81.0,25.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,32.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,40.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,20.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,35.0,0.0,4.0
0.1,0.2,-81.0,37.0,0.0,4.0
0.1,0.2,-81.0,21.0,0.0,4.0
0.1,0.2,-81.0,27.0,0.0,4.0
0.1,0.2,-81.0,34.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,40.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,25.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,18.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,35.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,21.0,0.0,4.0
0.1,0.2,-81.0,32.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,27.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,33.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,25.0,0.0,4.0
0.1,0.2,-81.0,31.0,0.0,4.0
0.1,0.2,-81.0,23.0,0.0,4.0
0.1,0.2,-81.0,29.0,0.0,4.0
0.1,0.2,-81.0,32.0,0.0,4.0
0.1,0.2,-81.0,30.0,0.0,4.0
0.1,0.2,-81.0,28.0,0.0,4.0
0.1,0.2,-81.0,41.0,0.0,4.0
0.1,0.2,-81.0,25.0,0.0,4.0
0.1,0.2,-82.0,30.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,28.0,0.0,4.0
0.1,0.2,-82.0,25.0,0.0,4.0
0.1,0.2,-82.0,43.0,0.0,4.0
0.1,0.2,-82.0,30.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,35.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,33.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,28.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,28.0,0.0,4.0
0.1,0.2,-82.0,38.0,0.0,4.0
0.1,0.2,-82.0,37.0,0.0,4.0
0.1,0.2,-82.0,35.0,0.0,4.0
0.1,0.2,-82.0,25.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,23.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,33.0,0.0,4.0
0.1,0.2,-82.0,30.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,30.0,0.0,4.0
0.1,0.2,-82.0,22.0,0.0,4.0
0.1,0.2,-82.0,14.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,39.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,21.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,25.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,33.0,0.0,4.0
0.1,0.2,-82.0,24.0,0.0,4.0
0.1,0.2,-82.0,24.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,33.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,31.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,24.0,0.0,4.0
0.1,0.2,-82.0,42.0,0.0,4.0
0.1,0.2,-82.0,19.0,0.0,4.0
0.1,0.2,-82.0,36.0,0.0,4.0
0.1,0.2,-82.0,23.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,21.0,0.0,4.0
0.1,0.2,-82.0,34.0,0.0,4.0
0.1,0.2,-82.0,20.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,36.0,0.0,4.0
0.1,0.2,-82.0,28.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,28.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,33.0,0.0,4.0
0.1,0.2,-82.0,29.0,0.0,4.0
0.1,0.2,-82.0,26.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,30.0,0.0,4.0
0.1,0.2,-82.0,27.0,0.0,4.0
0.1,0.2,-82.0,25.0,0.0,4.0
0.1,0.2,-82.0,32.0,0.0,4.0
0.1,0.2,-82.0,21.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,36.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,20.0,0.0,4.0
0.1,0.2,-83.0,30.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,30.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,24.0,0.0,4.0
0.1,0.2,-83.0,40.0,0.0,4.0
0.1,0.2,-83.0,23.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,35.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,40.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,23.0,0.0,4.0
0.1,0.2,-83.0,39.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,21.0,0.0,4.0
0.1,0.2,-83.0,36.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,31.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,42.0,0.0,4.0
0.1,0.2,-83.0,30.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,36.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,41.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,35.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,35.0,0.0,4.0
0.1,0.2,-83.0,29.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,25.0,0.0,4.0
0.1,0.2,-83.0,35.0,0.0,4.0
0.1,0.2,-83.0,35.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,30.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,39.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,34.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,42.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,36.0,0.0,4.0
0.1,0.2,-83.0,33.0,0.0,4.0
0.1,0.2,-83.0,27.0,0.0,4.0
0.1,0.2,-83.0,39.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,40.0,0.0,4.0
0.1,0.2,-83.0,26.0,0.0,4.0
0.1,0.2,-83.0,45.0,0.0,4.0
0.1,0.2,-83.0,28.0,0.0,4.0
0.1,0.2,-83.0,32.0,0.0,4.0
0.1,0.2,-83.0,39.0,0.0,4.0
0.1,0.2,-83.0,30.0,0.0,4.0
0.1,0.2,-83.0,37.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,34.0,0.0,4.0
0.1,0.2,-84.0,38.0,0.0,4.0
0.1,0.2,-84.0,36.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,39.0,0.0,4.0
0.1,0.2,-84.0,40.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,35.0,0.0,4.0
0.1,0.2,-84.0,28.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,25.0,0.0,4.0
0.1,0.2,-84.0,40.0,0.0,4.0
0.1,0.2,-84.0,28.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,41.0,0.0,4.0
0.1,0.2,-84.0,19.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,25.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,25.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,35.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,37.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,38.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,23.0,0.0,4.0
0.1,0.2,-84.0,38.0,0.0,4.0
0.1,0.2,-84.0,18.0,0.0,4.0
0.1,0.2,-84.0,21.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,36.0,0.0,4.0
0.1,0.2,-84.0,30.0,0.0,4.0
0.1,0.2,-84.0,21.0,0.0,4.0
0.1,0.2,-84.0,34.0,0.0,4.0
0.1,0.2,-84.0,28.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,30.0,0.0,4.0
0.1,0.2,-84.0,35.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,24.0,0.0,4.0
0.1,0.2,-84.0,23.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,21.0,0.0,4.0
0.1,0.2,-84.0,36.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,21.0,0.0,4.0
0.1,0.2,-84.0,24.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,35.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,24.0,0.0,4.0
0.1,0.2,-84.0,25.0,0.0,4.0
0.1,0.2,-84.0,24.0,0.0,4.0
0.1,0.2,-84.0,36.0,0.0,4.0
0.1,0.2,-84.0,23.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,34.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,29.0,0.0,4.0
0.1,0.2,-84.0,28.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,41.0,0.0,4.0
0.1,0.2,-84.0,28.0,0.0,4.0
0.1,0.2,-84.0,25.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,33.0,0.0,4.0
0.1,0.2,-84.0,36.0,0.0,4.0
0.1,0.2,-84.0,31.0,0.0,4.0
0.1,0.2,-84.0,26.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,37.0,0.0,4.0
0.1,0.2,-84.0,32.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-84.0,30.0,0.0,4.0
0.1,0.2,-84.0,19.0,0.0,4.0
0.1,0.2,-84.0,24.0,0.0,4.0
0.1,0.2,-84.0,37.0,0.0,4.0
0.1,0.2,-84.0,41.0,0.0,4.0
0.1,0.2,-84.0,27.0,0.0,4.0
0.1,0.2,-85.0,34.0,0.0,4.0
0.1,0.2,-85.0,28.0,0.0,4.0
0.1,0.2,-85.0,27.0,0.0,4.0
0.1,0.2,-85.0,29.0,0.0,4.0
0.1,0.2,-85.0,26.0,0.0,4.0
0.1,0.2,-85.0,26.0,0.0,4.0
0.1,0.2,-85.0,20.0,0.0,4.0
0.1,0.2,-85.0,43.0,0.0,4.0
0.1,0.2,-85.0,39.0,0.0,4.0
0.1,0.2,-85.0,27.0,0.0,4.0
0.1,0.2,-85.0,23.0,0.0,4.0
0.1,0.2,-85.0,22.0,0.0,4.0
0.1,0.2,-85.0,26.0,0.0,4.0
0.1,0.2,-85.0,29.0,0.0,4.0
0.1,0.2,-85.0,22.0,0.0,4.0
0.1,0.2,-85.0,35.0,0.0,4.0
0.1,0.2,-85.0,30.0,0.0,4.0
0.1,0.2,-85.0,31.0,0.0,4.0
0.1,0.2,-85.0,31.0,0.0,4.0
0.1,0.2,-85.0,32.0,0.0,4.0
0.1,0.2,-85.0,32.0,0.0,4.0
0.1,0.2,-85.0,27.0,0.0,4.0
0.1,0.2,-85.0,29.0,0.0,4.0
0.1,0.2,-85.0,34.0,0.0,4.0
0.1,0.2,-85.0,22.0,0.0,4.0
0.1,0.2,-85.0,25.0,0.0,4.0
0.1,0.2,-85.0,36.0,0.0,4.0
0.1,0.2,-85.0,24.0,0.0,4.0
0.1,0.2,-85.0,30.0,0.0,4.0
0.1,0.2,-85.0,34.0,0.0,4.0
0.1,0.2,-85.0,28.0,0.0,4.0
0.1,0.2,-85.0,22.0,0.0,4.0
0.1,0.2,-85.0,31.0,0.0,4.0
0.1,0.2,-85.0,34.0,0.0,4.0
0.1,0.2,-85.0,36.0,0.0,4.0
0.1,0.2,-85.0,33.0,0.0,4.0
