RI,c,hpV,rrp2rest,rrp2spike,surviveTime
0.05,0.05,-97.0,16.0,0.0,4.0
0.05,0.05,-97.0,14.0,0.0,4.0
0.05,0.05,-97.0,19.0,0.0,4.0
0.05,0.05,-97.0,15.0,0.0,4.0
0.05,0.05,-97.0,19.0,0.0,4.0
0.05,0.05,-97.0,22.0,0.0,4.0
0.05,0.05,-97.0,14.0,0.0,4.0
0.05,0.05,-97.0,16.0,0.0,4.0
0.05,0.05,-97.0,6.0,0.0,4.0
0.05,0.05,-97.0,19.0,0.0,4.0
0.05,0.05,-97.0,17.0,0.0,4.0
0.05,0.05,-97.0,18.0,0.0,4.0
0.05,0.05,-97.0,13.0,0.0,4.0
0.05,0.05,-97.0,17.0,0.0,4.0
0.05,0.05,-97.0,20.0,0.0,4.0
0.05,0.05,-97.0,24.0,0.0,4.0
0.05,0.05,-97.0,16.0,0.0,4.0
0.05,0.05,-97.0,16.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,20.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,20.0,0.0,4.0
0.05,0.05,-98.0,8.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,12.0,0.0,4.0
0.05,0.05,-98.0,21.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,17.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,21.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,22.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,8.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,20.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,6.0,0.0,4.0
0.05,0.05,-98.0,28.0,0.0,4.0
0.05,0.05,-98.0,10.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,23.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,8.0,0.0,4.0
0.05,0.05,-98.0,11.0,0.0,4.0
0.05,0.05,-98.0,11.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,24.0,0.0,4.0
0.05,0.05,-98.0,20.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,11.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,21.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,12.0,0.0,4.0
0.05,0.05,-98.0,17.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,17.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,17.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,9.0,0.0,4.0
0.05,0.05,-98.0,12.0,0.0,4.0
0.05,0.05,-98.0,20.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,11.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,17.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,12.0,0.0,4.0
0.05,0.05,-98.0,22.0,0.0,4.0
0.05,0.05,-98.0,13.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-98.0,15.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,14.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,19.0,0.0,4.0
0.05,0.05,-98.0,18.0,0.0,4.0
0.05,0.05,-98.0,16.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,7.0,0.0,4.0
0.05,0.05,-99.0,24.0,0.0,4.0
0.05,0.05,-99.0,20.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,19.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,11.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,7.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,9.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,11.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,8.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,20.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,19.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,9.0,0.0,4.0
0.05,0.05,-99.0,9.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,11.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,20.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,24.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,18.0,0.0,4.0
0.05,0.05,-99.0,22.0,0.0,4.0
0.05,0.05,-99.0,7.0,0.0,4.0
0.05,0.05,-99.0,9.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,11.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,9.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,16.0,0.0,4.0
0.05,0.05,-99.0,12.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,20.0,0.0,4.0
0.05,0.05,-99.0,20.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,13.0,0.0,4.0
0.05,0.05,-99.0,15.0,0.0,4.0
0.05,0.05,-99.0,11.0,0.0,4.0
0.05,0.05,-99.0,10.0,0.0,4.0
0.05,0.05,-99.0,17.0,0.0,4.0
0.05,0.05,-99.0,7.0,0.0,4.0
0.05,0.05,-99.0,19.0,0.0,4.0
0.05,0.05,-99.0,14.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,11.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,19.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,19.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,11.0,0.0,4.0
0.05,0.05,-100.0,11.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,24.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,19.0,0.0,4.0
0.05,0.05,-100.0,18.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,17.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,25.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,19.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,29.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,18.0,0.0,4.0
0.05,0.05,-100.0,10.0,0.0,4.0
0.05,0.05,-100.0,9.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,18.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,24.0,0.0,4.0
0.05,0.05,-100.0,17.0,0.0,4.0
0.05,0.05,-100.0,19.0,0.0,4.0
0.05,0.05,-100.0,23.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,10.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,10.0,0.0,4.0
0.05,0.05,-100.0,17.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,11.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,11.0,0.0,4.0
0.05,0.05,-100.0,13.0,0.0,4.0
0.05,0.05,-100.0,12.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,9.0,0.0,4.0
0.05,0.05,-100.0,9.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,14.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,15.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,20.0,0.0,4.0
0.05,0.05,-100.0,10.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-100.0,17.0,0.0,4.0
0.05,0.05,-100.0,23.0,0.0,4.0
0.05,0.05,-100.0,21.0,0.0,4.0
0.05,0.05,-100.0,8.0,0.0,4.0
0.05,0.05,-100.0,8.0,0.0,4.0
0.05,0.05,-100.0,16.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,23.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,8.0,0.0,4.0
0.05,0.05,-102.0,27.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,18.0,0.0,4.0
0.05,0.05,-102.0,19.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,19.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,11.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,19.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,23.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,19.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,22.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,11.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,9.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,5.0,0.0,4.0
0.05,0.05,-102.0,12.0,0.0,4.0
0.05,0.05,-102.0,9.0,0.0,4.0
0.05,0.05,-102.0,11.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,20.0,0.0,4.0
0.05,0.05,-102.0,11.0,0.0,4.0
0.05,0.05,-102.0,18.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,14.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,13.0,0.0,4.0
0.05,0.05,-102.0,8.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,17.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,10.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,15.0,0.0,4.0
0.05,0.05,-102.0,11.0,0.0,4.0
0.05,0.05,-102.0,16.0,0.0,4.0
0.05,0.05,-102.0,21.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,13.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,23.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,9.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,20.0,0.0,4.0
0.05,0.05,-104.0,7.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,10.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,10.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,10.0,0.0,4.0
0.05,0.05,-104.0,24.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,22.0,0.0,4.0
0.05,0.05,-104.0,13.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,9.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,10.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,7.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,23.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,13.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,10.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,5.0,0.0,4.0
0.05,0.05,-104.0,13.0,0.0,4.0
0.05,0.05,-104.0,14.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,9.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,15.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,21.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,11.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,12.0,0.0,4.0
0.05,0.05,-104.0,20.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,17.0,0.0,4.0
0.05,0.05,-104.0,18.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,16.0,0.0,4.0
0.05,0.05,-104.0,19.0,0.0,4.0
0.05,0.05,-106.0,18.0,0.0,4.0
0.05,0.05,-106.0,12.0,0.0,4.0
0.05,0.05,-106.0,12.0,0.0,4.0
0.05,0.05,-106.0,9.0,0.0,4.0
0.05,0.05,-106.0,9.0,0.0,4.0
0.05,0.05,-106.0,22.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,17.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,15.0,0.0,4.0
0.05,0.05,-106.0,15.0,0.0,4.0
0.05,0.05,-106.0,18.0,0.0,4.0
0.05,0.05,-106.0,17.0,0.0,4.0
0.05,0.05,-106.0,6.0,0.0,4.0
0.05,0.05,-106.0,16.0,0.0,4.0
0.05,0.05,-106.0,22.0,0.0,4.0
0.05,0.05,-106.0,13.0,0.0,4.0
0.05,0.05,-106.0,25.0,0.0,4.0
0.05,0.05,-106.0,14.0,0.0,4.0
0.05,0.05,-106.0,14.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,13.0,0.0,4.0
0.05,0.05,-106.0,14.0,0.0,4.0
0.05,0.05,-106.0,13.0,0.0,4.0
0.05,0.05,-106.0,21.0,0.0,4.0
0.05,0.05,-106.0,18.0,0.0,4.0
0.05,0.05,-106.0,20.0,0.0,4.0
0.05,0.05,-106.0,13.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,18.0,0.0,4.0
0.05,0.05,-106.0,21.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
0.05,0.05,-106.0,13.0,0.0,4.0
0.05,0.05,-106.0,21.0,0.0,4.0
0.05,0.05,-106.0,14.0,0.0,4.0
0.05,0.05,-106.0,18.0,0.0,4.0
0.05,0.05,-106.0,21.0,0.0,4.0
0.05,0.05,-106.0,15.0,0.0,4.0
0.05,0.05,-106.0,11.0,0.0,4.0
