RI,c,hpV,rrp2rest,rrp2spike,surviveBinary
0.05,0.5,-74.5,16.0,0.0,0.0
0.05,0.5,-75.0,15.0,0.0,0.0
0.05,0.5,-75.0,12.0,0.0,0.0
0.05,0.5,-75.0,22.0,0.0,0.0
0.05,0.5,-75.0,15.0,0.0,0.0
0.05,0.5,-75.0,21.0,0.0,0.0
0.05,0.5,-75.0,22.0,0.0,0.0
0.05,0.5,-75.0,24.0,0.0,0.0
0.05,0.5,-75.0,22.0,0.0,0.0
0.05,0.5,-75.0,9.0,0.0,0.0
0.05,0.5,-75.0,13.0,0.0,0.0
0.05,0.7,-71.0,16.0,0.0,0.0
0.05,0.7,-71.0,15.0,0.0,0.0
0.05,0.7,-71.0,14.0,0.0,0.0
0.05,0.7,-71.0,20.0,0.0,0.0
0.05,0.7,-71.0,18.0,0.0,0.0
0.05,0.7,-71.0,13.0,0.0,0.0
0.05,0.7,-71.0,19.0,0.0,0.0
0.05,0.7,-71.0,16.0,0.0,0.0
0.05,0.7,-71.0,18.0,0.0,0.0
0.05,0.7,-71.0,15.0,0.0,0.0
0.05,0.7,-71.5,10.0,0.0,0.0
0.05,0.7,-71.5,18.0,0.0,0.0
0.05,0.7,-71.5,18.0,0.0,0.0
0.05,0.7,-71.5,27.0,0.0,0.0
0.05,0.7,-71.5,16.0,0.0,0.0
0.05,0.7,-71.5,12.0,0.0,0.0
0.05,0.7,-71.5,19.0,0.0,0.0
0.05,0.7,-71.5,18.0,0.0,0.0
0.05,0.7,-71.5,23.0,0.0,0.0
0.05,0.7,-71.5,22.0,0.0,0.0
0.05,0.7,-72.0,16.0,0.0,0.0
0.05,0.7,-72.0,13.0,0.0,0.0
0.05,0.7,-72.0,20.0,0.0,0.0
0.05,0.7,-72.0,14.0,0.0,0.0
0.05,0.7,-72.0,27.0,0.0,0.0
0.05,0.7,-72.0,18.0,0.0,0.0
0.05,0.7,-72.0,17.0,0.0,0.0
0.05,0.7,-72.0,17.0,0.0,0.0
0.05,0.7,-72.0,21.0,0.0,0.0
0.05,0.7,-72.0,16.0,0.0,0.0
0.05,0.7,-72.5,21.0,0.0,0.0
0.05,0.7,-72.5,15.0,0.0,0.0
0.05,0.7,-72.5,22.0,0.0,0.0
0.05,0.7,-72.5,14.0,0.0,0.0
0.05,0.7,-72.5,15.0,0.0,0.0
0.05,0.7,-72.5,13.0,0.0,0.0
0.05,0.7,-72.5,22.0,0.0,0.0
0.05,0.7,-72.5,22.0,0.0,0.0
0.05,0.7,-72.5,13.0,0.0,0.0
0.05,0.7,-72.5,14.0,0.0,0.0
0.05,0.7,-73.0,7.0,0.0,0.0
0.05,0.7,-73.0,13.0,0.0,0.0
0.05,0.7,-73.0,17.0,0.0,0.0
0.05,0.7,-73.0,23.0,0.0,0.0
0.05,0.7,-73.0,18.0,0.0,0.0
0.05,0.7,-73.0,17.0,0.0,0.0
0.05,0.7,-73.0,11.0,0.0,0.0
0.05,0.7,-73.0,32.0,0.0,0.0
0.05,0.7,-73.0,16.0,0.0,0.0
0.05,0.7,-73.0,21.0,0.0,0.0
0.05,0.7,-73.5,10.0,0.0,0.0
0.05,0.7,-73.5,15.0,0.0,0.0
0.05,0.7,-73.5,13.0,0.0,0.0
0.05,0.7,-73.5,10.0,0.0,0.0
0.05,0.7,-73.5,26.0,0.0,0.0
0.05,0.7,-73.5,11.0,0.0,0.0
0.05,0.7,-73.5,21.0,0.0,0.0
0.05,0.7,-73.5,18.0,0.0,0.0
0.05,0.7,-73.5,11.0,0.0,0.0
0.05,0.7,-73.5,16.0,0.0,0.0
0.05,0.7,-74.0,19.0,0.0,0.0
0.05,0.7,-74.0,18.0,0.0,0.0
0.05,0.7,-74.0,21.0,0.0,0.0
0.05,0.7,-74.0,14.0,0.0,0.0
0.05,0.7,-74.0,14.0,0.0,0.0
0.05,0.7,-74.0,14.0,0.0,0.0
0.05,0.7,-74.0,24.0,0.0,0.0
0.05,0.7,-74.0,17.0,0.0,0.0
0.05,0.7,-74.0,8.0,0.0,0.0
0.05,0.7,-74.0,20.0,0.0,0.0
0.05,0.7,-74.5,15.0,0.0,0.0
0.05,0.7,-74.5,14.0,0.0,0.0
0.05,0.7,-74.5,14.0,0.0,0.0
0.05,0.7,-74.5,14.0,0.0,0.0
0.05,0.7,-74.5,14.0,0.0,0.0
0.05,0.7,-74.5,23.0,0.0,0.0
0.05,0.7,-74.5,17.0,0.0,0.0
0.05,0.7,-74.5,13.0,0.0,0.0
0.05,0.7,-74.5,15.0,0.0,0.0
0.05,0.7,-74.5,15.0,0.0,0.0
0.05,0.7,-75.0,17.0,0.0,0.0
0.05,0.7,-75.0,11.0,0.0,0.0
0.05,0.7,-75.0,12.0,0.0,0.0
0.05,0.7,-75.0,29.0,0.0,0.0
0.05,0.7,-75.0,19.0,0.0,0.0
0.05,0.7,-75.0,18.0,0.0,0.0
0.05,0.7,-75.0,23.0,0.0,0.0
0.05,0.7,-75.0,21.0,0.0,0.0
0.05,0.7,-75.0,12.0,0.0,0.0
0.05,0.7,-75.0,10.0,0.0,0.0
0.05,1.0,-71.0,18.0,0.0,0.0
0.05,1.0,-71.0,18.0,0.0,0.0
0.05,1.0,-71.0,20.0,0.0,0.0
0.05,1.0,-71.0,16.0,0.0,0.0
0.05,1.0,-71.0,19.0,0.0,0.0
0.05,1.0,-71.0,28.0,0.0,0.0
0.05,1.0,-71.0,21.0,0.0,0.0
0.05,1.0,-71.0,11.0,0.0,0.0
0.05,1.0,-71.0,15.0,0.0,0.0
0.05,1.0,-71.0,75.0,243.0,1.0
0.05,1.0,-71.5,20.0,0.0,0.0
0.05,1.0,-71.5,14.0,0.0,0.0
0.05,1.0,-71.5,18.0,0.0,0.0
0.05,1.0,-71.5,24.0,0.0,0.0
0.05,1.0,-71.5,29.0,0.0,0.0
0.05,1.0,-71.5,13.0,0.0,0.0
0.05,1.0,-71.5,17.0,0.0,0.0
0.05,1.0,-71.5,24.0,0.0,0.0
0.05,1.0,-71.5,19.0,0.0,0.0
0.05,1.0,-71.5,11.0,0.0,0.0
0.05,1.0,-72.0,117.0,230.0,1.0
0.05,1.0,-72.0,21.0,0.0,0.0
0.05,1.0,-72.0,28.0,0.0,0.0
0.05,1.0,-72.0,10.0,0.0,0.0
0.05,1.0,-72.0,13.0,0.0,0.0
0.05,1.0,-72.0,12.0,0.0,0.0
0.05,1.0,-72.0,29.0,0.0,0.0
0.05,1.0,-72.0,46.0,0.0,0.0
0.05,1.0,-72.0,15.0,0.0,0.0
0.05,1.0,-72.0,112.0,207.0,1.0
0.05,1.0,-72.5,10.0,0.0,0.0
0.05,1.0,-72.5,18.0,0.0,0.0
0.05,1.0,-72.5,22.0,0.0,0.0
0.05,1.0,-72.5,14.0,0.0,0.0
0.05,1.0,-72.5,19.0,0.0,0.0
0.05,1.0,-72.5,16.0,0.0,0.0
0.05,1.0,-72.5,23.0,0.0,0.0
0.05,1.0,-72.5,78.0,7.0,0.0
0.05,1.0,-72.5,46.0,0.0,0.0
0.05,1.0,-72.5,26.0,0.0,0.0
0.05,1.0,-73.0,27.0,0.0,0.0
0.05,1.0,-73.0,15.0,0.0,0.0
0.05,1.0,-73.0,15.0,0.0,0.0
0.05,1.0,-73.0,27.0,0.0,0.0
0.05,1.0,-73.0,27.0,0.0,0.0
0.05,1.0,-73.0,21.0,0.0,0.0
0.05,1.0,-73.0,19.0,0.0,0.0
0.05,1.0,-73.0,129.0,212.0,1.0
0.05,1.0,-73.0,22.0,0.0,0.0
0.05,1.0,-73.0,17.0,0.0,0.0
0.05,1.0,-73.5,5.0,0.0,0.0
0.05,1.0,-73.5,20.0,0.0,0.0
0.05,1.0,-73.5,16.0,0.0,0.0
0.05,1.0,-73.5,115.0,214.0,1.0
0.05,1.0,-73.5,966.0,1.0,1.0
0.05,1.0,-73.5,16.0,0.0,0.0
0.05,1.0,-73.5,13.0,0.0,0.0
0.05,1.0,-73.5,17.0,0.0,0.0
0.05,1.0,-73.5,17.0,0.0,0.0
0.05,1.0,-73.5,66.0,207.0,1.0
0.05,1.0,-74.0,25.0,0.0,0.0
0.05,1.0,-74.0,15.0,0.0,0.0
0.05,1.0,-74.0,23.0,0.0,0.0
0.05,1.0,-74.0,15.0,0.0,0.0
0.05,1.0,-74.0,14.0,0.0,0.0
0.05,1.0,-74.0,12.0,0.0,0.0
0.05,1.0,-74.0,25.0,0.0,0.0
0.05,1.0,-74.0,14.0,0.0,0.0
0.05,1.0,-74.0,17.0,0.0,0.0
0.05,1.0,-74.0,80.0,199.0,1.0
0.05,1.0,-74.5,22.0,0.0,0.0
0.05,1.0,-74.5,1091.0,1.0,1.0
0.05,1.0,-74.5,29.0,0.0,0.0
0.05,1.0,-74.5,39.0,0.0,0.0
0.05,1.0,-74.5,992.0,10.0,1.0
0.05,1.0,-74.5,20.0,0.0,0.0
0.05,1.0,-74.5,26.0,0.0,0.0
0.05,1.0,-74.5,126.0,162.0,1.0
0.05,1.0,-74.5,16.0,0.0,0.0
0.05,1.0,-74.5,37.0,0.0,0.0
0.05,1.0,-75.0,18.0,0.0,0.0
0.05,1.0,-75.0,93.0,166.0,1.0
0.05,1.0,-75.0,19.0,0.0,0.0
0.05,1.0,-75.0,14.0,0.0,0.0
0.05,1.0,-75.0,12.0,0.0,0.0
0.05,1.0,-75.0,9.0,0.0,0.0
0.05,1.0,-75.0,18.0,0.0,0.0
0.05,1.0,-75.0,19.0,0.0,0.0
0.05,1.0,-75.0,90.0,154.0,1.0
0.05,1.0,-75.0,21.0,0.0,0.0
0.05,1.2,-71.0,1179.0,17.0,1.0
0.05,1.2,-71.0,21.0,0.0,0.0
0.05,1.2,-71.0,1176.0,16.0,1.0
0.05,1.2,-71.0,23.0,318.0,1.0
0.05,1.2,-71.0,48.0,289.0,1.0
0.05,1.2,-71.0,28.0,0.0,0.0
0.05,1.2,-71.0,17.0,0.0,0.0
0.05,1.2,-71.0,14.0,0.0,0.0
0.05,1.2,-71.0,19.0,0.0,0.0
0.05,1.2,-71.0,1084.0,10.0,1.0
0.05,1.2,-71.5,21.0,0.0,0.0
0.05,1.2,-71.5,1222.0,11.0,1.0
0.05,1.2,-71.5,10.0,0.0,0.0
0.05,1.2,-71.5,1137.0,9.0,1.0
0.05,1.2,-71.5,35.0,0.0,0.0
0.05,1.2,-71.5,24.0,335.0,1.0
0.05,1.2,-71.5,10.0,0.0,0.0
0.05,1.2,-71.5,23.0,0.0,0.0
0.05,1.2,-71.5,37.0,0.0,0.0
0.05,1.2,-71.5,34.0,0.0,0.0
0.05,1.2,-72.0,1216.0,8.0,1.0
0.05,1.2,-72.0,16.0,0.0,0.0
0.05,1.2,-72.0,14.0,0.0,0.0
0.05,1.2,-72.0,26.0,0.0,0.0
0.05,1.2,-72.0,28.0,0.0,0.0
0.05,1.2,-72.0,23.0,0.0,0.0
0.05,1.2,-72.0,127.0,279.0,1.0
0.05,1.2,-72.0,22.0,0.0,0.0
0.05,1.2,-72.0,13.0,0.0,0.0
0.05,1.2,-72.0,32.0,0.0,0.0
0.05,1.2,-72.5,19.0,0.0,0.0
0.05,1.2,-72.5,157.0,271.0,1.0
0.05,1.2,-72.5,101.0,232.0,1.0
0.05,1.2,-72.5,19.0,0.0,0.0
0.05,1.2,-72.5,39.0,0.0,0.0
0.05,1.2,-72.5,21.0,0.0,0.0
0.05,1.2,-72.5,19.0,0.0,0.0
0.05,1.2,-72.5,25.0,0.0,0.0
0.05,1.2,-72.5,22.0,0.0,0.0
0.05,1.2,-72.5,103.0,303.0,1.0
0.05,1.2,-73.0,28.0,0.0,0.0
0.05,1.2,-73.0,19.0,0.0,0.0
0.05,1.2,-73.0,1203.0,7.0,1.0
0.05,1.2,-73.0,78.0,424.0,1.0
0.05,1.2,-73.0,16.0,0.0,0.0
0.05,1.2,-73.0,1216.0,4.0,1.0
0.05,1.2,-73.0,12.0,0.0,0.0
0.05,1.2,-73.0,30.0,0.0,0.0
0.05,1.2,-73.0,21.0,0.0,0.0
0.05,1.2,-73.0,149.0,254.0,1.0
0.05,1.2,-73.5,13.0,0.0,0.0
0.05,1.2,-73.5,28.0,0.0,0.0
0.05,1.2,-73.5,88.0,288.0,1.0
0.05,1.2,-73.5,932.0,13.0,1.0
0.05,1.2,-73.5,25.0,0.0,0.0
0.05,1.2,-73.5,26.0,0.0,0.0
0.05,1.2,-73.5,16.0,0.0,0.0
0.05,1.2,-73.5,19.0,0.0,0.0
0.05,1.2,-73.5,21.0,0.0,0.0
0.05,1.2,-73.5,21.0,0.0,0.0
0.05,1.2,-74.0,14.0,0.0,0.0
0.05,1.2,-74.0,24.0,0.0,0.0
0.05,1.2,-74.0,22.0,0.0,0.0
0.05,1.2,-74.0,15.0,0.0,0.0
0.05,1.2,-74.0,16.0,0.0,0.0
0.05,1.2,-74.0,14.0,0.0,0.0
0.05,1.2,-74.0,21.0,0.0,0.0
0.05,1.2,-74.0,17.0,0.0,0.0
0.05,1.2,-74.0,23.0,0.0,0.0
0.05,1.2,-74.0,11.0,0.0,0.0
0.05,1.2,-74.5,15.0,0.0,0.0
0.05,1.2,-74.5,99.0,360.0,1.0
0.05,1.2,-74.5,23.0,0.0,0.0
0.05,1.2,-74.5,16.0,0.0,0.0
0.05,1.2,-74.5,52.0,243.0,1.0
0.05,1.2,-74.5,61.0,224.0,1.0
0.05,1.2,-74.5,20.0,0.0,0.0
0.05,1.2,-74.5,16.0,0.0,0.0
0.05,1.2,-74.5,36.0,0.0,0.0
0.05,1.2,-74.5,37.0,0.0,0.0
0.05,1.2,-75.0,26.0,0.0,0.0
0.05,1.2,-75.0,29.0,0.0,0.0
0.05,1.2,-75.0,27.0,0.0,0.0
0.05,1.2,-75.0,16.0,0.0,0.0
0.05,1.2,-75.0,22.0,0.0,0.0
0.05,1.2,-75.0,13.0,0.0,0.0
0.05,1.2,-75.0,24.0,0.0,0.0
0.05,1.2,-75.0,38.0,0.0,0.0
0.05,1.2,-75.0,18.0,0.0,0.0
0.05,1.2,-75.0,16.0,0.0,0.0
0.1,0.5,-71.0,26.0,0.0,0.0
0.1,0.5,-71.0,39.0,0.0,0.0
0.1,0.5,-71.0,31.0,0.0,0.0
0.1,0.5,-71.0,37.0,0.0,0.0
0.1,0.5,-71.0,28.0,0.0,0.0
0.1,0.5,-71.0,26.0,0.0,0.0
0.1,0.5,-71.0,28.0,0.0,0.0
0.1,0.5,-71.0,39.0,0.0,0.0
0.1,0.5,-71.0,31.0,0.0,0.0
0.1,0.5,-71.0,30.0,0.0,0.0
0.1,0.5,-71.5,28.0,0.0,0.0
0.1,0.5,-71.5,37.0,0.0,0.0
0.1,0.5,-71.5,39.0,0.0,0.0
0.1,0.5,-71.5,40.0,0.0,0.0
0.1,0.5,-71.5,40.0,0.0,0.0
0.1,0.5,-71.5,33.0,0.0,0.0
0.1,0.5,-71.5,35.0,0.0,0.0
0.1,0.5,-71.5,30.0,0.0,0.0
0.1,0.5,-71.5,33.0,0.0,0.0
0.1,0.5,-71.5,46.0,0.0,0.0
0.1,0.5,-72.0,24.0,0.0,0.0
0.1,0.5,-72.0,26.0,0.0,0.0
0.1,0.5,-72.0,28.0,0.0,0.0
0.1,0.5,-72.0,26.0,0.0,0.0
0.1,0.5,-72.0,34.0,0.0,0.0
0.1,0.5,-72.0,32.0,0.0,0.0
0.1,0.5,-72.0,32.0,0.0,0.0
0.1,0.5,-72.0,28.0,0.0,0.0
0.1,0.5,-72.0,34.0,0.0,0.0
0.1,0.5,-72.0,32.0,0.0,0.0
0.1,0.5,-72.5,28.0,0.0,0.0
0.1,0.5,-72.5,31.0,0.0,0.0
0.1,0.5,-72.5,37.0,0.0,0.0
0.1,0.5,-72.5,35.0,0.0,0.0
0.1,0.5,-72.5,40.0,0.0,0.0
0.1,0.5,-72.5,32.0,0.0,0.0
0.1,0.5,-72.5,28.0,0.0,0.0
0.1,0.5,-72.5,32.0,0.0,0.0
0.1,0.5,-72.5,34.0,0.0,0.0
0.1,0.5,-72.5,26.0,0.0,0.0
0.1,0.5,-73.0,30.0,0.0,0.0
0.1,0.5,-73.0,35.0,0.0,0.0
0.1,0.5,-73.0,29.0,0.0,0.0
0.1,0.5,-73.0,39.0,0.0,0.0
0.1,0.5,-73.0,32.0,0.0,0.0
0.1,0.5,-73.0,27.0,0.0,0.0
0.1,0.5,-73.0,30.0,0.0,0.0
0.1,0.5,-73.0,30.0,0.0,0.0
0.1,0.5,-73.0,50.0,0.0,0.0
0.1,0.5,-73.0,35.0,0.0,0.0
0.1,0.5,-73.5,36.0,0.0,0.0
0.1,0.5,-73.5,21.0,0.0,0.0
0.1,0.5,-73.5,20.0,0.0,0.0
0.1,0.5,-73.5,31.0,0.0,0.0
0.1,0.5,-73.5,32.0,0.0,0.0
0.1,0.5,-73.5,27.0,0.0,0.0
0.1,0.5,-73.5,26.0,0.0,0.0
0.1,0.5,-73.5,33.0,0.0,0.0
0.1,0.5,-73.5,32.0,0.0,0.0
0.1,0.5,-73.5,26.0,0.0,0.0
0.1,0.5,-74.0,38.0,0.0,0.0
0.1,0.5,-74.0,34.0,0.0,0.0
0.1,0.5,-74.0,31.0,0.0,0.0
0.1,0.5,-74.0,31.0,0.0,0.0
0.1,0.5,-74.0,39.0,0.0,0.0
0.1,0.5,-74.0,29.0,0.0,0.0
0.1,0.5,-74.0,27.0,0.0,0.0
0.1,0.5,-74.0,34.0,0.0,0.0
0.1,0.5,-74.0,30.0,0.0,0.0
0.1,0.5,-74.0,21.0,0.0,0.0
0.1,0.5,-74.5,30.0,0.0,0.0
0.1,0.5,-74.5,37.0,0.0,0.0
0.1,0.5,-74.5,37.0,0.0,0.0
0.1,0.5,-74.5,32.0,0.0,0.0
0.1,0.5,-74.5,41.0,0.0,0.0
0.1,0.5,-74.5,29.0,0.0,0.0
0.1,0.5,-74.5,32.0,0.0,0.0
0.1,0.5,-74.5,25.0,0.0,0.0
0.1,0.5,-74.5,29.0,0.0,0.0
0.1,0.5,-74.5,29.0,0.0,0.0
0.1,0.5,-75.0,40.0,0.0,0.0
0.1,0.5,-75.0,26.0,0.0,0.0
0.1,0.5,-75.0,39.0,0.0,0.0
0.1,0.5,-75.0,47.0,0.0,0.0
0.1,0.5,-75.0,31.0,0.0,0.0
0.1,0.5,-75.0,36.0,0.0,0.0
0.1,0.5,-75.0,33.0,0.0,0.0
0.1,0.5,-75.0,34.0,0.0,0.0
0.1,0.5,-75.0,43.0,0.0,0.0
0.1,0.5,-75.0,34.0,0.0,0.0
0.1,0.7,-71.0,28.0,0.0,0.0
0.1,0.7,-71.0,36.0,0.0,0.0
0.1,0.7,-71.0,36.0,0.0,0.0
0.1,0.7,-71.0,36.0,0.0,0.0
0.1,0.7,-71.0,38.0,0.0,0.0
0.1,0.7,-71.0,31.0,0.0,0.0
0.1,0.7,-71.0,36.0,0.0,0.0
0.1,0.7,-71.0,40.0,0.0,0.0
0.1,0.7,-71.0,43.0,0.0,0.0
0.1,0.7,-71.0,47.0,0.0,0.0
0.1,0.7,-71.5,45.0,0.0,0.0
0.1,0.7,-71.5,57.0,2.0,0.0
0.1,0.7,-71.5,36.0,0.0,0.0
0.1,0.7,-71.5,39.0,0.0,0.0
0.1,0.7,-71.5,38.0,0.0,0.0
0.1,0.7,-71.5,37.0,0.0,0.0
0.1,0.7,-71.5,43.0,0.0,0.0
0.1,0.7,-71.5,33.0,0.0,0.0
0.1,0.7,-71.5,32.0,0.0,0.0
0.1,0.7,-71.5,37.0,0.0,0.0
0.1,0.7,-72.0,36.0,0.0,0.0
0.1,0.7,-72.0,28.0,0.0,0.0
0.1,0.7,-72.0,23.0,0.0,0.0
0.1,0.7,-72.0,25.0,0.0,0.0
0.1,0.7,-72.0,21.0,0.0,0.0
0.1,0.7,-72.0,34.0,0.0,0.0
0.1,0.7,-72.0,36.0,0.0,0.0
0.1,0.7,-72.0,30.0,0.0,0.0
0.1,0.7,-72.0,42.0,0.0,0.0
0.1,0.7,-72.0,36.0,0.0,0.0
0.1,0.7,-72.5,32.0,0.0,0.0
0.1,0.7,-72.5,38.0,0.0,0.0
0.1,0.7,-72.5,31.0,0.0,0.0
0.1,0.7,-72.5,37.0,0.0,0.0
0.1,0.7,-72.5,39.0,0.0,0.0
0.1,0.7,-72.5,31.0,0.0,0.0
0.1,0.7,-72.5,41.0,0.0,0.0
0.1,0.7,-72.5,21.0,0.0,0.0
0.1,0.7,-72.5,28.0,0.0,0.0
0.1,0.7,-72.5,42.0,0.0,0.0
0.1,0.7,-73.0,45.0,0.0,0.0
0.1,0.7,-73.0,31.0,0.0,0.0
0.1,0.7,-73.0,35.0,0.0,0.0
0.1,0.7,-73.0,31.0,0.0,0.0
0.1,0.7,-73.0,28.0,0.0,0.0
0.1,0.7,-73.0,38.0,0.0,0.0
0.1,0.7,-73.0,37.0,0.0,0.0
0.1,0.7,-73.0,31.0,0.0,0.0
0.1,0.7,-73.0,25.0,0.0,0.0
0.1,0.7,-73.0,37.0,0.0,0.0
0.1,0.7,-73.5,40.0,0.0,0.0
0.1,0.7,-73.5,520.0,3.0,1.0
0.1,0.7,-73.5,27.0,0.0,0.0
0.1,0.7,-73.5,38.0,0.0,0.0
0.1,0.7,-73.5,35.0,0.0,0.0
0.1,0.7,-73.5,39.0,0.0,0.0
0.1,0.7,-73.5,34.0,0.0,0.0
0.1,0.7,-73.5,569.0,2.0,1.0
0.1,0.7,-73.5,27.0,0.0,0.0
0.1,0.7,-73.5,40.0,0.0,0.0
0.1,0.7,-74.0,49.0,0.0,0.0
0.1,0.7,-74.0,40.0,0.0,0.0
0.1,0.7,-74.0,33.0,0.0,0.0
0.1,0.7,-74.0,34.0,0.0,0.0
0.1,0.7,-74.0,33.0,0.0,0.0
0.1,0.7,-74.0,36.0,0.0,0.0
0.1,0.7,-74.0,27.0,0.0,0.0
0.1,0.7,-74.0,40.0,0.0,0.0
0.1,0.7,-74.0,24.0,0.0,0.0
0.1,0.7,-74.0,44.0,0.0,0.0
0.1,0.7,-74.5,31.0,0.0,0.0
0.1,0.7,-74.5,29.0,0.0,0.0
0.1,0.7,-74.5,33.0,0.0,0.0
0.1,0.7,-74.5,43.0,0.0,0.0
0.1,0.7,-74.5,48.0,0.0,0.0
0.1,0.7,-74.5,33.0,0.0,0.0
0.1,0.7,-74.5,33.0,0.0,0.0
0.1,0.7,-74.5,32.0,0.0,0.0
0.1,0.7,-74.5,44.0,0.0,0.0
0.1,0.7,-74.5,44.0,1.0,0.0
0.1,0.7,-75.0,40.0,0.0,0.0
0.1,0.7,-75.0,28.0,0.0,0.0
0.1,0.7,-75.0,26.0,0.0,0.0
0.1,0.7,-75.0,38.0,0.0,0.0
0.1,0.7,-75.0,47.0,0.0,0.0
0.1,0.7,-75.0,33.0,0.0,0.0
0.1,0.7,-75.0,34.0,0.0,0.0
0.1,0.7,-75.0,29.0,0.0,0.0
0.1,0.7,-75.0,33.0,0.0,0.0
0.1,0.7,-75.0,23.0,0.0,0.0
0.1,1.0,-71.0,28.0,0.0,0.0
0.1,1.0,-71.0,1021.0,7.0,1.0
0.1,1.0,-71.0,29.0,0.0,0.0
0.1,1.0,-71.0,24.0,0.0,0.0
0.1,1.0,-71.0,32.0,0.0,0.0
0.1,1.0,-71.0,19.0,0.0,0.0
0.1,1.0,-71.0,1017.0,3.0,1.0
0.1,1.0,-71.0,47.0,0.0,0.0
0.1,1.0,-71.0,28.0,0.0,0.0
0.1,1.0,-71.0,32.0,0.0,0.0
0.1,1.0,-71.5,42.0,0.0,0.0
0.1,1.0,-71.5,893.0,5.0,1.0
0.1,1.0,-71.5,125.0,230.0,1.0
0.1,1.0,-71.5,53.0,0.0,0.0
0.1,1.0,-71.5,73.0,251.0,1.0
0.1,1.0,-71.5,35.0,0.0,0.0
0.1,1.0,-71.5,102.0,220.0,1.0
