from,to,connPhi,connPsi1,connPsi2,connWeight,connWxGC
MCL,NSMR,40.1645263243536,1,1,1.37362703427055,1.37362703427055
MCL,I2L,66.0763967177136,1,1,1.9832554449753,1.9832554449753
MCL,I2R,-50.708719916609,-1,-1,-1.79756509319363,-1.79756509319363
MCL,I3,64.5411606816397,1,1,2.24522565588813,2.24522565588813
MCL,I4,-41.5969843363728,-1,-1,-0.519958486987225,-0.519958486987225
MCL,I5,53.6438114492448,1,1,1.34886672063894,1.34886672063894
MCL,I6,29.4747896094777,1,1,1.79583923618689,1.79583923618689
MCL,M1,47.7617847993424,1,1,1.73768301251076,1.73768301251076
MCL,M2L,444.151800415042,1,1,3.71666335830263,3.71666335830263
MCR,I1L,-159.077637930899,-1,-1,-0.312777083160899,-0.312777083160899
MCR,I1R,4089.52576335578,1,1,4.55305690473614,4.55305690473614
MCR,M2R,424.903410577743,1,1,4.87887870014593,4.87887870014593
MCR,M3L,-31.5695350439109,-1,-1,-0.74590671262402,-0.74590671262402
MCR,M3R,-205.795415241411,-1,-1,-0.100804375016581,-0.100804375016581
MCR,M4,39.7352646194868,1,1,0.232895430640062,0.232895430640062
MCR,M5,18.4148915896245,1,1,3.34901682670182,3.34901682670182
MCR,MCL,-404.32951868192,-1,-1,-0.326439442245276,-0.326439442245276
MCR,MCR,-14826.1686799045,-1,-1,-14.6628872549346,-14.6628872549346
MCR,MI,-272.664396014456,-1,-1,-0.589781212800443,-0.589781212800443
MCR,NSML,-45.3861025658425,-1,-1,-1.11770132060866,-1.11770132060866
MCR,NSMR,-42.4689916466832,-1,-1,-0.943145002791497,-0.943145002791497
MCR,I2L,-146.295029707231,-1,-1,-1.56888561313791,-1.56888561313791
MCR,I2R,-332.894785924094,-1,-1,-0.630931764271177,-0.630931764271177
MCR,I3,-39.1442976431899,-1,-1,-0.0683749442373838,-0.0683749442373838
MCR,I4,-63.7248571518185,-1,-1,-1.56389081084776,-1.56389081084776
MCR,I5,-215.630624932093,-1,-1,-1.33697884548146,-1.33697884548146
MCR,I6,79.641246990459,1,1,1.08585215562684,1.08585215562684
MCR,M1,-68.5144860418477,-1,-1,-1.62958584810563,-1.62958584810563
MCR,M2L,-212.867232809567,-1,-1,-0.0674998356449127,-0.0674998356449127
MI,I1L,418.223530660023,1,1,1.12661040760408,1.12661040760408
MI,I1R,-115.265962203801,-1,-1,-0.740551727811794,-0.740551727811794
MI,M2R,2814.99116049159,1,1,10.9210890612892,10.9210890612892
MI,M3L,45.2953002926824,1,1,2.37418958161971,2.37418958161971
MI,M3R,64.3226896505403,1,1,1.50828125875821,1.50828125875821
MI,M4,44.1394939222982,1,1,5.80613432710296,5.80613432710296
MI,M5,28.6857118258037,1,1,11.9541083283258,11.9541083283258
MI,MCL,2768.6664115023,1,1,1.76805108306369,1.76805108306369
MI,MCR,237.656385667604,1,1,0.659370827929561,0.659370827929561
MI,MI,-9900.236156661,-1,-1,-38.4243399139417,-38.4243399139417
MI,NSML,29.9627705074618,1,1,0.776437991689534,0.776437991689534
MI,NSMR,38.7342671472252,1,1,0.460881135205255,0.460881135205255
MI,I2L,128.115962544362,1,1,2.70803690534575,2.70803690534575
MI,I2R,78.6650020279521,1,1,2.32397390296035,2.32397390296035
MI,I3,-466.475533936014,-1,-1,-1.51454605753965,-1.51454605753965
MI,I4,-82.0444017152622,-1,-1,-0.63828015300904,-0.63828015300904
MI,I5,93.2290412217844,1,1,3.0187214083413,3.0187214083413
MI,I6,120.288849348184,1,1,0.426440176654355,0.426440176654355
MI,M1,1297.0909657005,1,1,3.61993027861734,3.61993027861734
MI,M2L,890.090702615229,1,1,8.39469352033215,8.39469352033215
