from,to,connPhi,connPsi1,connPsi2,connWeight,connWxGC
I4,I4,-3779.16855455829,-1,-1,-106.403424696929,-106.403424696929
I4,I5,162.171637491048,1,1,2.01412464727588,2.01412464727588
I4,I6,71.5091210052015,1,1,4.14952073396752,4.14952073396752
I4,M1,270.14650857127,1,1,8.02367598273697,8.02367598273697
I4,M2L,2282.31202121656,1,1,0.296119899656759,0.296119899656759
I5,I1L,65.0827954247316,1,1,1.52769183472992,1.52769183472992
I5,I1R,113.35563824692,1,1,1.0439108617709,1.0439108617709
I5,M2R,1846.07554838357,1,1,17.7059391894588,17.7059391894588
I5,M3L,-9.9040255932523,-0,-0,-1.05600845954928,-0
I5,M3R,-36.223673370594,-1,-1,-2.44840405326513,-2.44840405326513
I5,M4,179.844505167753,1,1,4.43640335644061,4.43640335644061
I5,M5,4337.75913765245,1,1,31.5618302228711,31.5618302228711
I5,MCL,1.0610883834961,-0,-0,-1.91455669055417,-0
I5,MCR,-23.1638317632733,-1,-1,-0.187303328494993,-0.187303328494993
I5,MI,58.1909558988273,1,1,8.82395904065498,8.82395904065498
I5,NSML,226.545533558434,1,1,3.24390148271213,3.24390148271213
I5,NSMR,49.0037241644386,1,1,7.64261560417238,7.64261560417238
I5,I2L,59.6200335679114,1,1,0.276297059268108,0.276297059268108
I5,I2R,34.3837179472134,1,1,6.77901871246909,6.77901871246909
I5,I3,152.571205953183,1,1,2.41993221748517,2.41993221748517
I5,I4,57.7506133109709,1,1,8.10455110884316,8.10455110884316
I5,I5,-4632.44447328555,-1,-1,-113.913612219972,-113.913612219972
I5,I6,37.5462371033336,1,1,13.2959534655311,13.2959534655311
I5,M1,140.800121299002,1,1,2.96719857400409,2.96719857400409
I5,M2L,1146.53487737854,1,1,8.02129689548762,8.02129689548762
I6,I1L,48.9144969602789,1,1,2.35834523952585,2.35834523952585
I6,I1R,-53.6656489436464,-1,-1,-6.20503787129865,-6.20503787129865
I6,M2R,-26.7854540910239,-1,-1,-0.0706841326259451,-0.0706841326259451
I6,M3L,41.0359958425033,1,1,1.70430536931933,1.70430536931933
I6,M3R,-587.113979769178,-1,-1,-2.97776272829564,-2.97776272829564
I6,M4,462.130140866437,1,1,11.2225123029073,11.2225123029073
I6,M5,-34.2073911604875,-1,-1,-1.14506699788243,-1.14506699788243
I6,MCL,-11.9039156799499,-1,-1,-0.515564593490524,-0.515564593490524
I6,MCR,-15.5480525613821,-0,-0,-0.964326128216437,-0
I6,MI,37.2243255991157,1,1,0.138480279788104,0.138480279788104
I6,NSML,-62.0588072670107,-1,-1,-0.935755433072801,-0.935755433072801
I6,NSMR,2421.95060541837,1,1,8.25019962553287,8.25019962553287
I6,I2L,45.8840374534902,1,1,4.03365810473326,4.03365810473326
I6,I2R,115.962688538605,1,1,2.24087491963088,2.24087491963088
I6,I3,-100.642379647461,-1,-1,-7.84763932775234,-7.84763932775234
I6,I4,29.5441816639668,1,1,6.09870684867789,6.09870684867789
I6,I5,25.4562583997179,1,1,8.51695727356166,8.51695727356166
I6,I6,-5185.86351210682,-1,-1,-107.785955924006,-107.785955924006
I6,M1,54.0167018729708,1,1,6.50825612335807,6.50825612335807
I6,M2L,34.1872605182534,1,1,4.67890067981575,4.67890067981575
M1,I1L,-8.80852710308591,-0,-0,-1.3386313611622,-0
M1,I1R,1.60576586634306,-0,-0,-1.25169926836724,-0
M1,M2R,30.1159252805128,1,1,2.98961130719932,2.98961130719932
M1,M3L,-19.3896182075496,-1,-1,-2.83384396692996,-2.83384396692996
M1,M3R,-9.28579156061642,-0,-0,-2.29531693043381,-0
M1,M4,110.571200601806,1,1,1.71462751090352,1.71462751090352
M1,M5,-14.8296372480363,-1,-1,-1.02260972911925,-1.02260972911925
M1,MCL,-1.72025935616239,-0,-0,-0.646070842075997,-0
M1,MCR,-20.4136293930715,-1,-1,-0.374277079872952,-0.374277079872952
M1,MI,-327.032778387159,-1,-1,-3.18688667662224,-3.18688667662224
M1,NSML,22.226640140746,1,1,0.680984027155326,0.680984027155326
M1,NSMR,-11.5093526973506,-0,-0,-4.51961370857718,-0
M1,I2L,22.9591850134198,1,1,4.40572096497251,4.40572096497251
M1,I2R,152.129821892606,1,1,7.10011058293993,7.10011058293993
M1,I3,145.047722509376,1,1,2.6071936830974,2.6071936830974
M1,I4,-29.574519832453,-1,-1,-7.29368893365246,-7.29368893365246
M1,I5,-171.302961191819,-1,-1,-2.9308989594275,-2.9308989594275
