Psens,RI,att,c,inATT,minNodeActivity,rrp2rest,sens,sensG,sensNode,sensSG,surviveTime
0.5,0.1,0.3,0.01,14.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.01,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.01,14.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.01,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.01,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.01,237.0,0.0,189.0,8.0,33.0,233.0,52.0,50.0
0.5,0.1,0.5,0.01,7.0,0.0,7.0,1.0,2.0,0.0,0.0,6.0
0.5,0.1,0.5,0.01,158.0,0.0,136.0,7.0,22.0,158.0,32.0,37.0
0.5,0.1,0.5,0.01,105.0,0.0,91.0,2.0,10.0,98.0,15.0,17.0
0.5,0.1,0.5,0.01,18.0,0.0,18.0,1.0,5.0,10.0,4.0,13.0
0.5,0.1,0.7,0.01,14.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.01,16.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.01,20.0,0.0,20.0,1.0,2.0,6.0,2.0,13.0
0.5,0.1,0.7,0.01,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.01,14.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.01,40.0,0.0,40.0,1.0,3.0,34.0,5.0,13.0
0.5,0.1,0.9,0.01,68.0,0.0,65.0,3.0,10.0,58.0,15.0,21.0
0.5,0.1,0.9,0.01,47.0,0.0,46.0,2.0,7.0,42.0,9.0,17.0
0.5,0.1,0.9,0.01,14.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.01,69.0,0.0,67.0,4.0,15.0,55.0,14.0,33.0
0.5,0.1,0.3,0.05,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.05,30.0,0.0,30.0,1.0,3.0,19.0,5.0,13.0
0.5,0.1,0.3,0.05,223.0,0.0,166.0,8.0,37.0,218.0,51.0,50.0
0.5,0.1,0.3,0.05,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.05,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.05,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.05,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.05,90.0,0.0,90.0,2.0,10.0,78.0,15.0,21.0
0.5,0.1,0.5,0.05,57.0,0.0,48.0,2.0,5.0,49.0,8.0,18.0
0.5,0.1,0.5,0.05,193.0,0.0,164.0,5.0,18.0,186.0,35.0,29.0
0.5,0.1,0.7,0.05,514.0,0.0,348.0,10.0,49.0,502.0,92.0,50.0
0.5,0.1,0.7,0.05,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.05,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.05,79.0,0.0,70.0,2.0,9.0,72.0,13.0,17.0
0.5,0.1,0.7,0.05,335.0,0.0,272.0,9.0,38.0,335.0,69.0,50.0
0.5,0.1,0.9,0.05,105.0,0.0,105.0,2.0,9.0,95.0,19.0,25.0
0.5,0.1,0.9,0.05,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.05,346.0,0.0,260.0,10.0,42.0,342.0,69.0,50.0
0.5,0.1,0.9,0.05,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.05,23.0,0.0,23.0,1.0,2.0,12.0,2.0,13.0
0.5,0.1,0.3,0.1,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.1,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.1,30.0,0.0,30.0,1.0,5.0,16.0,6.0,17.0
0.5,0.1,0.3,0.1,133.0,0.0,107.0,2.0,8.0,77.0,15.0,21.0
0.5,0.1,0.3,0.1,436.0,0.0,308.0,8.0,36.0,305.0,62.0,50.0
0.5,0.1,0.5,0.1,145.0,0.0,125.0,2.0,12.0,92.0,19.0,29.0
0.5,0.1,0.5,0.1,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,12.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.1,16.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.1,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.1,366.0,0.0,266.0,6.0,27.0,246.0,44.0,50.0
0.5,0.1,0.7,0.1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.1,413.0,0.0,256.0,6.0,26.0,273.0,54.0,50.0
0.5,0.1,0.9,0.1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.1,623.0,0.0,341.0,7.0,30.0,343.0,65.0,50.0
0.5,0.1,0.9,0.1,248.0,0.0,208.0,7.0,24.0,171.0,37.0,49.0
0.5,0.1,0.3,0.15,392.0,0.0,232.0,5.0,20.0,144.0,29.0,50.0
0.5,0.1,0.3,0.15,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.15,446.0,0.0,275.0,5.0,19.0,170.0,30.0,50.0
0.5,0.1,0.3,0.15,547.0,0.0,378.0,8.0,39.0,267.0,56.0,50.0
0.5,0.1,0.3,0.15,792.0,0.0,510.0,8.0,35.0,316.0,62.0,50.0
0.5,0.1,0.5,0.15,16.0,0.0,16.0,1.0,1.0,4.0,2.0,21.0
0.5,0.1,0.5,0.15,16.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0
0.5,0.1,0.5,0.15,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.15,385.0,0.0,238.0,6.0,17.0,142.0,28.0,50.0
0.5,0.1,0.5,0.15,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.15,386.0,0.0,236.0,5.0,16.0,118.0,23.0,50.0
0.5,0.1,0.7,0.15,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.15,239.0,0.0,167.0,2.0,7.0,76.0,15.0,30.0
0.5,0.1,0.7,0.15,941.0,0.0,442.0,9.0,47.0,365.0,82.0,50.0
0.5,0.1,0.7,0.15,739.0,0.0,304.0,9.0,43.0,329.0,70.0,50.0
0.5,0.1,0.9,0.15,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.15,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.15,584.0,0.0,225.0,4.0,13.0,116.0,22.0,50.0
0.5,0.1,0.9,0.15,1245.0,0.0,335.0,7.0,28.0,236.0,49.0,50.0
0.5,0.1,0.9,0.15,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.2,1086.0,0.0,536.0,5.0,24.0,193.0,38.0,50.0
0.5,0.1,0.3,0.2,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.3,0.2,1244.0,0.0,612.0,6.0,20.0,199.0,35.0,50.0
0.5,0.1,0.3,0.2,1106.0,0.0,590.0,6.0,27.0,175.0,40.0,50.0
0.5,0.1,0.3,0.2,1291.0,0.0,670.0,9.0,38.0,251.0,51.0,50.0
0.5,0.1,0.5,0.2,1398.0,0.0,608.0,5.0,25.0,214.0,45.0,50.0
0.5,0.1,0.5,0.2,1333.0,0.0,525.0,9.0,42.0,357.0,69.0,50.0
0.5,0.1,0.5,0.2,905.0,0.0,440.0,5.0,23.0,219.0,41.0,50.0
0.5,0.1,0.5,0.2,990.0,0.0,448.0,5.0,18.0,160.0,34.0,50.0
0.5,0.1,0.5,0.2,1416.0,0.0,645.0,9.0,29.0,296.0,52.0,50.0
0.5,0.1,0.7,0.2,1594.0,0.0,464.0,6.0,29.0,245.0,47.0,50.0
0.5,0.1,0.7,0.2,1048.0,0.0,348.0,7.0,30.0,271.0,54.0,50.0
0.5,0.1,0.7,0.2,980.0,0.0,452.0,7.0,29.0,255.0,49.0,50.0
0.5,0.1,0.7,0.2,15.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0
0.5,0.1,0.7,0.2,1842.0,0.0,487.0,10.0,42.0,372.0,74.0,50.0
0.5,0.1,0.9,0.2,1348.0,0.0,212.0,6.0,25.0,180.0,42.0,50.0
0.5,0.1,0.9,0.2,1823.0,0.0,293.0,7.0,23.0,170.0,35.0,50.0
0.5,0.1,0.9,0.2,9.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0
0.5,0.1,0.9,0.2,1366.0,0.0,251.0,7.0,25.0,174.0,35.0,50.0
0.5,0.1,0.9,0.2,1668.0,0.0,219.0,2.0,10.0,96.0,19.0,50.0
0.5,0.1,0.3,0.25,1424.0,0.0,637.0,6.0,22.0,192.0,37.0,50.0
0.5,0.1,0.3,0.25,1426.0,0.0,633.0,6.0,24.0,217.0,41.0,50.0
0.5,0.1,0.3,0.25,757.0,0.0,414.0,5.0,16.0,84.0,16.0,50.0
0.5,0.1,0.3,0.25,1683.0,0.0,696.0,6.0,31.0,275.0,55.0,50.0
0.5,0.1,0.3,0.25,1596.0,0.0,736.0,7.0,33.0,254.0,46.0,50.0
0.5,0.1,0.5,0.25,1646.0,0.0,478.0,6.0,23.0,223.0,44.0,50.0
0.5,0.1,0.5,0.25,1581.0,0.0,589.0,4.0,14.0,153.0,25.0,50.0
0.5,0.1,0.5,0.25,1418.0,0.0,508.0,8.0,30.0,197.0,46.0,50.0
0.5,0.1,0.5,0.25,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.25,1909.0,0.0,666.0,7.0,33.0,264.0,56.0,50.0
0.5,0.1,0.7,0.25,2279.0,0.0,368.0,9.0,37.0,235.0,50.0,50.0
0.5,0.1,0.7,0.25,1868.0,0.0,487.0,6.0,27.0,189.0,41.0,50.0
0.5,0.1,0.7,0.25,2047.0,0.0,449.0,9.0,31.0,250.0,50.0,50.0
0.5,0.1,0.7,0.25,1540.0,0.0,366.0,4.0,18.0,129.0,26.0,50.0
0.5,0.1,0.7,0.25,2392.0,0.0,445.0,6.0,32.0,224.0,51.0,50.0
0.5,0.1,0.9,0.25,2425.0,0.0,135.0,6.0,27.0,256.0,51.0,50.0
0.5,0.1,0.9,0.25,17.0,0.0,17.0,0.0,0.0,0.0,0.0,13.0
0.5,0.1,0.9,0.25,2396.0,0.0,198.0,7.0,26.0,179.0,40.0,50.0
0.5,0.1,0.9,0.25,2314.0,0.0,208.0,7.0,29.0,217.0,47.0,50.0
0.5,0.1,0.9,0.25,2237.0,0.0,209.0,5.0,19.0,101.0,24.0,50.0
0.5,0.1,0.3,0.3,1891.0,0.0,705.0,7.0,31.0,261.0,50.0,50.0
0.5,0.1,0.3,0.3,1920.0,0.0,843.0,4.0,18.0,134.0,26.0,50.0
0.5,0.1,0.3,0.3,1302.0,0.0,515.0,6.0,20.0,164.0,27.0,50.0
0.5,0.1,0.3,0.3,1810.0,0.0,748.0,6.0,28.0,250.0,46.0,50.0
