Psens,RI,att,c,inATT,minNodeActivity,rrp2rest,sens,sensG,sensNode,sensSG,surviveTime
0.5,0.1,0.5,0.01,66.0,0.0,66.0,2.0,8.0,63.0,15.0,21.0
0.5,0.1,0.5,0.01,25.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.01,28.0,0.0,28.0,1.0,3.0,17.0,5.0,13.0
0.5,0.1,0.7,0.01,89.0,0.0,79.0,4.0,13.0,81.0,18.0,25.0
0.5,0.1,0.9,0.01,169.0,0.0,156.0,9.0,36.0,169.0,45.0,50.0
0.5,0.1,0.9,0.01,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.05,20.0,0.0,20.0,1.0,3.0,7.0,2.0,13.0
0.5,0.1,0.5,0.05,178.0,0.0,173.0,5.0,24.0,169.0,41.0,38.0
0.5,0.1,0.7,0.05,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.05,131.0,0.0,122.0,3.0,16.0,120.0,29.0,25.0
0.5,0.1,0.9,0.05,74.0,0.0,72.0,1.0,4.0,52.0,9.0,17.0
0.5,0.1,0.9,0.05,28.0,0.0,28.0,1.0,3.0,19.0,6.0,13.0
0.5,0.1,0.5,0.1,476.0,0.0,334.0,9.0,39.0,304.0,67.0,50.0
0.5,0.1,0.5,0.1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.1,128.0,0.0,101.0,4.0,15.0,82.0,24.0,41.0
0.5,0.1,0.7,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.9,0.1,459.0,0.0,287.0,7.0,29.0,293.0,60.0,50.0
0.5,0.1,0.9,0.1,32.0,0.0,32.0,1.0,5.0,15.0,4.0,17.0
0.5,0.1,0.5,0.15,644.0,0.0,377.0,9.0,44.0,307.0,71.0,50.0
0.5,0.1,0.5,0.15,12.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.15,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.7,0.15,565.0,0.0,233.0,7.0,28.0,193.0,39.0,50.0
0.5,0.1,0.9,0.15,830.0,0.0,297.0,6.0,25.0,209.0,46.0,50.0
0.5,0.1,0.9,0.15,605.0,0.0,240.0,6.0,18.0,133.0,34.0,50.0
0.5,0.1,0.5,0.2,738.0,0.0,388.0,4.0,15.0,76.0,20.0,50.0
0.5,0.1,0.5,0.2,1044.0,0.0,454.0,6.0,29.0,190.0,47.0,50.0
0.5,0.1,0.7,0.2,15.0,0.0,15.0,1.0,2.0,1.0,1.0,21.0
0.5,0.1,0.7,0.2,1385.0,0.0,450.0,7.0,29.0,207.0,49.0,50.0
0.5,0.1,0.9,0.2,1657.0,0.0,170.0,8.0,28.0,219.0,50.0,50.0
0.5,0.1,0.9,0.2,12.0,0.0,12.0,0.0,0.0,0.0,0.0,13.0
0.5,0.1,0.5,0.25,1717.0,0.0,578.0,4.0,16.0,128.0,27.0,50.0
0.5,0.1,0.5,0.25,1539.0,0.0,544.0,8.0,30.0,201.0,48.0,50.0
0.5,0.1,0.7,0.25,1788.0,0.0,250.0,6.0,28.0,162.0,44.0,50.0
0.5,0.1,0.7,0.25,1806.0,0.0,433.0,7.0,35.0,252.0,66.0,50.0
0.5,0.1,0.9,0.25,2736.0,0.0,98.0,5.0,18.0,153.0,35.0,50.0
0.5,0.1,0.9,0.25,2274.0,0.0,241.0,5.0,21.0,148.0,30.0,50.0
0.5,0.1,0.5,0.3,2104.0,0.0,500.0,9.0,39.0,292.0,70.0,50.0
0.5,0.1,0.5,0.3,2154.0,0.0,608.0,5.0,20.0,135.0,31.0,50.0
0.5,0.1,0.7,0.3,2504.0,0.0,303.0,6.0,17.0,105.0,23.0,50.0
0.5,0.1,0.7,0.3,2481.0,0.0,418.0,8.0,26.0,156.0,38.0,50.0
0.5,0.1,0.9,0.3,3019.0,0.0,94.0,8.0,31.0,194.0,50.0,50.0
0.5,0.1,0.9,0.3,2766.0,0.0,181.0,6.0,16.0,99.0,20.0,50.0
0.5,0.1,0.5,0.35,2380.0,0.0,552.0,7.0,26.0,196.0,44.0,50.0
0.5,0.1,0.5,0.35,2420.0,0.0,599.0,7.0,25.0,175.0,43.0,50.0
0.5,0.1,0.7,0.35,3063.0,0.0,294.0,4.0,19.0,152.0,35.0,50.0
0.5,0.1,0.7,0.35,2671.0,0.0,361.0,4.0,20.0,151.0,34.0,50.0
0.5,0.1,0.9,0.35,3200.0,0.0,50.0,6.0,27.0,235.0,50.0,50.0
0.5,0.1,0.9,0.35,3129.0,0.0,124.0,7.0,20.0,171.0,33.0,50.0
0.5,0.1,0.5,0.4,2785.0,0.0,465.0,7.0,30.0,196.0,51.0,50.0
0.5,0.1,0.5,0.4,2621.0,0.0,533.0,8.0,33.0,201.0,51.0,50.0
0.5,0.1,0.7,0.4,3124.0,0.0,231.0,7.0,16.0,147.0,36.0,50.0
0.5,0.1,0.7,0.4,3051.0,0.0,305.0,5.0,21.0,128.0,28.0,50.0
0.5,0.1,0.9,0.4,3545.0,0.0,59.0,7.0,25.0,182.0,42.0,50.0
0.5,0.1,0.9,0.4,3521.0,0.0,116.0,2.0,6.0,39.0,12.0,50.0
0.5,0.1,0.5,0.45,2871.0,0.0,479.0,6.0,23.0,146.0,30.0,50.0
0.5,0.1,0.5,0.45,2895.0,0.0,519.0,8.0,26.0,174.0,44.0,50.0
0.5,0.1,0.7,0.45,3283.0,0.0,186.0,7.0,27.0,182.0,42.0,50.0
0.5,0.1,0.7,0.45,3331.0,0.0,286.0,6.0,27.0,183.0,43.0,50.0
0.5,0.1,0.9,0.45,3963.0,0.0,33.0,8.0,22.0,127.0,31.0,50.0
0.5,0.1,0.9,0.45,3761.0,0.0,93.0,5.0,18.0,105.0,26.0,50.0
0.5,0.1,0.5,0.5,3154.0,0.0,426.0,5.0,21.0,157.0,38.0,50.0
0.5,0.1,0.5,0.5,2797.0,0.0,530.0,5.0,16.0,105.0,26.0,50.0
0.5,0.1,0.7,0.5,3646.0,0.0,181.0,8.0,32.0,213.0,48.0,50.0
