Psens,RI,att,c,inATT,minNodeActivity,rrp2rest,sens,sensG,sensNode,sensSG,surviveTime
0.5,0.1,0.4,0.1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.4,0.1,124.0,0.0,102.0,2.0,11.0,90.0,21.0,22.0
0.5,0.1,0.4,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.4,0.1,160.0,0.0,138.0,6.0,21.0,123.0,27.0,41.0
0.5,0.1,0.4,0.1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.4,0.1,256.0,0.0,189.0,7.0,29.0,210.0,49.0,50.0
0.5,0.1,0.4,0.1,17.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.4,0.1,41.0,0.0,41.0,1.0,5.0,30.0,8.0,13.0
0.5,0.1,0.4,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.4,0.1,44.0,0.0,41.0,2.0,8.0,34.0,10.0,18.0
0.5,0.1,0.5,0.1,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,62.0,0.0,60.0,2.0,11.0,53.0,14.0,21.0
0.5,0.1,0.5,0.1,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,159.0,0.0,134.0,5.0,19.0,124.0,31.0,46.0
0.5,0.1,0.5,0.1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,75.0,0.0,71.0,1.0,4.0,51.0,10.0,18.0
0.5,0.1,0.5,0.1,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.5,0.1,18.0,0.0,18.0,1.0,3.0,8.0,3.0,13.0
0.5,0.1,0.6,0.1,57.0,0.0,48.0,2.0,8.0,37.0,11.0,22.0
0.5,0.1,0.6,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.6,0.1,357.0,0.0,239.0,7.0,36.0,304.0,70.0,50.0
0.5,0.1,0.6,0.1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.6,0.1,22.0,0.0,22.0,1.0,3.0,11.0,4.0,13.0
0.5,0.1,0.6,0.1,135.0,0.0,110.0,6.0,16.0,101.0,25.0,50.0
0.5,0.1,0.6,0.1,9.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
0.5,0.1,0.6,0.1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
