from,to,connWeight
IL1DL,AIBR,-1.18248892511596
IL1DL,OLLR,0.159050419790272
IL1DL,OLQDL,-0.0263744983176031
IL1DL,OLQDR,0.554649700927655
IL1DL,OLQVL,-0.0721706957558226
IL1DL,OLQVR,-0.203439838170551
IL1DL,PDA,0.0424703690790603
IL1DL,PDB,0.139117520113432
IL1DL,PDEL,-0.294626500442917
IL1DL,PDER,-0.0686962366186972
IL1DL,PHAL,-0.0973974704229336
IL1DL,AIML,-1.32505541013809
IL1DL,PHAR,-0.206277895539557
IL1DL,PHBL,0.218442944478168
IL1DL,PHBR,0.100106045857687
IL1DL,PHCL,0.02247670151929
IL1DL,PHCR,-0.243799692085911
IL1DL,PLML,-0.117683471227756
IL1DL,PLMR,-0.128934348776052
IL1DL,PLNL,-1.18693167546727
IL1DL,PLNR,-0.79133467488945
IL1DL,PQR,0.193801140465069
IL1DL,AIMR,1.78250134787408
IL1DL,PVCL,-0.433829188292907
IL1DL,PVCR,0.191323332572679
IL1DL,PVDL,-0.277907267272409
IL1DL,PVDR,-0.0343898435978656
IL1DL,PVM,-0.056492064806367
IL1DL,PVNL,-0.355922394373317
IL1DL,PVNR,-0.0573843901904392
IL1DL,PVPL,-0.313140021878408
IL1DL,PVPR,-0.456260108123122
IL1DL,PVQL,-0.265280018041253
IL1DL,AINL,0.133332593751627
IL1DL,PVQR,-0.654592037144979
IL1DL,PVR,-0.24093394735206
IL1DL,PVT,-0.155653601108622
IL1DL,PVWL,0.260295957549399
IL1DL,PVWR,-0.108300214585747
IL1DL,RIAL,0.363284528980075
IL1DL,RIAR,0.633728537532042
IL1DL,RIBL,0.933439094338414
IL1DL,RIBR,1.14775989798402
IL1DL,RICL,-4.38847402727097
IL1DL,AINR,-1.06861607863688
IL1DL,RICR,-3.90176583488182
IL1DL,RID,-0.653865859672786
IL1DL,RIFL,-1.52366816962069
IL1DL,RIFR,0.745341402458508
IL1DL,RIGL,-0.595029871622399
IL1DL,RIGR,-0.0107646184869953
IL1DL,RIH,0.312734539288614
IL1DL,RIML,-0.508586386050621
IL1DL,RIMR,-0.734125799885943
IL1DL,RIPL,-4.57107357764098
IL1DL,AIYL,-1.14338228741834
IL1DL,RIPR,-0.612744804001756
IL1DL,RIR,1.45327886649851
IL1DL,RIS,-0.273919417817773
IL1DL,RIVL,0.787221065364
IL1DL,RIVR,-0.816145792895514
IL1DL,RMDDL,-0.658862611116373
IL1DL,RMDDR,-0.301688129380018
IL1DL,RMDL,-0.17470540011978
IL1DL,RMDR,-0.033173026180959
IL1DL,RMDVL,0.550073748107996
IL1DL,AIYR,1.73292881019041
IL1DL,RMDVR,-1.13585935065469
IL1DL,RMED,-0.469492466993781
IL1DL,RMEL,-1.66923373853235
IL1DL,RMER,-1.41987120611528
IL1DL,RMEV,0.208960376497792
IL1DL,RMFL,-0.0406124991304361
IL1DL,RMFR,-1.27926666975811
IL1DL,RMGL,0.672429849552758
IL1DL,RMGR,-1.4751999052141
IL1DL,RMHL,0.312187930399524
IL1DL,ADEL,-0.0493759165528821
IL1DL,AIZL,0.0514565002074636
IL1DL,RMHR,-0.787521266740676
IL1DL,SAADL,-0.8054216014835
IL1DL,SAADR,0.0610940341449776
IL1DL,SAAVL,-0.332957416982045
IL1DL,SAAVR,-1.1539523221192
IL1DL,SABD,0.329625060243844
IL1DL,SABVL,-0.0508309109051588
IL1DL,SABVR,0.216246247578685
IL1DL,SDQL,-0.0202640025847085
IL1DL,SDQR,-0.0887176330222513
IL1DL,AIZR,-0.592848671189982
IL1DL,SIADL,-0.581807258018316
IL1DL,SIADR,-0.124662633734913
IL1DL,SIAVL,-0.837424031638033
IL1DL,SIAVR,-1.51543689591496
IL1DL,SIBDL,-1.15258544355986
IL1DL,SIBDR,-0.341281251046166
IL1DL,SIBVL,-0.368572362384055
IL1DL,SIBVR,1.00254028030991
IL1DL,SMBDL,-1.00465165722568
IL1DL,SMBDR,-0.444104731045936
IL1DL,ALA,-0.589766442116947
IL1DL,SMBVL,-1.20019405747695
IL1DL,SMBVR,-0.722107890313926
IL1DL,SMDDL,-0.868895567992597
IL1DL,SMDDR,-0.0800290276972284
IL1DL,SMDVL,-0.659359824759951
IL1DL,SMDVR,-0.633461895550259
IL1DL,URADL,0.620469230692674
IL1DL,URADR,-0.585420966366974
IL1DL,URAVL,-1.06348078373229
IL1DL,URAVR,-0.633361537959848
IL1DL,ALML,-0.0311359606131392
IL1DL,URBL,-0.228675930073391
IL1DL,URBR,-0.394133550611199
IL1DL,URXL,0.883642777661654
IL1DL,URXR,-0.410579127317856
IL1DL,URYDL,0.0992154315638899
IL1DL,URYDR,-0.248994811209567
IL1DL,URYVL,-1.43737185660756
IL1DL,URYVR,-0.696757443707755
IL1DL,VA01,0.178606376840969
IL1DL,VA02,-0.172087049694189
IL1DL,ALMR,-0.159952434782455
IL1DL,VA03,0.287581958682186
IL1DL,VA04,-0.245132388343319
IL1DL,VA05,0.480357605461277
IL1DL,VA06,0.0359582142953999
IL1DL,VA07,0.59346368286257
IL1DL,VA08,0.132378618048941
IL1DL,VA09,0.0372721740298347
IL1DL,VA10,0.0638015027792412
IL1DL,VA11,0.0713033528165525
IL1DL,VA12,-0.168383773633955
IL1DL,ALNL,0.381575071346461
IL1DL,VB01,-0.271380248162095
IL1DL,VB02,0.0452886172770858
IL1DL,VB03,-0.106935157099598
IL1DL,VB04,0.0650926131685041
IL1DL,VB05,0.0453565987237859
IL1DL,VB06,0.024269353647521
IL1DL,VB07,0.13096340091829
IL1DL,VB08,0.134466454073152
IL1DL,VB09,0.0207478462975325
IL1DL,VB10,0.0019073319835291
IL1DL,ALNR,-2.04933796362118
IL1DL,VB11,-0.168113388095303
IL1DL,VC01,-1.16897963050687
IL1DL,VC02,1.89753310944079
IL1DL,VC03,-1.17689338915366
IL1DL,VC04,-0.306565639769611
IL1DL,VC05,-2.708088798354
IL1DL,VD01,0.233130810143424
IL1DL,VD02,1.49711742073129
IL1DL,VD03,0.427240968885631
IL1DL,VD04,-0.226185888547041
IL1DL,AQR,-0.246981326918015
IL1DL,VD05,-0.0720443026988268
IL1DL,VD06,-0.24544101859273
IL1DL,VD07,0.100021669056622
IL1DL,VD08,0.601406802008263
IL1DL,VD09,0.624800830108647
IL1DL,VD10,0.299649038623277
IL1DL,VD11,0.419141965544325
IL1DL,VD12,0.283592403217077
IL1DL,VD13,0.26305688452938
IL1DL,AS01,0.0195887923509035
IL1DL,AS02,-0.00394061564790009
IL1DL,ADER,-0.434949598262828
IL1DL,AS03,0.0780785906827393
IL1DL,AS04,-0.475121108404217
IL1DL,AS05,0.380329052794539
IL1DL,AS06,0.591861838001307
IL1DL,AS07,-0.62519236541031
IL1DL,AS08,0.426426475706688
IL1DL,AS09,-1.65577681010206
IL1DL,AS10,0.0580646534028086
IL1DL,AS11,-0.095155601743224
IL1DL,ASEL,-0.130674286505739
IL1DL,ADFL,-0.503975787006453
IL1DL,ASER,0.409746536515891
IL1DL,ASGL,-0.330006532164282
IL1DL,ASGR,-0.490645818335983
IL1DL,ASHL,0.133429317245448
IL1DL,ASHR,0.0156046258903261
IL1DL,ASIL,-0.177161999640885
IL1DL,ASIR,0.0542935306216989
IL1DL,ASJL,0.0384091075553504
IL1DL,ASJR,-0.15108909571866
IL1DL,ASKL,-0.0848970005868989
IL1DL,ADFR,0.0934607851253387
IL1DL,ASKR,0.0851673582607407
IL1DL,AUAL,-1.19070179271292
IL1DL,AUAR,-0.670627861121478
IL1DL,AVAL,-0.0551636789635927
IL1DL,AVAR,0.372979923791087
IL1DL,AVBL,0.197618851069564
IL1DL,AVBR,-0.0707990141073707
IL1DL,AVDL,-0.00857926471177754
IL1DL,AVDR,0.892158074138559
IL1DL,AVEL,0.143470517125513
IL1DL,ADLL,1.18428953957988
IL1DL,AVER,-0.385086168793761
IL1DL,AVFL,-0.461914443080291
IL1DL,AVFR,0.39194506296066
IL1DL,AVG,-0.593350720084541
IL1DL,AVHL,-0.2489461915846
IL1DL,AVHR,-0.343932996466633
IL1DL,AVJL,-0.395328829491712
IL1DL,AVJR,-0.0443344334611614
IL1DL,AVKL,0.0659655925406381
IL1DL,AVKR,-0.276270812503839
IL1DL,ADLR,-0.0242234042513512
IL1DL,AVL,-0.124817351114748
IL1DL,AVM,-0.124794414498466
IL1DL,AWAL,-0.0634066633993067
IL1DL,AWAR,-0.187502610187565
IL1DL,AWBL,0.357782404435046
IL1DL,AWBR,-0.0928589161920259
IL1DL,AWCL,-0.203983773997478
IL1DL,AWCR,0.298885922326256
IL1DL,BAGL,0.850269231513844
IL1DL,BAGR,-0.661509058647268
IL1DL,AFDL,-0.55565403390443
IL1DL,BDUL,-0.0989430922504576
IL1DL,BDUR,0.340459358000259
IL1DL,CEPDL,-1.21460545529879
IL1DL,CEPDR,-0.478000763288727
IL1DL,CEPVL,-0.252543024337373
IL1DL,CEPVR,-1.08739852506393
IL1DL,DA01,-0.206090169750411
IL1DL,DA02,-0.274775964816757
IL1DL,DA03,-0.361344757337248
IL1DL,DA04,-0.204501047897582
IL1DL,AFDR,-0.316350795790119
IL1DL,DA05,-0.497621597957557
IL1DL,DA06,0.0711584171744368
IL1DL,DA07,-0.122251354354586
IL1DL,DA08,0.114066680096697
IL1DL,DA09,-0.334385367461823
IL1DL,DB01,0.0175385396052535
IL1DL,DB02,0.261560165827438
IL1DL,DB03,0.203993620474445
IL1DL,DB04,-0.255127861926439
IL1DL,DB05,0.133018784736651
IL1DR,ADAL,0.950845763729144
IL1DR,ADAR,-1.07570041739122
IL1DR,AIAL,-0.873598044280289
IL1DR,DB06,-0.0896363445095546
IL1DR,DB07,0.121008107541607
IL1DR,DD01,0.27349535696646
IL1DR,DD02,-0.133783723542751
IL1DR,DD03,-0.344339705241101
IL1DR,DD04,-0.062672628174097
IL1DR,DD05,-0.466884465083287
IL1DR,DD06,0.0260948142953543
IL1DR,DVA,0.0761842173707452
IL1DR,DVB,0.229551448015613
IL1DR,AIAR,-0.941490098861771
IL1DR,DVC,0.0953061390206627
IL1DR,FLPL,0.146044248161497
IL1DR,FLPR,-0.149155818930327
IL1DR,HSNL,0.0115944155395088
IL1DR,HSNR,-1.55510470406143
IL1DR,IL1DL,0.568370621338359
IL1DR,IL1DR,-15.3727698867138
IL1DR,IL1L,-0.591778497058473
IL1DR,IL1R,1.52398877863379
IL1DR,IL1VL,0.517670223257997
IL1DR,AIBL,-0.765976848547993
IL1DR,IL1VR,2.22618078734039
IL1DR,IL2DL,-0.169724142374228
IL1DR,IL2DR,0.258693943003798
IL1DR,IL2L,0.122906080858854
IL1DR,IL2R,-0.512649714275049
IL1DR,IL2VL,-0.101582519540025
IL1DR,IL2VR,-0.014544087801093
IL1DR,LUAL,-0.373048348512642
IL1DR,LUAR,-0.51595914396257
IL1DR,OLLL,0.374727212271674
IL1DR,AIBR,1.43017708776048
IL1DR,OLLR,0.845159042933259
IL1DR,OLQDL,-0.64797750089517
IL1DR,OLQDR,-0.350375196388207
IL1DR,OLQVL,-0.257889783278594
IL1DR,OLQVR,0.193574757610588
IL1DR,PDA,0.0206281168972786
IL1DR,PDB,0.0589160464268514
IL1DR,PDEL,-0.149996336088839
IL1DR,PDER,-0.0293963857309655
IL1DR,PHAL,0.0343439855034801
IL1DR,AIML,-0.600349336670045
IL1DR,PHAR,0.147142426253706
IL1DR,PHBL,-0.0933449355420648
IL1DR,PHBR,0.0641042828271673
IL1DR,PHCL,-0.227124379272144
IL1DR,PHCR,-0.0228936792088413
IL1DR,PLML,0.105082375442764
IL1DR,PLMR,0.0175393233410678
IL1DR,PLNL,0.181522601944394
IL1DR,PLNR,0.777513778179941
IL1DR,PQR,0.169298217624225
IL1DR,AIMR,0.593712003145416
IL1DR,PVCL,0.148841321610372
IL1DR,PVCR,0.047216245325289
IL1DR,PVDL,-0.116564214474684
IL1DR,PVDR,-0.211837148528853
IL1DR,PVM,0.133699881814638
IL1DR,PVNL,-0.398295460947406
IL1DR,PVNR,-0.466483710821575
IL1DR,PVPL,-0.202495656301866
IL1DR,PVPR,-0.328158027335797
IL1DR,PVQL,0.334297753356125
IL1DR,AINL,-0.179689430182828
IL1DR,PVQR,0.267712511101753
IL1DR,PVR,0.227122643983788
IL1DR,PVT,0.197674186587963
IL1DR,PVWL,0.0445236461317815
IL1DR,PVWR,0.339347379062895
IL1DR,RIAL,0.531221295016547
IL1DR,RIAR,0.36592353855384
IL1DR,RIBL,0.574101070059893
IL1DR,RIBR,-0.0264493801866888
IL1DR,RICL,1.04384135786119
IL1DR,AINR,0.0856801727803787
IL1DR,RICR,-0.359307452489706
IL1DR,RID,0.190033915272216
IL1DR,RIFL,2.62398780757359
IL1DR,RIFR,0.101989024744451
IL1DR,RIGL,0.24806354322155
IL1DR,RIGR,-0.203810489276691
IL1DR,RIH,0.660515896166696
IL1DR,RIML,0.888932855503163
IL1DR,RIMR,0.0918168221855764
IL1DR,RIPL,0.278084806425433
IL1DR,AIYL,1.81619705977101
IL1DR,RIPR,-0.181220710071121
IL1DR,RIR,2.62774669951613
IL1DR,RIS,-0.890625365394955
IL1DR,RIVL,0.0866060568111883
IL1DR,RIVR,0.748276666270785
IL1DR,RMDDL,1.77623080569983
IL1DR,RMDDR,0.275095349636044
IL1DR,RMDL,0.908929565562424
IL1DR,RMDR,0.581505237928912
IL1DR,RMDVL,0.396411673933516
IL1DR,AIYR,1.55332524313841
IL1DR,RMDVR,0.712358642701952
IL1DR,RMED,1.93143947650893
IL1DR,RMEL,-0.050312068377782
IL1DR,RMER,0.860354244521856
IL1DR,RMEV,0.981381377535008
IL1DR,RMFL,1.60662316033423
IL1DR,RMFR,1.32945746623275
IL1DR,RMGL,0.20316364693847
IL1DR,RMGR,-0.0374110499276963
IL1DR,RMHL,0.889546502221056
IL1DR,ADEL,-0.201091860979975
IL1DR,AIZL,-0.107726042302402
IL1DR,RMHR,0.616317990151811
IL1DR,SAADL,1.41811149614316
IL1DR,SAADR,0.65708834202855
IL1DR,SAAVL,1.2538781191006
IL1DR,SAAVR,-0.055209729838326
IL1DR,SABD,-0.524552205437642
IL1DR,SABVL,-0.015214765224099
IL1DR,SABVR,0.238829214502409
IL1DR,SDQL,0.162494134104125
IL1DR,SDQR,-0.0596113609779379
IL1DR,AIZR,-0.651388943626892
IL1DR,SIADL,0.402274821948658
IL1DR,SIADR,0.113476736082479
IL1DR,SIAVL,1.32374406580229
IL1DR,SIAVR,0.594106403339781
IL1DR,SIBDL,-1.76558996113731
IL1DR,SIBDR,1.43812998112814
IL1DR,SIBVL,-0.0282375905948417
IL1DR,SIBVR,-0.0370983901368091
IL1DR,SMBDL,1.0754432040987
IL1DR,SMBDR,0.283558051910062
IL1DR,ALA,-0.259719128337252
IL1DR,SMBVL,0.254847271299046
IL1DR,SMBVR,0.132494832559285
IL1DR,SMDDL,0.297797413141201
IL1DR,SMDDR,0.449377489300653
IL1DR,SMDVL,0.692190669755774
IL1DR,SMDVR,-0.115606163488446
IL1DR,URADL,-0.0710596909344162
IL1DR,URADR,-1.10038795010961
IL1DR,URAVL,-0.379683173018641
IL1DR,URAVR,0.0693348160723103
IL1DR,ALML,0.274515640987611
IL1DR,URBL,-1.18186394458145
IL1DR,URBR,-0.5425897598414
IL1DR,URXL,0.94557944052901
IL1DR,URXR,-0.674199490166213
IL1DR,URYDL,0.23050677039942
IL1DR,URYDR,1.87373944388437
IL1DR,URYVL,0.233057959930957
IL1DR,URYVR,0.119238887227293
IL1DR,VA01,-0.0239944208273054
IL1DR,VA02,-0.00627999807896341
IL1DR,ALMR,0.0885581173714055
IL1DR,VA03,0.202267799248579
IL1DR,VA04,-0.116028145808
IL1DR,VA05,-0.321987565205
IL1DR,VA06,-0.325584209612454
IL1DR,VA07,-0.0384641510064784
IL1DR,VA08,-0.0690725782830029
IL1DR,VA09,0.0344431792915514
IL1DR,VA10,0.284386409268841
IL1DR,VA11,-0.0851494432985228
IL1DR,VA12,0.158525749862811
IL1DR,ALNL,1.14642612473212
IL1DR,VB01,0.761012465098924
IL1DR,VB02,-0.132372327558345
IL1DR,VB03,-0.148663197328732
IL1DR,VB04,-0.000437526674665652
IL1DR,VB05,0.128040932018853
IL1DR,VB06,-0.0376108353983096
IL1DR,VB07,0.0407297940189513
IL1DR,VB08,-0.153454796019138
IL1DR,VB09,-0.122375528646679
IL1DR,VB10,-0.0476007398779613
IL1DR,ALNR,0.601447257073561
IL1DR,VB11,-0.129987575612532
IL1DR,VC01,-0.247997367321334
IL1DR,VC02,0.270402185351757
IL1DR,VC03,0.460169135565385
IL1DR,VC04,-0.889098110132328
IL1DR,VC05,-0.0618226956964992
IL1DR,VD01,0.00630653003934709
IL1DR,VD02,-0.349030806187319
IL1DR,VD03,-0.673177988930735
IL1DR,VD04,-0.267235815028751
IL1DR,AQR,0.223744409088322
IL1DR,VD05,0.0716750304750664
IL1DR,VD06,0.0265123808325083
IL1DR,VD07,-0.357898826431695
IL1DR,VD08,-0.0661232786769567
IL1DR,VD09,0.0307415728557418
IL1DR,VD10,0.107446907138377
IL1DR,VD11,-0.17309065778685
IL1DR,VD12,-0.0205584250709794
IL1DR,VD13,-0.122716880414218
IL1DR,AS01,-0.470959936533398
IL1DR,AS02,-0.0166969416215288
IL1DR,ADER,-0.216769653833979
IL1DR,AS03,-0.30809863939193
IL1DR,AS04,-0.522363691846082
IL1DR,AS05,0.270240459491542
IL1DR,AS06,-0.205917512472539
IL1DR,AS07,-0.93841091357059
IL1DR,AS08,-0.432694884749407
IL1DR,AS09,0.760398491347098
IL1DR,AS10,0.0812231593974907
IL1DR,AS11,-0.198905279373305
IL1DR,ASEL,-0.484605867042968
IL1DR,ADFL,-0.747144528554488
IL1DR,ASER,-0.216601005044991
IL1DR,ASGL,0.18052635384336
IL1DR,ASGR,0.773922382556463
IL1DR,ASHL,0.106856146856158
IL1DR,ASHR,-0.0702519119478371
IL1DR,ASIL,-0.0302076699395102
IL1DR,ASIR,-0.223494705666377
IL1DR,ASJL,0.222311615495179
IL1DR,ASJR,0.300636881928404
IL1DR,ASKL,-0.299638262053718
IL1DR,ADFR,-0.208563500225346
IL1DR,ASKR,0.0852028233953292
IL1DR,AUAL,-0.511680492330509
IL1DR,AUAR,-0.388725363231841
IL1DR,AVAL,-0.00689360303555922
IL1DR,AVAR,-0.10113371182457
IL1DR,AVBL,-0.609888261847435
IL1DR,AVBR,0.343502852262363
IL1DR,AVDL,0.492715167279818
IL1DR,AVDR,0.251305770452236
IL1DR,AVEL,-0.497913625119884
IL1DR,ADLL,-1.29973036122445
IL1DR,AVER,0.0350385656890919
IL1DR,AVFL,-1.59615129391561
IL1DR,AVFR,-1.03454880424717
IL1DR,AVG,0.0200209534593722
IL1DR,AVHL,0.107723505320893
IL1DR,AVHR,0.355391237888887
IL1DR,AVJL,-0.0153851199811438
IL1DR,AVJR,0.227922297088252
IL1DR,AVKL,-0.449068369697506
IL1DR,AVKR,0.768000445932851
IL1DR,ADLR,0.0100417339211556
IL1DR,AVL,-0.0779419699641072
IL1DR,AVM,0.10588358814099
IL1DR,AWAL,-0.303230274084157
IL1DR,AWAR,0.677429903865206
IL1DR,AWBL,-0.600106113637154
IL1DR,AWBR,0.0837016486900319
IL1DR,AWCL,0.0303329881920521
IL1DR,AWCR,0.713557695103368
IL1DR,BAGL,0.0464075945985012
IL1DR,BAGR,0.837754873535957
IL1DR,AFDL,-0.0742997649524825
IL1DR,BDUL,-0.0859036007266668
IL1DR,BDUR,-0.613342734249721
IL1DR,CEPDL,1.31556026685039
IL1DR,CEPDR,0.447539358588293
IL1DR,CEPVL,1.34385903519289
IL1DR,CEPVR,0.913361829245584
IL1DR,DA01,0.0751096321529497
IL1DR,DA02,0.146170698808029
IL1DR,DA03,0.0812085315406125
IL1DR,DA04,0.106152519911329
IL1DR,AFDR,-0.562933469640197
IL1DR,DA05,0.0744455704288651
IL1DR,DA06,0.161569137938229
IL1DR,DA07,-0.112123092787665
IL1DR,DA08,-0.309267127839909
IL1DR,DA09,0.194595085479761
IL1DR,DB01,-0.234845799641751
IL1DR,DB02,0.0792900537611876
IL1DR,DB03,0.162823740237019
IL1DR,DB04,0.138927662751195
IL1DR,DB05,-0.0973124137396565
IL1L,ADAL,-0.44397110403538
IL1L,ADAR,0.118384400870446
IL1L,AIAL,-0.764953887979186
IL1L,DB06,-0.190628663116596
IL1L,DB07,-0.0757030342742954
IL1L,DD01,0.308012458591206
IL1L,DD02,-0.54989939455321
IL1L,DD03,-0.252666061375155
IL1L,DD04,-0.200577064072902
IL1L,DD05,0.427835805836695
IL1L,DD06,0.244810434223647
IL1L,DVA,-0.155861025492797
IL1L,DVB,-0.0030508370666144
IL1L,AIAR,-0.287261055403334
IL1L,DVC,0.480245798501315
IL1L,FLPL,-0.326295841803257
IL1L,FLPR,-0.0554594463863644
IL1L,HSNL,-2.50198426570393
IL1L,HSNR,-2.31307148136771
IL1L,IL1DL,-0.05846766210066
IL1L,IL1DR,0.286394485157146
IL1L,IL1L,-14.5330838455706
IL1L,IL1R,0.146776740065731
IL1L,IL1VL,1.00960006809923
IL1L,AIBL,-0.410488825784495
IL1L,IL1VR,-1.16567386395624
IL1L,IL2DL,0.10993974526504
IL1L,IL2DR,-0.361071951731312
IL1L,IL2L,-0.535672081168836
IL1L,IL2R,-0.854110108352423
IL1L,IL2VL,0.0315570195395403
IL1L,IL2VR,0.083983310940107
IL1L,LUAL,0.306250287385488
IL1L,LUAR,0.283413523218444
IL1L,OLLL,-0.0917921888469724
IL1L,AIBR,-0.850579335838205
IL1L,OLLR,0.26811414567325
IL1L,OLQDL,-0.581562124871335
IL1L,OLQDR,-0.259640601579668
IL1L,OLQVL,0.17827657239346
IL1L,OLQVR,0.166760311437785
IL1L,PDA,0.0459902460577145
IL1L,PDB,-0.0396835520160702
IL1L,PDEL,0.132044889521359
IL1L,PDER,0.0173307049815625
IL1L,PHAL,-0.0797935260440352
IL1L,AIML,-1.32991072608578
IL1L,PHAR,0.163788438346542
IL1L,PHBL,-0.638590436582077
IL1L,PHBR,0.0211480938214289
IL1L,PHCL,-0.0689813882826776
IL1L,PHCR,-0.49357552799098
IL1L,PLML,0.00856627559203883
IL1L,PLMR,0.106929337168036
IL1L,PLNL,0.196365419780545
IL1L,PLNR,-0.571788746422934
IL1L,PQR,0.267756068176612
IL1L,AIMR,-1.95036907067873
IL1L,PVCL,-0.512718796279931
IL1L,PVCR,-0.196059644352607
IL1L,PVDL,0.215892180944974
IL1L,PVDR,-0.00364703506322959
IL1L,PVM,0.0710756641840613
IL1L,PVNL,-0.00104429920120493
IL1L,PVNR,-0.351975133407965
IL1L,PVPL,0.179333765453918
IL1L,PVPR,0.719700074941209
IL1L,PVQL,-0.0390092159877497
IL1L,AINL,-0.383804948590884
IL1L,PVQR,-0.0904873736259608
IL1L,PVR,-0.12575131253927
IL1L,PVT,-0.228538054399639
IL1L,PVWL,-0.38105689205698
IL1L,PVWR,0.137428258324011
IL1L,RIAL,-0.334275745143326
IL1L,RIAR,-0.194133633795224
IL1L,RIBL,0.422816051889975
IL1L,RIBR,-0.258471895810527
IL1L,RICL,-0.996550785454875
IL1L,AINR,-0.288381188689086
IL1L,RICR,-3.49848938641211
IL1L,RID,0.716422758441143
IL1L,RIFL,-1.82561711592221
IL1L,RIFR,-1.02552841804974
IL1L,RIGL,-0.563699406353976
IL1L,RIGR,-0.122403336003628
IL1L,RIH,-1.8513387560303
IL1L,RIML,0.534291004232653
IL1L,RIMR,-0.0237260223529082
IL1L,RIPL,-1.24770146342333
IL1L,AIYL,-1.85377443590878
IL1L,RIPR,-0.0278694278646072
IL1L,RIR,-0.882002351354587
IL1L,RIS,0.360400840645879
IL1L,RIVL,-0.507470246590577
IL1L,RIVR,0.223267776162958
IL1L,RMDDL,0.264906791141022
IL1L,RMDDR,0.292006878477092
IL1L,RMDL,1.09103350271735
IL1L,RMDR,0.0112625819590198
IL1L,RMDVL,-0.0443552279444897
IL1L,AIYR,-2.07087382071255
IL1L,RMDVR,-0.558359290860954
IL1L,RMED,-0.352235790735745
IL1L,RMEL,-1.17324443963381
IL1L,RMER,0.786750742107941
IL1L,RMEV,-1.26713491513594
IL1L,RMFL,-0.686699093780927
IL1L,RMFR,-0.82867623341389
IL1L,RMGL,-0.541901425168884
IL1L,RMGR,-1.07295320881753
IL1L,RMHL,1.05231979719799
IL1L,ADEL,-0.150369028875773
IL1L,AIZL,-0.182417140286943
IL1L,RMHR,-0.514512464541237
IL1L,SAADL,0.0304021155941526
IL1L,SAADR,-0.374559405024212
IL1L,SAAVL,-0.436699954082484
IL1L,SAAVR,-0.519014813566587
IL1L,SABD,0.225658601002303
IL1L,SABVL,0.108238179499412
IL1L,SABVR,-0.000543352358373508
IL1L,SDQL,-0.539041648494908
IL1L,SDQR,0.202021565252287
IL1L,AIZR,0.498437488507046
IL1L,SIADL,0.210199859179934
IL1L,SIADR,-1.20086728274903
IL1L,SIAVL,-0.743982149210713
IL1L,SIAVR,-1.75983302116523
IL1L,SIBDL,-0.137144038407604
IL1L,SIBDR,-2.36295399445489
IL1L,SIBVL,0.448311610214323
IL1L,SIBVR,0.169752004291882
IL1L,SMBDL,0.103464638431682
IL1L,SMBDR,-0.671647533296627
IL1L,ALA,-0.280555192501103
IL1L,SMBVL,-1.17680986931379
IL1L,SMBVR,-0.159030117938108
IL1L,SMDDL,0.279466532413961
IL1L,SMDDR,-0.129354159319275
IL1L,SMDVL,-0.0558271383264917
IL1L,SMDVR,-0.409643383657074
IL1L,URADL,-1.0344340088719
IL1L,URADR,-0.97515760020609
IL1L,URAVL,-0.496920455752165
IL1L,URAVR,-0.889154679509215
IL1L,ALML,-0.13659057106522
IL1L,URBL,0.095377372203004
IL1L,URBR,-0.044237379881034
IL1L,URXL,0.164747831932732
IL1L,URXR,-0.365742910230356
IL1L,URYDL,-0.937805990279703
IL1L,URYDR,-0.766427699511778
IL1L,URYVL,-0.0698464947158645
IL1L,URYVR,-1.11691152233845
IL1L,VA01,0.152687769044605
IL1L,VA02,-0.0613771985219461
IL1L,ALMR,0.296302949093327
IL1L,VA03,0.218402347589817
IL1L,VA04,-0.0767071430674686
IL1L,VA05,-0.046893644108024
IL1L,VA06,-0.218558144543208
IL1L,VA07,0.275340411258633
IL1L,VA08,-0.0542594035158313
IL1L,VA09,-0.0198030907429288
IL1L,VA10,0.35722086431097
IL1L,VA11,-0.117147364013368
IL1L,VA12,-0.1544433997992
IL1L,ALNL,0.609136587129337
IL1L,VB01,0.328626317530431
IL1L,VB02,-0.0476080659587589
IL1L,VB03,0.0907309359011799
IL1L,VB04,0.0241138783498266
IL1L,VB05,-0.181328549783033
IL1L,VB06,0.224422780047574
IL1L,VB07,-0.0105311842186478
IL1L,VB08,-0.0810375790510401
IL1L,VB09,-0.0284873718641621
IL1L,VB10,-0.185611813748747
IL1L,ALNR,-1.45331932867906
IL1L,VB11,-0.254293848706681
IL1L,VC01,0.297861633903047
IL1L,VC02,2.15429727647423
IL1L,VC03,0.130593712403713
IL1L,VC04,-0.741190835388469
IL1L,VC05,0.306965523399734
IL1L,VD01,-0.0986364073272086
IL1L,VD02,0.341462459121111
IL1L,VD03,0.243055170480561
IL1L,VD04,-0.226021890415856
IL1L,AQR,-0.253830608135094
IL1L,VD05,-0.0426618675245682
IL1L,VD06,-0.206874459499458
IL1L,VD07,-0.13731525683881
IL1L,VD08,-0.375790362610417
IL1L,VD09,0.0211236491431424
IL1L,VD10,-0.573734714156064
IL1L,VD11,-0.07322239101878
IL1L,VD12,-0.209895924368976
IL1L,VD13,-0.598874136895074
IL1L,AS01,-0.480667435252266
IL1L,AS02,0.629659840280399
IL1L,ADER,-0.22857727774271
IL1L,AS03,0.205872390684633
IL1L,AS04,0.337574456154014
IL1L,AS05,0.725706022490009
