from,to,connWeight
ADAL,VB02,0.257057570631719
ADAL,VB03,0.0904529006590576
ADAL,VB04,0.122933023416333
ADAL,VB05,-0.0856191479207186
ADAL,VB06,0.238189818058276
ADAL,VB07,0.0527935532996255
ADAL,VB08,0.0955598131535272
ADAL,VB09,0.177414657220966
ADAL,VB10,0.396081772225452
ADAL,ALNR,-1.51485090333343
ADAL,VB11,0.0909927677747289
ADAL,VC01,-0.422239954529017
ADAL,VC02,1.52467140311555
ADAL,VC03,0.539223364196228
ADAL,VC04,-0.134415326100346
ADAL,VC05,-0.748150202845285
ADAL,VD01,0.0164246673174108
ADAL,VD02,0.477132124408056
ADAL,VD03,-0.499653367307478
ADAL,VD04,-0.348886278710207
ADAL,AQR,0.330325377930171
ADAL,VD05,0.313754737133119
ADAL,VD06,-0.0994887966321912
ADAL,VD07,0.00642459494704788
ADAL,VD08,-0.239666706183007
ADAL,VD09,-0.924651908960916
ADAL,VD10,-0.121307189900452
ADAL,VD11,0.421915863737577
ADAL,VD12,-1.19183367608826
ADAL,VD13,0.730476853068828
ADAL,AS01,-0.349042644212645
ADAL,AS02,0.0115956741955969
ADAL,ADER,-0.268378142384508
ADAL,AS03,-0.156198196041048
ADAL,AS04,-0.273058200924612
ADAL,AS05,-1.00058739493497
ADAL,AS06,-0.253031649178789
ADAL,AS07,0.775437776911047
ADAL,AS08,-0.0904329488195241
ADAL,AS09,-1.24167882572681
ADAL,AS10,-0.136310511898169
ADAL,AS11,0.67889977224103
ADAL,ASEL,1.35094015759699
ADAL,ADFL,1.82445516271207
ADAL,ASER,1.64412939424039
ADAL,ASGL,0.0421530760185012
ADAL,ASGR,-0.556766938582657
ADAL,ASHL,-0.619653154681479
ADAL,ASHR,-0.306379722284858
ADAL,ASIL,0.0604794329285342
ADAL,ASIR,0.0563177495847206
ADAL,ASJL,-0.754227457796026
ADAL,ASJR,0.0956673767627413
ADAL,ASKL,-0.108343590095106
ADAL,ADFR,-0.0559477683769533
ADAL,ASKR,-0.0136213504574914
ADAL,AUAL,-0.278263189867149
ADAL,AUAR,0.408423857305836
ADAL,AVAL,0.108488505466166
ADAL,AVAR,-0.195073960544499
ADAL,AVBL,-1.36728837069702
ADAL,AVBR,-1.06099568491073
ADAL,AVDL,-0.590300888852284
ADAL,AVDR,1.28285830729333
ADAL,AVEL,-1.08678356038002
ADAL,ADLL,0.157433064052915
ADAL,AVER,-0.164872179406982
ADAL,AVFL,0.550260618100664
ADAL,AVFR,1.22507654821845
ADAL,AVG,-0.262435870953393
ADAL,AVHL,0.798535862077978
ADAL,AVHR,0.868510028434484
ADAL,AVJL,0.192442619010749
ADAL,AVJR,-0.261981612791282
ADAL,AVKL,0.228340640467843
ADAL,AVKR,-0.734995009304007
ADAL,ADLR,0.878557268650305
ADAL,AVL,0.256243099820271
ADAL,AVM,-0.218209813149239
ADAL,AWAL,0.569224728073578
ADAL,AWAR,0.885196333907973
ADAL,AWBL,-0.166253061873118
ADAL,AWBR,0.876905594903176
ADAL,AWCL,0.646080681074584
ADAL,AWCR,-0.804576313143646
ADAL,BAGL,-0.39126806599485
ADAL,BAGR,-0.554729094210161
ADAL,AFDL,0.279847143388557
ADAL,BDUL,-0.479637986612148
ADAL,BDUR,0.129975007680678
ADAL,CEPDL,-1.73000572804711
ADAL,CEPDR,-0.383912902489056
ADAL,CEPVL,-1.83501121312952
ADAL,CEPVR,-0.272975344324724
ADAL,DA01,-0.0989474587181612
ADAL,DA02,-0.154924290426159
ADAL,DA03,-0.430049117735693
ADAL,DA04,0.130180315483804
ADAL,AFDR,-0.107663501576837
ADAL,DA05,-0.329663993578296
ADAL,DA06,-0.103715098877764
ADAL,DA07,-0.286678138711064
ADAL,DA08,0.0997178682556356
ADAL,DA09,0.456971246340068
ADAL,DB01,0.265077637922623
ADAL,DB02,0.231172237547052
ADAL,DB03,-0.194502425730229
ADAL,DB04,0.156843279504273
ADAL,DB05,0.211313614575714
ADAR,ADAL,2.30422913130818
ADAR,ADAR,-81.1522635760463
ADAR,AIAL,4.06070378330834
ADAR,DB06,0.155922221481455
ADAR,DB07,0.101219957868802
ADAR,DD01,-0.266807749619125
ADAR,DD02,-0.638608294758531
ADAR,DD03,0.302076051941985
ADAR,DD04,-0.147944950086221
ADAR,DD05,0.448214241738982
ADAR,DD06,0.133958655997213
ADAR,DVA,0.410971281432512
ADAR,DVB,-0.0591380322213544
ADAR,AIAR,0.131210289093705
ADAR,DVC,0.17923638153642
ADAR,FLPL,0.0535801180361995
ADAR,FLPR,-0.209397126939579
ADAR,HSNL,0.682297921737379
ADAR,HSNR,-0.214615573191166
ADAR,IL1DL,-0.108288713526026
ADAR,IL1DR,-0.681352525554126
ADAR,IL1L,0.133544414920574
ADAR,IL1R,-0.0377049350141728
ADAR,IL1VL,-0.132805375004483
ADAR,AIBL,0.169599065674728
ADAR,IL1VR,0.274684829032855
ADAR,IL2DL,0.0537372181878197
ADAR,IL2DR,0.221992192728545
ADAR,IL2L,0.159998794469569
ADAR,IL2R,0.0544157838753259
ADAR,IL2VL,0.130356428989419
ADAR,IL2VR,0.965955442938455
ADAR,LUAL,0.0161643600354928
ADAR,LUAR,0.217075561187086
ADAR,OLLL,-0.630802154644899
ADAR,AIBR,-2.35131062807424
ADAR,OLLR,-0.637093176630263
ADAR,OLQDL,0.0919862788049007
ADAR,OLQDR,-0.321716911186485
ADAR,OLQVL,-0.173521336484633
ADAR,OLQVR,0.395344564236299
ADAR,PDA,-0.0528702944709067
ADAR,PDB,-0.0118841239171421
ADAR,PDEL,-0.156714118049939
ADAR,PDER,-0.183989042958688
ADAR,PHAL,-0.288009851996755
ADAR,AIML,-0.0432566151143128
ADAR,PHAR,-0.207686133421953
ADAR,PHBL,0.347710065935937
ADAR,PHBR,0.19159644966639
ADAR,PHCL,-0.448956263921615
ADAR,PHCR,-0.290481745135601
ADAR,PLML,0.105895016898069
ADAR,PLMR,-0.129479565311174
ADAR,PLNL,-0.300018445205518
ADAR,PLNR,-0.415768398107422
ADAR,PQR,-0.0509375603975956
ADAR,AIMR,-1.20750678931193
ADAR,PVCL,-0.151125259939971
ADAR,PVCR,-0.128122815456252
ADAR,PVDL,0.000360949886055176
ADAR,PVDR,0.0499292830198379
ADAR,PVM,-0.304969789402753
ADAR,PVNL,0.871849680700345
ADAR,PVNR,-0.105715431542589
ADAR,PVPL,1.10924792290854
ADAR,PVPR,0.579176054284765
ADAR,PVQL,1.57559671727497
ADAR,AINL,0.891207170074747
ADAR,PVQR,-0.0898228614490339
ADAR,PVR,0.186954900607658
ADAR,PVT,0.99551719491098
ADAR,PVWL,0.0110048496145798
ADAR,PVWR,-0.318483493983667
ADAR,RIAL,0.564982541894003
ADAR,RIAR,-1.36571177193018
ADAR,RIBL,1.62905458599966
ADAR,RIBR,0.6041261399295
ADAR,RICL,-2.09516925828691
ADAR,AINR,-0.246279441576564
ADAR,RICR,-1.78181263830478
ADAR,RID,0.379442789425867
ADAR,RIFL,2.14507598648708
ADAR,RIFR,-1.67451592898835
ADAR,RIGL,-1.02923594319597
ADAR,RIGR,1.45636608143827
ADAR,RIH,-0.0008882755438262
ADAR,RIML,-0.0389231834515775
ADAR,RIMR,-2.58883575694831
ADAR,RIPL,0.759011378219337
ADAR,AIYL,3.30634853435571
ADAR,RIPR,2.26786836878494
ADAR,RIR,0.489161361285072
ADAR,RIS,-2.18610681094726
ADAR,RIVL,0.486771593972728
ADAR,RIVR,3.71199982525351
ADAR,RMDDL,3.07654568889008
ADAR,RMDDR,0.449581917411355
ADAR,RMDL,-0.301594279560176
ADAR,RMDR,-1.23995548587727
ADAR,RMDVL,0.222065647839511
ADAR,AIYR,0.768032334420178
ADAR,RMDVR,-0.874551718014494
ADAR,RMED,0.628861903329616
ADAR,RMEL,-1.50301779400824
ADAR,RMER,-0.457570380578881
ADAR,RMEV,1.04019039500533
ADAR,RMFL,-1.33636142074435
ADAR,RMFR,-1.23733435176145
ADAR,RMGL,-0.708249641349704
ADAR,RMGR,-0.855354497524302
ADAR,RMHL,-2.24321403604346
ADAR,ADEL,0.0174035394158346
ADAR,AIZL,1.7139300970191
ADAR,RMHR,-0.65061907244207
ADAR,SAADL,-1.31402612516569
ADAR,SAADR,-2.20858709984819
ADAR,SAAVL,-1.00314545263225
ADAR,SAAVR,-0.885420662403876
ADAR,SABD,-0.314805805392078
ADAR,SABVL,0.449773122986674
ADAR,SABVR,0.131894313282366
ADAR,SDQL,-1.42316869223555
ADAR,SDQR,-0.154219939228458
ADAR,AIZR,-0.473243869666464
ADAR,SIADL,0.473067906766893
ADAR,SIADR,-1.85586311124924
ADAR,SIAVL,-0.155004654806865
ADAR,SIAVR,-0.222679642984405
ADAR,SIBDL,0.80525887133441
ADAR,SIBDR,-0.100430878717444
ADAR,SIBVL,-0.440381899244083
ADAR,SIBVR,-1.00979298202422
ADAR,SMBDL,-0.971039443308811
ADAR,SMBDR,-1.15434996656386
ADAR,ALA,-0.118826257727255
ADAR,SMBVL,0.349058598577898
ADAR,SMBVR,-1.54517095339892
ADAR,SMDDL,-0.628878856479978
ADAR,SMDDR,0.56516534285037
ADAR,SMDVL,-0.893733686691282
ADAR,SMDVR,0.334403570140433
ADAR,URADL,-0.867486193089701
ADAR,URADR,-0.0404675698514863
ADAR,URAVL,0.197978958253752
ADAR,URAVR,0.481021498656138
ADAR,ALML,-0.38876081511708
ADAR,URBL,0.228773047866224
ADAR,URBR,-0.264197950895115
ADAR,URXL,-1.13799752395849
ADAR,URXR,-1.46225340287254
ADAR,URYDL,0.886112279894277
ADAR,URYDR,2.65209415130767
ADAR,URYVL,-0.524039547405142
ADAR,URYVR,-0.784116310285416
ADAR,VA01,0.0508986619566013
ADAR,VA02,0.329756549750332
ADAR,ALMR,-0.551798550465004
ADAR,VA03,0.111939582977127
ADAR,VA04,-0.215663326172627
ADAR,VA05,0.125477116286572
ADAR,VA06,-0.148333386957118
ADAR,VA07,0.0856642582515359
ADAR,VA08,-0.150680926198214
ADAR,VA09,-0.0552264675997012
ADAR,VA10,-0.0345895657225253
ADAR,VA11,0.406388654805639
ADAR,VA12,0.103802516492111
ADAR,ALNL,0.0314141818972715
ADAR,VB01,0.48282269675068
ADAR,VB02,-0.027156477530011
ADAR,VB03,-0.000374414035393764
ADAR,VB04,0.173353963143783
ADAR,VB05,0.0547325284485863
ADAR,VB06,-0.0322709624343214
ADAR,VB07,0.0491169549320486
ADAR,VB08,-0.0956819521814153
ADAR,VB09,-0.0521433554791325
ADAR,VB10,-0.0438288235891427
ADAR,ALNR,0.312019782693715
ADAR,VB11,-0.153714813893872
ADAR,VC01,0.0518800090472684
ADAR,VC02,2.22790956657997
ADAR,VC03,0.526742339402166
ADAR,VC04,-2.29680965246317
ADAR,VC05,-0.713347573444142
ADAR,VD01,0.796165300774255
ADAR,VD02,0.432424426734587
ADAR,VD03,-0.615277495072495
ADAR,VD04,0.390143356990726
ADAR,AQR,-0.101155209790733
ADAR,VD05,0.00441532493410982
ADAR,VD06,0.0269220752219415
ADAR,VD07,-0.465672310461467
ADAR,VD08,-0.237771823660458
ADAR,VD09,-0.332226829618047
ADAR,VD10,-0.0700220752811836
ADAR,VD11,0.584755573210155
ADAR,VD12,0.593557868906764
ADAR,VD13,-0.0435895083552931
ADAR,AS01,-0.0677783974146931
ADAR,AS02,-0.0186766464758324
ADAR,ADER,-0.773609331063962
ADAR,AS03,-0.634417685673883
ADAR,AS04,0.104260196323361
ADAR,AS05,-0.855187460283693
ADAR,AS06,-0.192399060693944
ADAR,AS07,-0.581879705454366
ADAR,AS08,0.170430220139688
ADAR,AS09,-1.86778026205621
ADAR,AS10,-8.11919573185105e-05
ADAR,AS11,0.521094259234299
ADAR,ASEL,0.0247914779448378
ADAR,ADFL,-0.101264992598628
ADAR,ASER,1.10686576959315
ADAR,ASGL,0.0634973298187032
ADAR,ASGR,-0.109538065048311
ADAR,ASHL,0.314582796236347
ADAR,ASHR,-2.15873225792719
ADAR,ASIL,0.209480352903392
ADAR,ASIR,-0.0406210054222732
ADAR,ASJL,-0.0355711970406346
ADAR,ASJR,-0.126624772372484
ADAR,ASKL,0.479273116620607
ADAR,ADFR,-2.14192715530356
ADAR,ASKR,0.117083188938806
ADAR,AUAL,-0.482768739153238
ADAR,AUAR,1.23215834654425
ADAR,AVAL,-0.01945865493447
ADAR,AVAR,0.434144825828446
ADAR,AVBL,0.818122888977368
ADAR,AVBR,-0.724158529404314
ADAR,AVDL,0.225100254955428
ADAR,AVDR,0.572179674975421
ADAR,AVEL,0.0582978287706098
ADAR,ADLL,-0.15502731258293
ADAR,AVER,-0.848513382781547
ADAR,AVFL,-1.42035034749272
ADAR,AVFR,0.653590329441004
ADAR,AVG,0.82016512875329
ADAR,AVHL,-0.40579092739749
ADAR,AVHR,0.235236357941084
ADAR,AVJL,-0.142343946223946
ADAR,AVJR,1.02352804174069
ADAR,AVKL,-0.0188836088727146
ADAR,AVKR,0.448535268551443
ADAR,ADLR,-1.66671194551657
ADAR,AVL,-0.374427846283363
ADAR,AVM,-0.197262303064254
ADAR,AWAL,-1.727599672381
ADAR,AWAR,-0.852961579760085
ADAR,AWBL,-0.0304919484401732
ADAR,AWBR,-0.331480217011164
ADAR,AWCL,-0.469410596256914
ADAR,AWCR,-1.90927836841375
ADAR,BAGL,-0.747492010165062
ADAR,BAGR,-1.76116445158208
ADAR,AFDL,-0.288248044790071
ADAR,BDUL,0.478991094967633
ADAR,BDUR,-0.544928217482358
ADAR,CEPDL,-1.04871841623265
ADAR,CEPDR,0.462179546117082
ADAR,CEPVL,-0.232935796477312
ADAR,CEPVR,-0.847568823054654
ADAR,DA01,-0.133339277640149
ADAR,DA02,0.0615737059942033
ADAR,DA03,0.302216726962856
ADAR,DA04,0.386036313219258
ADAR,AFDR,-0.518201572506757
ADAR,DA05,0.296460067011247
ADAR,DA06,0.109533148977288
ADAR,DA07,-0.201570370503179
ADAR,DA08,-0.313091205027225
ADAR,DA09,-0.906668857475281
ADAR,DB01,-0.0198342787156129
ADAR,DB02,-0.124330985115671
ADAR,DB03,-0.107969461574337
ADAR,DB04,-0.0306874187412251
ADAR,DB05,-0.0698287370903942
AIAL,ADAL,0.413055174812822
AIAL,ADAR,0.0172796353765799
AIAL,AIAL,-79.0037830932389
AIAL,DB06,0.217949182450996
AIAL,DB07,0.5435709490722
AIAL,DD01,1.15757854045025
AIAL,DD02,0.647420538585217
AIAL,DD03,0.120344725957657
AIAL,DD04,-0.508342637369346
AIAL,DD05,0.254264340234437
AIAL,DD06,0.300604505477871
AIAL,DVA,-0.119833281389866
AIAL,DVB,0.119528048199566
AIAL,AIAR,0.392636858650291
AIAL,DVC,-0.246684044641207
AIAL,FLPL,0.158546810195032
AIAL,FLPR,0.0205158279618537
AIAL,HSNL,0.260357961327091
AIAL,HSNR,1.60727783644283
AIAL,IL1DL,0.118408221357212
AIAL,IL1DR,0.644822663908613
AIAL,IL1L,-0.0203412676004699
AIAL,IL1R,-0.955538577541745
AIAL,IL1VL,0.0767697227860825
AIAL,AIBL,2.92303382516009
AIAL,IL1VR,-1.21210908070993
AIAL,IL2DL,0.234141621048429
AIAL,IL2DR,0.358485819219496
AIAL,IL2L,-0.724559229453327
AIAL,IL2R,-0.56211238134133
AIAL,IL2VL,0.0969026733476561
AIAL,IL2VR,-0.31037766655779
AIAL,LUAL,0.597982505798148
AIAL,LUAR,1.77452254134344
AIAL,OLLL,-0.0221760426670706
AIAL,AIBR,0.809433613596754
AIAL,OLLR,0.399646695158907
AIAL,OLQDL,0.462441638543826
AIAL,OLQDR,-0.540870243972242
AIAL,OLQVL,-1.71733831087661
AIAL,OLQVR,-0.272554563938157
AIAL,PDA,0.370502749009276
AIAL,PDB,-0.0830009890091013
AIAL,PDEL,0.0813992490989146
AIAL,PDER,-0.00865095110227503
AIAL,PHAL,-0.151642062817523
AIAL,AIML,-0.0437751826714043
AIAL,PHAR,0.286084775200976
AIAL,PHBL,-0.301646626342088
AIAL,PHBR,0.253435763821069
AIAL,PHCL,-0.216117981492198
AIAL,PHCR,0.279171604503361
AIAL,PLML,-0.199433072261108
AIAL,PLMR,-0.0819413720533883
AIAL,PLNL,-1.35240397561627
AIAL,PLNR,-0.629519570060442
AIAL,PQR,-0.246308300128956
AIAL,AIMR,-0.587155415394333
AIAL,PVCL,-0.0636421237289355
AIAL,PVCR,-0.325666738956095
AIAL,PVDL,-0.147206757407909
AIAL,PVDR,-0.0934916068878343
AIAL,PVM,0.135774866269105
AIAL,PVNL,0.584138519157052
AIAL,PVNR,1.04384663842221
AIAL,PVPL,0.047817312313284
AIAL,PVPR,-0.537238870119259
AIAL,PVQL,1.0684580642498
AIAL,AINL,-3.45069094447567
AIAL,PVQR,0.375852889726655
AIAL,PVR,-0.147653388150323
AIAL,PVT,0.225200325017204
AIAL,PVWL,0.250343054897585
AIAL,PVWR,-0.209209238707295
AIAL,RIAL,0.844367437743308
AIAL,RIAR,0.973864125244067
AIAL,RIBL,-0.310197985999074
AIAL,RIBR,1.29103955849495
AIAL,RICL,4.26585121470134
AIAL,AINR,0.876502593476563
AIAL,RICR,-0.896800954922318
AIAL,RID,0.69385640662638
AIAL,RIFL,-6.14518112528115
AIAL,RIFR,2.81733106700508
AIAL,RIGL,2.2042362376325
AIAL,RIGR,2.16962034118318
AIAL,RIH,-1.5877313064812
AIAL,RIML,2.32670086112416
AIAL,RIMR,1.52311256808642
AIAL,RIPL,1.49577489956208
AIAL,AIYL,4.75739805473688
AIAL,RIPR,1.82405600410129
AIAL,RIR,3.42284949956079
AIAL,RIS,-0.441720043478515
AIAL,RIVL,-0.454309339697555
AIAL,RIVR,0.209083114275838
AIAL,RMDDL,-1.27169600823816
AIAL,RMDDR,1.18193587802209
AIAL,RMDL,-0.52542926390892
AIAL,RMDR,0.596896868975477
AIAL,RMDVL,0.0444645754642922
AIAL,AIYR,-0.34524938481573
AIAL,RMDVR,1.42891527729439
AIAL,RMED,-2.54041475001007
AIAL,RMEL,2.65006459833242
AIAL,RMER,-0.665330179087679
AIAL,RMEV,0.632394357280901
AIAL,RMFL,1.71663988630546
AIAL,RMFR,-0.164176375131167
AIAL,RMGL,2.22646139532288
AIAL,RMGR,-0.609029391626574
AIAL,RMHL,0.474486427109073
AIAL,ADEL,-1.09273080997655
AIAL,AIZL,0.126786645433215
AIAL,RMHR,0.836875990239417
AIAL,SAADL,0.690250792735943
AIAL,SAADR,-0.0541235147648237
AIAL,SAAVL,0.433847967697472
AIAL,SAAVR,-0.450811189310653
AIAL,SABD,-0.333379998769285
AIAL,SABVL,0.292600958952689
AIAL,SABVR,0.0445299302656206
AIAL,SDQL,-0.538609717580096
AIAL,SDQR,0.189267512961957
AIAL,AIZR,2.17523537187085
AIAL,SIADL,0.279210987345951
AIAL,SIADR,0.561737733807743
AIAL,SIAVL,0.643361547186946
AIAL,SIAVR,0.317250992770043
AIAL,SIBDL,0.691383078117162
AIAL,SIBDR,0.305902993647716
AIAL,SIBVL,0.818882320177296
AIAL,SIBVR,-0.690321180510428
AIAL,SMBDL,0.0713764236077791
AIAL,SMBDR,0.253918384496013
AIAL,ALA,0.498804589164191
AIAL,SMBVL,0.546733915822286
AIAL,SMBVR,0.742564858077656
AIAL,SMDDL,0.517042508210782
AIAL,SMDDR,-0.503300393324762
AIAL,SMDVL,-0.35637851681352
AIAL,SMDVR,1.31303255981423
AIAL,URADL,-1.33215939502051
AIAL,URADR,0.0131021560740787
AIAL,URAVL,0.084461880326807
AIAL,URAVR,-0.193920817007689
AIAL,ALML,-0.564549312414402
AIAL,URBL,-0.447585773974563
AIAL,URBR,1.1483416766776
AIAL,URXL,-0.257841980060555
AIAL,URXR,2.64092278296385
AIAL,URYDL,-1.36316456957543
AIAL,URYDR,-0.280627280164671
AIAL,URYVL,0.231034868497017
AIAL,URYVR,-0.936179808634264
AIAL,VA01,-0.0858218195622612
AIAL,VA02,0.0185738507394701
AIAL,ALMR,-0.0983890631759028
AIAL,VA03,-0.255887134867415
AIAL,VA04,0.0177649791490863
AIAL,VA05,-0.0704066463551134
AIAL,VA06,0.0962236146831178
AIAL,VA07,-0.172984373426829
AIAL,VA08,-0.0265705532755767
AIAL,VA09,0.129245401803436
AIAL,VA10,-0.0759639541634731
AIAL,VA11,0.0135816190898875
AIAL,VA12,-0.211577427520712
AIAL,ALNL,-0.16535338572113
AIAL,VB01,0.389387597864371
AIAL,VB02,-0.207625293726988
AIAL,VB03,0.00257881197270585
AIAL,VB04,-0.106100498098458
AIAL,VB05,-0.297480904242687
AIAL,VB06,0.0677813742099095
AIAL,VB07,-0.332256212031024
AIAL,VB08,0.00688492946622997
AIAL,VB09,0.235225587606746
AIAL,VB10,-0.00947695893670637
AIAL,ALNR,0.345701199400591
AIAL,VB11,-0.113659468164772
AIAL,VC01,0.640212294608554
AIAL,VC02,0.343747239328333
AIAL,VC03,-0.647686263522225
AIAL,VC04,-1.63817917480049
AIAL,VC05,-2.50934906001725
AIAL,VD01,0.249006217645786
AIAL,VD02,1.19677682216071
AIAL,VD03,-0.315009209627991
AIAL,VD04,0.216776388246532
AIAL,AQR,0.114665485443264
AIAL,VD05,-0.0197037002911829
AIAL,VD06,0.236520082226596
AIAL,VD07,0.228755655028919
AIAL,VD08,0.527055829186638
AIAL,VD09,0.402412313923047
AIAL,VD10,-0.0702225048840406
AIAL,VD11,-0.193941080561558
AIAL,VD12,0.00709796800039532
