,Source,Target,Weight,Syn
2297,PVQR,DD01,1,chemical
2298,PVQR,DD06,2,chemical
2299,PVQR,VD01,1,chemical
2300,PVQR,VC02,1,chemical
2301,PVR,IL1DR,5,chemical
2302,PVR,IL1VL,9,chemical
2303,PVR,IL1VR,9,chemical
2304,PVR,CEPVR,2,chemical
2305,PVR,ALMR,2,chemical
2306,PVR,PVM,1,chemical
2307,PVR,SDQR,5,chemical
2308,PVR,ADAR,1,chemical
2309,PVR,RIPL,16,chemical
2310,PVR,RIPR,19,chemical
2311,PVR,AVJL,11,chemical
2312,PVR,AVJR,5,chemical
2313,PVR,AVKL,1,chemical
2314,PVR,DVA,2,chemical
2315,PVR,PVR,1,chemical
2316,PVR,PVCL,4,chemical
2317,PVR,AVBL,17,chemical
2318,PVR,AVBR,17,chemical
2319,PVR,URADL,3,chemical
2320,PVR,SABD,2,chemical
2321,PVR,DA05,1,chemical
2322,PVR,DA09,2,chemical
2323,PVR,DB02,2,chemical
2324,PVR,DB03,3,chemical
2325,PVR,DB04,1,chemical
2326,PVR,DB07,2,chemical
2327,PVR,VB03,2,chemical
2328,PVT,AIBL,5,chemical
2329,PVT,AIBR,10,chemical
2330,PVT,RIGL,1,chemical
2331,PVT,RIGR,6,chemical
2332,PVT,RMFL,3,chemical
2333,PVT,RMFR,7,chemical
2334,PVT,RIH,2,chemical
2335,PVT,RIS,1,chemical
2336,PVT,AVKL,7,chemical
2337,PVT,AVKR,8,chemical
2338,PVT,AVL,3,chemical
2339,PVT,DVC,3,chemical
2340,PVT,RMEV,4,chemical
2341,PVWL,PVT,1,chemical
2342,PVWL,PVWR,1,chemical
2343,PVWL,PVCL,1,chemical
2344,PVWL,PVCR,1,chemical
2345,PVWL,VD12,1,chemical
2346,PVWR,AVAR,1,chemical
2347,PVWR,AVDR,2,chemical
2348,PVWR,LUAR,1,chemical
2349,PVWR,VA12,1,chemical
2350,RID,FLPL,1,chemical
2351,RID,RMED,5,chemical
2352,RID,DA02,1,chemical
2353,RID,DA06,2,chemical
2354,RID,DB01,1,chemical
2355,RID,DD01,3,chemical
2356,RID,DD02,2,chemical
2357,RID,VD05,1,chemical
2358,PVCL,ADLR,2,chemical
2359,PVCL,ASHR,2,chemical
2360,PVCL,PDER,1,chemical
2361,PVCL,RIS,2,chemical
2362,PVCL,AVG,2,chemical
2363,PVCL,AVJL,3,chemical
2364,PVCL,AVJR,2,chemical
2365,PVCL,DVA,4,chemical
2366,PVCL,RID,12,chemical
2367,PVCL,PVCL,1,chemical
2368,PVCL,PVCR,10,chemical
2369,PVCL,AVAL,5,chemical
2370,PVCL,AVAR,7,chemical
2371,PVCL,AVBL,7,chemical
2372,PVCL,AVBR,27,chemical
2373,PVCL,AVDL,7,chemical
2374,PVCL,AVDR,11,chemical
2375,PVCL,AVEL,2,chemical
2376,PVCL,AVER,7,chemical
2377,PVCL,SIBVL,7,chemical
2378,PVCL,SMBVR,3,chemical
2379,PVCL,DA05,1,chemical
2380,PVCL,DA08,2,chemical
2381,PVCL,DB02,4,chemical
2382,PVCL,DB03,2,chemical
2383,PVCL,DB04,6,chemical
2384,PVCL,DB07,5,chemical
2385,PVCL,AS01,1,chemical
2386,PVCL,AS02,1,chemical
2387,PVCL,VA11,1,chemical
2388,PVCL,VB04,3,chemical
2389,PVCL,VB06,2,chemical
2390,PVCL,VB11,1,chemical
2391,PVCR,FLPL,2,chemical
2392,PVCR,PVDL,2,chemical
2393,PVCR,PVDR,1,chemical
2394,PVCR,AQR,2,chemical
2395,PVCR,PDER,1,chemical
2396,PVCR,AVHL,1,chemical
2397,PVCR,AVL,1,chemical
2398,PVCR,DVA,3,chemical
2399,PVCR,PVPR,1,chemical
2400,PVCR,PVR,1,chemical
2401,PVCR,PVWR,1,chemical
2402,PVCR,RID,19,chemical
2403,PVCR,PVCL,4,chemical
2404,PVCR,AVAL,10,chemical
2405,PVCR,AVAR,5,chemical
2406,PVCR,AVBL,21,chemical
2407,PVCR,AVBR,14,chemical
2408,PVCR,AVDL,16,chemical
2409,PVCR,AVDR,6,chemical
2410,PVCR,AVEL,6,chemical
2411,PVCR,AVER,6,chemical
2412,PVCR,LUAR,1,chemical
2413,PVCR,SIBVR,10,chemical
2414,PVCR,DA02,1,chemical
2415,PVCR,DA04,1,chemical
2416,PVCR,DA05,2,chemical
2417,PVCR,DA07,1,chemical
2418,PVCR,DB02,4,chemical
2419,PVCR,DB03,6,chemical
2420,PVCR,DB04,6,chemical
2421,PVCR,VB03,1,chemical
2422,PVCR,VB04,1,chemical
2423,PVCR,VB06,4,chemical
2424,PVCR,VB11,3,chemical
2425,AVAL,RIAL,3,chemical
2426,AVAL,PVNL,1,chemical
2427,AVAL,PVCL,21,chemical
2428,AVAL,PVCR,16,chemical
2429,AVAL,AVAR,12,chemical
2430,AVAL,AVBL,2,chemical
2431,AVAL,AVDL,3,chemical
2432,AVAL,AVDR,2,chemical
2433,AVAL,AVEL,1,chemical
2434,AVAL,AVER,2,chemical
2435,AVAL,LUAL,6,chemical
2436,AVAL,LUAR,2,chemical
2437,AVAL,SABVL,2,chemical
2438,AVAL,DA01,6,chemical
2439,AVAL,DA02,10,chemical
2440,AVAL,DA03,12,chemical
2441,AVAL,DA04,12,chemical
2442,AVAL,DA05,14,chemical
2443,AVAL,DA07,4,chemical
2444,AVAL,DA08,5,chemical
2445,AVAL,DA09,3,chemical
2446,AVAL,DB07,2,chemical
2447,AVAL,AS02,2,chemical
2448,AVAL,AS04,2,chemical
2449,AVAL,AS05,6,chemical
2450,AVAL,AS07,6,chemical
2451,AVAL,AS08,6,chemical
2452,AVAL,AS09,11,chemical
2453,AVAL,AS10,5,chemical
2454,AVAL,AS11,8,chemical
2455,AVAL,VA01,2,chemical
2456,AVAL,VA02,8,chemical
2457,AVAL,VA03,6,chemical
2458,AVAL,VA04,7,chemical
2459,AVAL,VA05,7,chemical
2460,AVAL,VA06,8,chemical
2461,AVAL,VA07,7,chemical
2462,AVAL,VA08,7,chemical
2463,AVAL,VA09,7,chemical
2464,AVAL,VA10,9,chemical
2465,AVAL,VA11,6,chemical
2466,AVAL,VA12,5,chemical
2467,AVAR,RIGL,1,chemical
2468,AVAR,PVCL,20,chemical
2469,AVAR,PVCR,20,chemical
2470,AVAR,AVAL,7,chemical
2471,AVAR,AVBL,3,chemical
2472,AVAR,AVBR,4,chemical
2473,AVAR,AVDL,3,chemical
2474,AVAR,AVDR,6,chemical
2475,AVAR,AVER,3,chemical
2476,AVAR,LUAL,4,chemical
2477,AVAR,LUAR,16,chemical
2478,AVAR,SAAVR,6,chemical
2479,AVAR,SABVR,2,chemical
2480,AVAR,SMDVR,1,chemical
2481,AVAR,DA01,2,chemical
2482,AVAR,DA02,9,chemical
2483,AVAR,DA03,8,chemical
2484,AVAR,DA04,9,chemical
2485,AVAR,DA05,9,chemical
2486,AVAR,DA06,4,chemical
2487,AVAR,DA07,6,chemical
2488,AVAR,DA08,20,chemical
2489,AVAR,DA09,3,chemical
2490,AVAR,DB02,2,chemical
2491,AVAR,DB03,2,chemical
2492,AVAR,AS01,2,chemical
2493,AVAR,AS02,3,chemical
2494,AVAR,AS04,2,chemical
2495,AVAR,AS05,1,chemical
2496,AVAR,AS06,2,chemical
2497,AVAR,AS07,6,chemical
2498,AVAR,AS08,10,chemical
2499,AVAR,AS09,10,chemical
2500,AVAR,AS11,10,chemical
2501,AVAR,VA02,5,chemical
2502,AVAR,VA03,6,chemical
2503,AVAR,VA04,6,chemical
2504,AVAR,VA05,2,chemical
2505,AVAR,VA06,9,chemical
2506,AVAR,VA07,7,chemical
2507,AVAR,VA08,7,chemical
2508,AVAR,VA09,7,chemical
2509,AVAR,VA10,4,chemical
2510,AVAR,VA11,13,chemical
2511,AVBL,SDQL,1,chemical
2512,AVBL,AVJR,1,chemical
2513,AVBL,AVL,1,chemical
2514,AVBL,DVA,2,chemical
2515,AVBL,PVNR,3,chemical
2516,AVBL,PVPR,3,chemical
2517,AVBL,PVCR,2,chemical
2518,AVBL,AVAL,9,chemical
2519,AVBL,AVAR,14,chemical
2520,AVBL,AVBR,6,chemical
2521,AVBL,AVDR,3,chemical
2522,AVBL,AVER,1,chemical
2523,AVBL,DA05,1,chemical
2524,AVBL,DA07,1,chemical
2525,AVBL,AS04,1,chemical
2526,AVBL,AS05,2,chemical
2527,AVBL,AS10,2,chemical
2528,AVBL,VA02,3,chemical
2529,AVBL,VA10,1,chemical
2530,AVBL,VB02,3,chemical
2531,AVBL,VC03,3,chemical
2532,AVBR,AIBR,1,chemical
2533,AVBR,AVJL,2,chemical
2534,AVBR,AVAL,10,chemical
2535,AVBR,AVAR,14,chemical
2536,AVBR,AVBL,2,chemical
2537,AVBR,AVDL,4,chemical
2538,AVBR,AVER,2,chemical
2539,AVBR,DA03,3,chemical
2540,AVBR,DA04,1,chemical
2541,AVBR,DA07,1,chemical
2542,AVBR,DB04,1,chemical
2543,AVBR,AS01,2,chemical
2544,AVBR,AS03,3,chemical
2545,AVBR,AS04,1,chemical
2546,AVBR,AS10,1,chemical
2547,AVBR,VA03,3,chemical
2548,AVBR,VA04,2,chemical
2549,AVBR,VD03,2,chemical
2550,AVBR,HSNR,1,chemical
2551,AVDL,AVJL,1,chemical
2552,AVDL,DVC,2,chemical
2553,AVDL,PVCL,1,chemical
2554,AVDL,AVAL,37,chemical
2555,AVDL,AVAR,37,chemical
2556,AVDL,AVDR,5,chemical
2557,AVDL,AVEL,5,chemical
2558,AVDL,LUAL,2,chemical
2559,AVDL,SABD,5,chemical
2560,AVDL,SABVL,2,chemical
2561,AVDL,SABVR,5,chemical
2562,AVDL,DA01,4,chemical
2563,AVDL,DA02,2,chemical
2564,AVDL,DA03,9,chemical
2565,AVDL,DA04,3,chemical
2566,AVDL,DA05,1,chemical
2567,AVDL,DA08,2,chemical
2568,AVDL,AS04,2,chemical
2569,AVDL,AS10,1,chemical
2570,AVDL,AS11,4,chemical
2571,AVDL,VA03,3,chemical
2572,AVDL,VA05,1,chemical
2573,AVDL,VA10,2,chemical
2574,AVDL,VA12,1,chemical
2575,AVDR,PQR,3,chemical
2576,AVDR,ALA,1,chemical
2577,AVDR,AVJR,1,chemical
2578,AVDR,DVC,4,chemical
2579,AVDR,PVCR,2,chemical
2580,AVDR,AVAL,41,chemical
2581,AVDR,AVAR,52,chemical
2582,AVDR,AVBL,1,chemical
2583,AVDR,AVDL,3,chemical
2584,AVDR,AVER,2,chemical
2585,AVDR,LUAL,3,chemical
2586,AVDR,SABD,1,chemical
2587,AVDR,SABVL,5,chemical
2588,AVDR,SABVR,1,chemical
2589,AVDR,DA01,5,chemical
2590,AVDR,DA02,5,chemical
2591,AVDR,DA03,3,chemical
2592,AVDR,DA04,2,chemical
2593,AVDR,DA05,3,chemical
2594,AVDR,DA08,1,chemical
2595,AVDR,DB01,1,chemical
2596,AVDR,DB04,1,chemical
2597,AVDR,AS10,2,chemical
2598,AVDR,AS11,3,chemical
2599,AVDR,VA02,1,chemical
2600,AVDR,VA03,2,chemical
2601,AVDR,VA05,3,chemical
2602,AVDR,VA11,1,chemical
2603,AVEL,ALML,1,chemical
2604,AVEL,RMGL,2,chemical
2605,AVEL,PVT,1,chemical
2606,AVEL,PVCL,1,chemical
2607,AVEL,PVCR,2,chemical
2608,AVEL,AVAL,17,chemical
2609,AVEL,AVAR,3,chemical
2610,AVEL,AVDL,5,chemical
2611,AVEL,SABD,18,chemical
2612,AVEL,SABVL,16,chemical
2613,AVEL,SABVR,12,chemical
2614,AVEL,DA01,11,chemical
2615,AVEL,DA02,5,chemical
2616,AVEL,DA03,6,chemical
2617,AVEL,DB03,1,chemical
2618,AVEL,AS01,3,chemical
2619,AVEL,VA01,12,chemical
2620,AVEL,VA03,1,chemical
2621,AVEL,VD02,1,chemical
2622,AVEL,VD03,1,chemical
2623,AVER,OLLL,1,chemical
2624,AVER,CEPDL,1,chemical
2625,AVER,URXR,1,chemical
2626,AVER,AIZR,1,chemical
2627,AVER,RMGR,1,chemical
2628,AVER,AVAL,14,chemical
2629,AVER,AVAR,33,chemical
2630,AVER,AVDL,4,chemical
2631,AVER,AVDR,4,chemical
2632,AVER,AVEL,3,chemical
2633,AVER,RIMR,1,chemical
2634,AVER,SABD,1,chemical
2635,AVER,SABVL,12,chemical
2636,AVER,SABVR,11,chemical
2637,AVER,DA01,11,chemical
2638,AVER,DA02,7,chemical
2639,AVER,DA03,3,chemical
2640,AVER,DB03,1,chemical
2641,AVER,AS01,6,chemical
2642,AVER,AS02,4,chemical
2643,AVER,AS03,1,chemical
2644,AVER,VA01,5,chemical
2645,AVER,VA02,4,chemical
2646,AVER,VA03,1,chemical
2647,AVER,VA04,2,chemical
2648,LUAL,PHBL,2,chemical
2649,LUAL,AVJL,4,chemical
2650,LUAL,AVJR,1,chemical
2651,LUAL,PVNL,1,chemical
2652,LUAL,PVWL,1,chemical
2653,LUAL,AVAL,27,chemical
2654,LUAL,AVAR,23,chemical
2655,LUAL,AVDL,27,chemical
2656,LUAL,AVDR,6,chemical
2657,LUAR,PQR,7,chemical
2658,LUAR,AVJR,4,chemical
2659,LUAR,PVNL,1,chemical
2660,LUAR,PVR,2,chemical
2661,LUAR,PVWL,3,chemical
2662,LUAR,PVWR,2,chemical
2663,LUAR,PVCR,9,chemical
2664,LUAR,AVAL,13,chemical
2665,LUAR,AVAR,31,chemical
2666,LUAR,AVDL,5,chemical
2667,LUAR,AVDR,14,chemical
2668,LUAR,PDB,2,chemical
2669,RIML,AIBL,1,chemical
2670,RIML,AIBR,22,chemical
2671,RIML,RIAL,3,chemical
2672,RIML,RIBL,9,chemical
2673,RIML,RICR,1,chemical
2674,RIML,RMFL,2,chemical
2675,RIML,RMFR,2,chemical
2676,RIML,AVKR,1,chemical
2677,RIML,AVAL,5,chemical
2678,RIML,AVAR,2,chemical
2679,RIML,AVBL,9,chemical
2680,RIML,AVBR,11,chemical
2681,RIML,AVER,5,chemical
2682,RIML,RIML,11,chemical
2683,RIML,RIMR,2,chemical
2684,RIML,RMDL,9,chemical
2685,RIML,RMDR,21,chemical
2686,RIML,SAADL,1,chemical
2687,RIML,SAADR,4,chemical
2688,RIML,SAAVL,10,chemical
2689,RIML,SAAVR,10,chemical
2690,RIML,SMDDL,11,chemical
2691,RIML,SMDDR,14,chemical
2692,RIML,SMDVL,11,chemical
2693,RIML,VB01,8,chemical
2694,RIMR,AIBL,15,chemical
2695,RIMR,ADAR,9,chemical
2696,RIMR,RIBR,4,chemical
2697,RIMR,RMFL,1,chemical
2698,RIMR,RMFR,7,chemical
2699,RIMR,RIS,2,chemical
2700,RIMR,AVJL,4,chemical
2701,RIMR,AVKL,1,chemical
2702,RIMR,AVAL,9,chemical
2703,RIMR,AVBL,9,chemical
2704,RIMR,AVBR,12,chemical
2705,RIMR,RIML,4,chemical
2706,RIMR,RMDL,15,chemical
2707,RIMR,RMDR,12,chemical
2708,RIMR,SAAVL,11,chemical
2709,RIMR,SAAVR,8,chemical
2710,RIMR,SMDDL,9,chemical
2711,RIMR,SMDDR,14,chemical
2712,RIMR,SMDVL,2,chemical
2713,RIMR,SMDVR,3,chemical
2714,RIMR,VB01,2,chemical
2715,RMDDL,IL1DR,2,chemical
2716,RMDDL,IL1R,9,chemical
2717,RMDDL,CEPVL,2,chemical
2718,RMDDL,RIAL,1,chemical
2719,RMDDL,AVER,1,chemical
2720,RMDDL,RMDVL,1,chemical
2721,RMDDL,RMDVR,22,chemical
2722,RMDDL,RMEV,2,chemical
2723,RMDDL,RMHL,1,chemical
2724,RMDDR,RMDDL,1,chemical
2725,RMDDR,RMDVL,26,chemical
2726,RMDDR,RMDVR,3,chemical
2727,RMDL,IL1L,1,chemical
2728,RMDL,IL1R,1,chemical
2729,RMDL,OLLL,1,chemical
2730,RMDL,OLLR,3,chemical
2731,RMDL,CEPVL,1,chemical
2732,RMDL,URXR,1,chemical
2733,RMDL,ADEL,1,chemical
2734,RMDL,ADER,3,chemical
2735,RMDL,RIAL,20,chemical
2736,RMDL,RIAR,22,chemical
2737,RMDL,RIBR,1,chemical
2738,RMDL,RMFR,1,chemical
2739,RMDL,RIS,1,chemical
2740,RMDL,AVKR,1,chemical
2741,RMDL,RIML,3,chemical
2742,RMDL,RMDDR,7,chemical
2743,RMDL,RMDR,8,chemical
2744,RMDL,RMDVL,2,chemical
2745,RMDL,RMDVR,3,chemical
2746,RMDL,RMER,3,chemical
2747,RMDL,RMHL,3,chemical
2748,RMDL,RMHR,1,chemical
2749,RMDL,RIVL,1,chemical
2750,RMDL,SIBDR,3,chemical
2751,RMDL,SMBVR,2,chemical
2752,RMDL,SMDDR,1,chemical
2753,RMDR,IL1L,2,chemical
2754,RMDR,OLLR,2,chemical
2755,RMDR,RIAL,14,chemical
2756,RMDR,RIAR,21,chemical
2757,RMDR,RIS,1,chemical
2758,RMDR,RMGL,1,chemical
2759,RMDR,AVKR,1,chemical
2760,RMDR,RIMR,1,chemical
2761,RMDR,RMDDL,6,chemical
2762,RMDR,RMDL,11,chemical
2763,RMDR,RMDVL,9,chemical
2764,RMDR,SIAVL,1,chemical
2765,RMDR,SMDDR,1,chemical
2766,RMDVL,IL1R,2,chemical
2767,RMDVL,IL2VR,1,chemical
2768,RMDVL,OLQVR,3,chemical
2769,RMDVL,CEPDL,2,chemical
2770,RMDVL,URYVR,1,chemical
2771,RMDVL,AVER,2,chemical
2772,RMDVL,RMDDR,41,chemical
2773,RMDVL,RMDR,2,chemical
2774,RMDVL,RMDVR,1,chemical
2775,RMDVL,SIAVR,2,chemical
2776,RMDVL,SIBVR,1,chemical
2777,RMDVR,IL1DR,1,chemical
2778,RMDVR,IL1L,1,chemical
2779,RMDVR,OLQVL,2,chemical
2780,RMDVR,URYVL,2,chemical
2781,RMDVR,RIAR,1,chemical
2782,RMDVR,AVAR,1,chemical
2783,RMDVR,RMDDL,43,chemical
2784,RMDVR,RMDVR,2,chemical
2785,RMDVR,URAVL,8,chemical
2786,RMDVR,SIAVL,2,chemical
2787,RMDVR,SIBDR,1,chemical
2788,RMDVR,SIBVL,1,chemical
2789,RMDVR,SMBDR,1,chemical
2790,RMED,RIBL,1,chemical
2791,RMED,RIBR,1,chemical
2792,RMED,RMED,1,chemical
2793,RMED,SMDDL,1,chemical
2794,RMED,SMDDR,4,chemical
2795,RMEL,IL1R,2,chemical
2796,RMEL,OLLR,1,chemical
2797,RMEL,RIPR,1,chemical
2798,RMEL,RMEV,1,chemical
2799,RMER,IL1L,4,chemical
2800,RMER,RMER,5,chemical
2801,RMER,RMHR,3,chemical
2802,RMEV,RIBR,2,chemical
2803,RMEV,RIH,2,chemical
2804,RMEV,RIS,1,chemical
2805,RMEV,RMDDL,1,chemical
2806,RMEV,RMDDR,1,chemical
2807,RMEV,RMED,1,chemical
2808,RMEV,SMDDR,1,chemical
2809,RMEV,SMDVL,1,chemical
2810,RMHL,IL1R,2,chemical
2811,RMHL,RICL,1,chemical
2812,RMHL,RICR,1,chemical
2813,RMHL,RID,1,chemical
2814,RMHL,AVAR,1,chemical
2815,RMHL,RMDDL,2,chemical
2816,RMHL,RMDR,1,chemical
2817,RMHL,SAAVL,1,chemical
2818,RMHL,SIBDR,1,chemical
2819,RMHR,CEPVL,1,chemical
2820,RMHR,AIBR,3,chemical
2821,RMHR,RMGL,8,chemical
2822,RMHR,RMDL,4,chemical
2823,RMHR,RMDR,1,chemical
2824,RMHR,RMER,4,chemical
2825,RMHR,RMHL,3,chemical
2826,RMHR,SMDDL,3,chemical
2827,RIVL,ASGL,1,chemical
2828,RIVL,ASJL,1,chemical
2829,RIVL,RIAL,5,chemical
2830,RIVL,RIAR,2,chemical
2831,RIVL,RMDL,4,chemical
2832,RIVL,RMDVL,5,chemical
2833,RIVL,SAADR,11,chemical
2834,RIVL,SIAVR,5,chemical
2835,RIVL,SMDDR,8,chemical
2836,RIVL,SMDVL,2,chemical
2837,RIVR,RIAL,6,chemical
2838,RIVR,RIAR,2,chemical
2839,RIVR,RMDDL,1,chemical
2840,RIVR,RMDR,4,chemical
2841,RIVR,RMDVR,1,chemical
2842,RIVR,RMHR,2,chemical
2843,RIVR,RIVL,8,chemical
2844,RIVR,SAADL,12,chemical
2845,RIVR,SIAVL,5,chemical
2846,RIVR,SIBVL,1,chemical
2847,RIVR,SMBDL,1,chemical
2848,RIVR,SMDDL,6,chemical
2849,RIVR,SMDVR,3,chemical
2850,URADL,IL1DL,4,chemical
2851,URADL,RIH,3,chemical
2852,URADL,RIPL,12,chemical
2853,URADL,RMEL,8,chemical
2854,URADR,IL1DR,3,chemical
2855,URADR,URYDR,1,chemical
2856,URADR,RIPR,16,chemical
2857,URADR,RMER,1,chemical
2858,URAVL,IL1L,3,chemical
2859,URAVL,IL1VL,6,chemical
2860,URAVL,CEPVL,1,chemical
2861,URAVL,RIBL,1,chemical
2862,URAVL,RIPL,15,chemical
2863,URAVL,DVC,1,chemical
2864,URAVL,AVER,1,chemical
2865,URAVL,RMDDL,7,chemical
2866,URAVL,RMDVR,1,chemical
2867,URAVL,RMEL,8,chemical
2868,URAVL,RMER,3,chemical
2869,URAVL,RMEV,10,chemical
2870,URAVR,IL1R,2,chemical
2871,URAVR,IL1VR,9,chemical
2872,URAVR,IL2VR,3,chemical
2873,URAVR,URYVR,1,chemical
2874,URAVR,ADAR,1,chemical
2875,URAVR,RIH,1,chemical
2876,URAVR,RIPR,13,chemical
2877,URAVR,PVT,3,chemical
2878,URAVR,RMDDR,1,chemical
2879,URAVR,RMDVL,1,chemical
2880,URAVR,RMEL,1,chemical
2881,URAVR,RMER,4,chemical
2882,URAVR,RMEV,2,chemical
2883,SAADL,OLLR,4,chemical
2884,SAADL,AIBL,1,chemical
2885,SAADL,RIGL,1,chemical
2886,SAADL,RMFR,1,chemical
2887,SAADL,AVAL,17,chemical
2888,SAADL,AVBR,1,chemical
2889,SAADL,RIML,11,chemical
2890,SAADL,RIMR,16,chemical
2891,SAADL,RMDVR,1,chemical
2892,SAADL,RIVR,1,chemical
2893,SAADL,SABD,2,chemical
2894,SAADL,SIBDL,1,chemical
2895,SAADL,SIBDR,1,chemical
2896,SAADL,SIBVL,1,chemical
2897,SAADR,OLLL,3,chemical
2898,SAADR,PLNL,1,chemical
2899,SAADR,AIBL,1,chemical
2900,SAADR,AIBR,1,chemical
2901,SAADR,RMFL,5,chemical
2902,SAADR,RMFR,1,chemical
2903,SAADR,RMGL,1,chemical
2904,SAADR,AVAL,1,chemical
2905,SAADR,AVAR,26,chemical
2906,SAADR,RIML,14,chemical
2907,SAADR,RIMR,23,chemical
2908,SAADR,SABD,2,chemical
2909,SAADR,SMBDR,2,chemical
2910,SAADR,SMBVR,1,chemical
2911,SAADR,SMDVL,5,chemical
2912,SAAVL,OLLR,1,chemical
2913,SAAVL,AIBL,1,chemical
2914,SAAVL,RMFR,11,chemical
2915,SAAVL,AVAL,56,chemical
2916,SAAVL,RIML,5,chemical
2917,SAAVL,RIMR,33,chemical
2918,SAAVL,SAADR,5,chemical
2919,SAAVL,SABD,1,chemical
2920,SAAVL,SABVR,2,chemical
2921,SAAVL,SMBDR,2,chemical
2922,SAAVL,SMDDR,18,chemical
2923,SAAVL,SMDVL,1,chemical
2924,SAAVL,DD01,1,chemical
2925,SAAVL,VA01,1,chemical
2926,SAAVL,VA02,2,chemical
2927,SAAVL,VA03,2,chemical
2928,SAAVL,VA04,2,chemical
2929,SAAVL,VB02,1,chemical
2930,SAAVL,VD01,4,chemical
2931,SAAVL,VD02,2,chemical
2932,SAAVR,ASIR,1,chemical
2933,SAAVR,IL1DL,12,chemical
2934,SAAVR,ALNR,1,chemical
2935,SAAVR,AIBR,1,chemical
2936,SAAVR,RIAR,1,chemical
2937,SAAVR,RIPL,12,chemical
2938,SAAVR,AVAR,39,chemical
2939,SAAVR,AVBL,1,chemical
2940,SAAVR,RIML,12,chemical
2941,SAAVR,RIMR,7,chemical
2942,SAAVR,RMEV,1,chemical
2943,SAAVR,SAAVR,1,chemical
2944,SAAVR,SABVL,2,chemical
2945,SAAVR,SMBDL,1,chemical
2946,SAAVR,SMDDL,17,chemical
2947,SABD,SAADL,4,chemical
2948,SABD,SAADR,4,chemical
2949,SABVL,RIGR,1,chemical
2950,SABVL,SAAVR,4,chemical
2951,SABVR,SAAVL,4,chemical
2952,SIADL,ALNR,4,chemical
2953,SIADL,SDQR,4,chemical
2954,SIADL,AVFR,1,chemical
2955,SIADL,RMDL,4,chemical
2956,SIADL,SIBDL,4,chemical
2957,SIADL,SMBDL,18,chemical
2958,SIADL,SMDDL,17,chemical
2959,SIADR,IL1VR,1,chemical
2960,SIADR,CEPDL,1,chemical
2961,SIADR,ALML,1,chemical
2962,SIADR,SDQL,4,chemical
2963,SIADR,AVAL,1,chemical
2964,SIADR,SIBDR,4,chemical
2965,SIADR,SMBDR,17,chemical
2966,SIADR,SMDDR,17,chemical
2967,SIAVL,IL2L,1,chemical
2968,SIAVL,PLNL,10,chemical
2969,SIAVL,ADEL,1,chemical
2970,SIAVL,SIBVR,2,chemical
2971,SIAVL,SMBVL,2,chemical
2972,SIAVL,SMDVR,10,chemical
2973,SIAVR,PLNR,10,chemical
2974,SIAVR,RMDL,1,chemical
2975,SIAVR,SIBVL,2,chemical
2976,SIAVR,SMBVR,2,chemical
2977,SIAVR,SMDVL,10,chemical
2978,SIBDL,CEPDL,1,chemical
2979,SIBDL,AQR,1,chemical
2980,SIBDL,PVPL,1,chemical
2981,SIBDL,SIADL,2,chemical
2982,SIBDL,SMBVL,1,chemical
2983,SIBDL,SMDDL,10,chemical
2984,SIBDR,SIADR,2,chemical
2985,SIBDR,SMDDR,10,chemical
2986,SIBVL,ALNR,1,chemical
2987,SIBVL,RMGR,1,chemical
2988,SIBVL,RMDDL,1,chemical
2989,SIBVL,SIAVR,5,chemical
2990,SIBVL,SMDDL,1,chemical
2991,SIBVL,SMDVL,22,chemical
2992,SIBVR,ADLR,3,chemical
2993,SIBVR,OLQVR,1,chemical
2994,SIBVR,PLNL,1,chemical
2995,SIBVR,RICL,3,chemical
2996,SIBVR,RMHR,1,chemical
2997,SIBVR,SIAVL,5,chemical
2998,SIBVR,SIAVR,1,chemical
2999,SIBVR,SMDVR,22,chemical
3000,SMBDL,ALNR,1,chemical
3001,SMBDL,SDQR,18,chemical
3002,SMBDL,AIZL,1,chemical
3003,SMBDL,RIH,2,chemical
3004,SMBDL,RMED,4,chemical
3005,SMBDL,SAAVR,9,chemical
3006,SMBDL,SIADL,19,chemical
3007,SMBDL,SIAVL,3,chemical
3008,SMBDL,SMBVL,2,chemical
3009,SMBDL,SMDDL,7,chemical
3010,SMBDR,ALNL,5,chemical
3011,SMBDR,SDQL,18,chemical
3012,SMBDR,AVAL,1,chemical
3013,SMBDR,RMED,25,chemical
3014,SMBDR,RIVL,1,chemical
3015,SMBDR,SAAVL,8,chemical
3016,SMBDR,SIADR,20,chemical
3017,SMBDR,SIAVR,1,chemical
3018,SMBDR,SMBDL,3,chemical
3019,SMBDR,SMDDR,4,chemical
3020,SMBVL,PLNL,5,chemical
3021,SMBVL,PLNR,2,chemical
3022,SMBVL,AIML,1,chemical
3023,SMBVL,AVFL,1,chemical
3024,SMBVL,AVHR,1,chemical
3025,SMBVL,AVJR,1,chemical
3026,SMBVL,PVPL,1,chemical
3027,SMBVL,AVBR,1,chemical
3028,SMBVL,RMDVR,1,chemical
3029,SMBVL,RMEV,20,chemical
3030,SMBVL,SAADL,16,chemical
3031,SMBVL,SIAVL,1,chemical
3032,SMBVL,SMBDL,2,chemical
3033,SMBVR,ADLR,2,chemical
3034,SMBVR,CEPVR,8,chemical
3035,SMBVR,PLNL,5,chemical
3036,SMBVR,PLNR,5,chemical
3037,SMBVR,RIAR,1,chemical
