,Source,Target,Weight,Syn
784,AVM,AVKL,1,chemical
785,AVM,PVNL,4,chemical
786,AVM,PVNR,3,chemical
787,AVM,PVR,6,chemical
788,AVM,RID,2,chemical
789,AVM,PVCL,10,chemical
790,AVM,PVCR,17,chemical
791,AVM,AVBL,13,chemical
792,AVM,AVBR,9,chemical
793,AVM,AVDL,1,chemical
794,AVM,AVDR,1,chemical
795,AVM,SIBVL,4,chemical
796,AVM,DA01,2,chemical
797,AVM,VA02,1,chemical
798,AVM,VB03,1,chemical
799,PVM,AVM,2,chemical
800,PVM,AVKL,15,chemical
801,PVM,DVA,3,chemical
802,PVM,PVR,3,chemical
803,PVM,PVCL,1,chemical
804,PVM,PVCR,2,chemical
805,ALNL,RIAL,1,chemical
806,ALNL,RMGL,1,chemical
807,ALNL,RMDDR,1,chemical
808,ALNL,RMHL,1,chemical
809,ALNL,SAAVL,8,chemical
810,ALNL,SIADR,1,chemical
811,ALNL,SMBDR,7,chemical
812,ALNL,SMDVL,1,chemical
813,ALNR,IL2DR,7,chemical
814,ALNR,ADER,1,chemical
815,ALNR,AVAL,6,chemical
816,ALNR,RIML,5,chemical
817,ALNR,SAAVR,3,chemical
818,ALNR,SMBDL,4,chemical
819,ALNR,SMDDR,1,chemical
820,ALNR,SMDVL,2,chemical
821,PLNL,RMDVL,1,chemical
822,PLNL,SAADR,8,chemical
823,PLNL,SAAVL,1,chemical
824,PLNL,SIAVL,10,chemical
825,PLNL,SMBVL,10,chemical
826,PLNL,SMBVR,13,chemical
827,PLNL,SMDVR,2,chemical
828,PLNR,SAADL,5,chemical
829,PLNR,SIAVR,10,chemical
830,PLNR,SMBVL,7,chemical
831,PLNR,SMBVR,10,chemical
832,PLNR,SMDVL,2,chemical
833,FLPL,FLPR,2,chemical
834,FLPL,ADEL,22,chemical
835,FLPL,ADER,3,chemical
836,FLPL,AIBL,3,chemical
837,FLPL,AIBR,3,chemical
838,FLPL,RIS,1,chemical
839,FLPL,DVA,1,chemical
840,FLPL,PVCR,6,chemical
841,FLPL,AVAL,33,chemical
842,FLPL,AVAR,48,chemical
843,FLPL,AVBL,22,chemical
844,FLPL,AVBR,22,chemical
845,FLPL,AVDL,30,chemical
846,FLPL,AVDR,34,chemical
847,FLPL,DD01,6,chemical
848,FLPL,VA01,5,chemical
849,FLPR,FLPL,14,chemical
850,FLPR,ADER,6,chemical
851,FLPR,ADAL,1,chemical
852,FLPR,ADAR,1,chemical
853,FLPR,AVJL,2,chemical
854,FLPR,AVJR,2,chemical
855,FLPR,DVA,6,chemical
856,FLPR,PVCL,2,chemical
857,FLPR,AVAL,23,chemical
858,FLPR,AVAR,10,chemical
859,FLPR,AVBL,30,chemical
860,FLPR,AVBR,11,chemical
861,FLPR,AVDL,25,chemical
862,FLPR,AVDR,8,chemical
863,FLPR,AVEL,21,chemical
864,FLPR,AVER,7,chemical
865,FLPR,VB01,1,chemical
866,BDUL,ALML,1,chemical
867,BDUL,ADEL,6,chemical
868,BDUL,ADAL,2,chemical
869,BDUL,RIFL,2,chemical
870,BDUL,RMGL,3,chemical
871,BDUL,AVHL,2,chemical
872,BDUL,AVJR,2,chemical
873,BDUL,PVNL,2,chemical
874,BDUL,PVNR,4,chemical
875,BDUL,URADL,3,chemical
876,BDUL,SAADL,3,chemical
877,BDUL,HSNL,3,chemical
878,BDUR,CEPVR,1,chemical
879,BDUR,ALMR,4,chemical
880,BDUR,SDQL,2,chemical
881,BDUR,ADER,4,chemical
882,BDUR,AVHL,2,chemical
883,BDUR,AVJL,5,chemical
884,BDUR,PVNL,11,chemical
885,BDUR,PVNR,5,chemical
886,BDUR,PVCL,3,chemical
887,BDUR,AVAL,7,chemical
888,BDUR,AVBR,1,chemical
889,BDUR,URADR,3,chemical
890,BDUR,HSNR,8,chemical
891,SDQL,ALML,1,chemical
892,SDQL,FLPL,2,chemical
893,SDQL,AIBR,2,chemical
894,SDQL,RICR,3,chemical
895,SDQL,RMFL,3,chemical
896,SDQL,RIS,8,chemical
897,SDQL,RIPR,1,chemical
898,SDQL,DVA,1,chemical
899,SDQL,PVCL,1,chemical
900,SDQL,AVAL,6,chemical
901,SDQL,AVAR,8,chemical
902,SDQL,AVBL,1,chemical
903,SDQL,AVBR,2,chemical
904,SDQL,AVDL,3,chemical
905,SDQL,AVEL,1,chemical
906,SDQL,SAADR,2,chemical
907,SDQL,SIADR,2,chemical
908,SDQL,SIBVL,1,chemical
909,SDQL,SMBDR,11,chemical
910,SDQR,ADLL,1,chemical
911,SDQR,ALML,1,chemical
912,SDQR,SDQL,4,chemical
913,SDQR,AIBL,8,chemical
914,SDQR,RICR,3,chemical
915,SDQR,DVA,10,chemical
916,SDQR,AVAL,8,chemical
917,SDQR,AVBL,23,chemical
918,SDQR,AVBR,19,chemical
919,SDQR,RMHL,15,chemical
920,SDQR,RMHR,7,chemical
921,SDQR,SIADL,2,chemical
922,SDQR,SIBDR,1,chemical
923,SDQR,SMBVL,11,chemical
924,PVDL,PVDR,10,chemical
925,PVDL,AVFL,1,chemical
926,PVDL,AVG,8,chemical
927,PVDL,PVPL,1,chemical
928,PVDL,PVCL,13,chemical
929,PVDL,PVCR,36,chemical
930,PVDL,AVAL,13,chemical
931,PVDL,AVAR,29,chemical
932,PVDL,AVDL,1,chemical
933,PVDL,AVDR,1,chemical
934,PVDL,DD05,3,chemical
935,PVDL,VD10,3,chemical
936,PVDR,PVDL,2,chemical
937,PVDR,DVA,5,chemical
938,PVDR,PVCL,29,chemical
939,PVDR,PVCR,29,chemical
940,PVDR,AVAL,9,chemical
941,PVDR,AVAR,30,chemical
942,PVDR,AVDL,1,chemical
943,PVDR,VA09,2,chemical
944,PVDR,VA12,3,chemical
945,PVDR,VB05,1,chemical
946,PVDR,VB06,4,chemical
947,BAGL,ADFR,1,chemical
948,BAGL,CEPVR,2,chemical
949,BAGL,BAGR,1,chemical
950,BAGL,URXR,1,chemical
951,BAGL,AUAR,2,chemical
952,BAGL,AIBL,2,chemical
953,BAGL,AIZR,2,chemical
954,BAGL,AINL,1,chemical
955,BAGL,RIAR,18,chemical
956,BAGL,RIBR,19,chemical
957,BAGL,RIGL,3,chemical
958,BAGL,RIGR,7,chemical
959,BAGL,RIPR,1,chemical
960,BAGL,RID,3,chemical
961,BAGL,AVAR,3,chemical
962,BAGL,AVEL,2,chemical
963,BAGL,AVER,7,chemical
964,BAGL,RIVR,2,chemical
965,BAGL,URAVR,1,chemical
966,BAGR,OLQVL,2,chemical
967,BAGR,BAGL,3,chemical
968,BAGR,AQR,3,chemical
969,BAGR,AIYL,3,chemical
970,BAGR,RIAL,18,chemical
971,BAGR,RIBL,22,chemical
972,BAGR,RIBR,1,chemical
973,BAGR,RIGL,10,chemical
974,BAGR,AVAL,4,chemical
975,BAGR,AVEL,8,chemical
976,BAGR,SMDVL,1,chemical
977,URXL,ADFL,1,chemical
978,URXL,ASHL,1,chemical
979,URXL,ASIL,1,chemical
980,URXL,IL1DL,2,chemical
981,URXL,IL2L,1,chemical
982,URXL,OLQVL,2,chemical
983,URXL,CEPDL,1,chemical
984,URXL,BAGR,2,chemical
985,URXL,URXL,3,chemical
986,URXL,AUAL,14,chemical
987,URXL,AIZL,1,chemical
988,URXL,ADAL,6,chemical
989,URXL,AIML,2,chemical
990,URXL,RIAL,15,chemical
991,URXL,RICL,8,chemical
992,URXL,RIGL,6,chemical
993,URXL,RIR,1,chemical
994,URXL,RMGL,5,chemical
995,URXL,AVJR,4,chemical
996,URXL,AVAL,1,chemical
997,URXL,AVBL,4,chemical
998,URXL,AVDR,1,chemical
999,URXL,AVEL,9,chemical
1000,URXL,HSNR,1,chemical
1001,URXR,ADFR,4,chemical
1002,URXR,ADLR,3,chemical
1003,URXR,AWBR,2,chemical
1004,URXR,OLQVR,2,chemical
1005,URXR,CEPDR,1,chemical
1006,URXR,ALMR,1,chemical
1007,URXR,AUAR,21,chemical
1008,URXR,ADAR,1,chemical
1009,URXR,AIMR,3,chemical
1010,URXR,RIAR,20,chemical
1011,URXR,RICR,3,chemical
1012,URXR,RIFR,3,chemical
1013,URXR,RIGR,7,chemical
1014,URXR,RIR,4,chemical
1015,URXR,RMGR,6,chemical
1016,URXR,URBR,8,chemical
1017,URXR,RIPR,10,chemical
1018,URXR,AVAR,2,chemical
1019,URXR,AVBL,2,chemical
1020,URXR,AVBR,3,chemical
1021,URXR,AVER,2,chemical
1022,URXR,RMDDL,2,chemical
1023,URXR,RMDR,8,chemical
1024,URXR,SIADL,2,chemical
1025,URXR,SIAVR,4,chemical
1026,URXR,SMBVR,7,chemical
1027,URYDL,IL1DL,3,chemical
1028,URYDL,OLQDL,2,chemical
1029,URYDL,OLLL,3,chemical
1030,URYDL,AIZL,1,chemical
1031,URYDL,RIBL,8,chemical
1032,URYDL,AVEL,1,chemical
1033,URYDL,AVER,9,chemical
1034,URYDL,RMDDR,15,chemical
1035,URYDL,RMDVL,18,chemical
1036,URYDL,SMDDL,2,chemical
1037,URYDL,SMDDR,3,chemical
1038,URYDR,AWCL,1,chemical
1039,URYDR,IL1DR,5,chemical
1040,URYDR,OLQDR,1,chemical
1041,URYDR,CEPDR,3,chemical
1042,URYDR,URXR,1,chemical
1043,URYDR,RIBR,1,chemical
1044,URYDR,AVBL,1,chemical
1045,URYDR,AVEL,5,chemical
1046,URYDR,AVER,2,chemical
1047,URYDR,RMDDL,9,chemical
1048,URYDR,RMDVR,12,chemical
1049,URYDR,RMED,7,chemical
1050,URYDR,SMDDL,11,chemical
1051,URYDR,SMDVR,3,chemical
1052,URYVL,IL1VL,1,chemical
1053,URYVL,OLQVL,9,chemical
1054,URYVL,OLLL,9,chemical
1055,URYVL,OLLR,5,chemical
1056,URYVL,CEPVL,3,chemical
1057,URYVL,URXL,2,chemical
1058,URYVL,RIAL,2,chemical
1059,URYVL,RIBL,9,chemical
1060,URYVL,RIBR,3,chemical
1061,URYVL,RIH,2,chemical
1062,URYVL,RIS,1,chemical
1063,URYVL,AVJR,1,chemical
1064,URYVL,RID,4,chemical
1065,URYVL,AVBR,1,chemical
1066,URYVL,AVDR,2,chemical
1067,URYVL,AVEL,8,chemical
1068,URYVL,AVER,23,chemical
1069,URYVL,RMDDL,23,chemical
1070,URYVL,RMDVR,17,chemical
1071,URYVL,SIBVL,1,chemical
1072,URYVL,SIBVR,4,chemical
1073,URYVL,SMDVR,13,chemical
1074,URYVR,IL1VR,3,chemical
1075,URYVR,CEPVR,1,chemical
1076,URYVR,ADAR,1,chemical
1077,URYVR,RIAR,2,chemical
1078,URYVR,RIBR,19,chemical
1079,URYVR,AVL,5,chemical
1080,URYVR,AVAL,2,chemical
1081,URYVR,AVBL,5,chemical
1082,URYVR,AVEL,26,chemical
1083,URYVR,RMDDR,32,chemical
1084,URYVR,RMDL,2,chemical
1085,URYVR,RMDVL,19,chemical
1086,URYVR,SIBVL,5,chemical
1087,URYVR,SIBVR,4,chemical
1088,URYVR,SMBDR,1,chemical
1089,URYVR,SMDVL,11,chemical
1090,AQR,BAGL,8,chemical
1091,AQR,BAGR,5,chemical
1092,AQR,URXL,5,chemical
1093,AQR,RIAL,8,chemical
1094,AQR,RIAR,4,chemical
1095,AQR,RIGL,1,chemical
1096,AQR,RIR,1,chemical
1097,AQR,AVJL,3,chemical
1098,AQR,DVA,6,chemical
1099,AQR,PVPL,3,chemical
1100,AQR,PVPR,1,chemical
1101,AQR,PVCL,1,chemical
1102,AQR,PVCR,4,chemical
1103,AQR,AVAL,4,chemical
1104,AQR,AVAR,6,chemical
1105,AQR,AVBL,7,chemical
1106,AQR,AVBR,12,chemical
1107,AQR,AVDL,3,chemical
1108,AQR,AVDR,2,chemical
1109,PQR,PHBL,2,chemical
1110,PQR,AVG,1,chemical
1111,PQR,AVHL,1,chemical
1112,PQR,AVJR,1,chemical
1113,PQR,PVNL,2,chemical
1114,PQR,PVPR,1,chemical
1115,PQR,PVCL,1,chemical
1116,PQR,PVCR,1,chemical
1117,PQR,AVAL,23,chemical
1118,PQR,AVAR,26,chemical
1119,PQR,AVDL,15,chemical
1120,PQR,AVDR,20,chemical
1121,PQR,LUAR,3,chemical
1122,PQR,DA08,1,chemical
1123,PQR,DB07,2,chemical
1124,AUAL,ADFL,1,chemical
1125,AUAL,BAGR,3,chemical
1126,AUAL,URXL,1,chemical
1127,AUAL,AIBR,1,chemical
1128,AUAL,AIYL,1,chemical
1129,AUAL,AIZL,2,chemical
1130,AUAL,RIAL,21,chemical
1131,AUAL,RIBL,35,chemical
1132,AUAL,DVA,2,chemical
1133,AUAL,AVAL,11,chemical
1134,AUAL,AVDR,2,chemical
1135,AUAL,AVEL,9,chemical
1136,AUAR,BAGL,1,chemical
1137,AUAR,URXR,5,chemical
1138,AUAR,AIYR,1,chemical
1139,AUAR,AIZR,2,chemical
1140,AUAR,AINL,1,chemical
1141,AUAR,AINR,1,chemical
1142,AUAR,RIAR,22,chemical
1143,AUAR,RIBR,31,chemical
1144,AUAR,AVAR,3,chemical
1145,AUAR,AVER,13,chemical
1146,ADEL,IL1L,3,chemical
1147,ADEL,IL2L,5,chemical
1148,ADEL,OLLL,6,chemical
1149,ADEL,CEPDL,1,chemical
1150,ADEL,ALML,1,chemical
1151,ADEL,FLPL,4,chemical
1152,ADEL,BDUL,1,chemical
1153,ADEL,ADER,5,chemical
1154,ADEL,ADAL,1,chemical
1155,ADEL,RIAL,2,chemical
1156,ADEL,RIFL,1,chemical
1157,ADEL,RIGL,18,chemical
1158,ADEL,RIGR,15,chemical
1159,ADEL,RIH,3,chemical
1160,ADEL,RMGL,7,chemical
1161,ADEL,URBL,2,chemical
1162,ADEL,AVHL,2,chemical
1163,ADEL,AVL,1,chemical
1164,ADEL,AVAL,7,chemical
1165,ADEL,AVAR,9,chemical
1166,ADEL,AVDL,2,chemical
1167,ADEL,AVEL,3,chemical
1168,ADEL,RMDL,11,chemical
1169,ADEL,RMER,1,chemical
1170,ADEL,RMHL,1,chemical
1171,ADEL,RMHR,2,chemical
1172,ADEL,RIVL,2,chemical
1173,ADEL,RIVR,2,chemical
1174,ADEL,SAADR,1,chemical
1175,ADEL,SIADR,2,chemical
1176,ADEL,SIBVR,2,chemical
1177,ADEL,SMBDR,1,chemical
1178,ADEL,SMBVL,2,chemical
1179,ADEL,VB01,2,chemical
1180,ADER,ASIR,1,chemical
1181,ADER,IL1R,1,chemical
1182,ADER,IL2R,1,chemical
1183,ADER,OLLR,3,chemical
1184,ADER,CEPDR,5,chemical
1185,ADER,CEPVR,1,chemical
1186,ADER,ALNR,1,chemical
1187,ADER,FLPL,1,chemical
1188,ADER,FLPR,4,chemical
1189,ADER,URXR,2,chemical
1190,ADER,ADEL,3,chemical
1191,ADER,ADAR,1,chemical
1192,ADER,RIAR,1,chemical
1193,ADER,RIGL,12,chemical
1194,ADER,RIGR,11,chemical
1195,ADER,RMGR,5,chemical
1196,ADER,URBR,1,chemical
1197,ADER,AVJR,1,chemical
1198,ADER,AVAL,9,chemical
1199,ADER,AVAR,4,chemical
1200,ADER,AVDR,5,chemical
1201,ADER,AVER,4,chemical
1202,ADER,RMDL,1,chemical
1203,ADER,RMDR,6,chemical
1204,ADER,SMDVR,1,chemical
1205,PDEL,DVA,1,chemical
1206,PDER,PDEL,5,chemical
1207,PDER,DVA,7,chemical
1208,PDER,PVR,2,chemical
1209,PHAL,PHAR,13,chemical
1210,PHAL,PHBL,7,chemical
1211,PHAL,PHBR,10,chemical
1212,PHAL,AVFL,4,chemical
1213,PHAL,AVG,11,chemical
1214,PHAL,AVHL,4,chemical
1215,PHAL,AVHR,1,chemical
1216,PHAL,DVA,2,chemical
1217,PHAL,PVQL,3,chemical
1218,PHAL,AVDR,2,chemical
1219,PHAL,DA08,3,chemical
1220,PHAR,PHAL,11,chemical
1221,PHAR,PHBL,3,chemical
1222,PHAR,PHBR,8,chemical
1223,PHAR,AVG,9,chemical
1224,PHAR,AVHR,1,chemical
1225,PHAR,DVA,6,chemical
1226,PHAR,PVPL,3,chemical
1227,PHAR,PVQL,4,chemical
1228,PHAR,PVQR,1,chemical
1229,PHAR,PVT,2,chemical
1230,PHAR,AVDR,2,chemical
1231,PHAR,DA08,2,chemical
1232,PHBL,PHBR,4,chemical
1233,PHBL,AVG,1,chemical
1234,PHBL,PVNL,1,chemical
1235,PHBL,PVCL,71,chemical
1236,PHBL,AVAL,48,chemical
1237,PHBL,AVAR,33,chemical
1238,PHBL,AVDL,6,chemical
1239,PHBL,AVDR,1,chemical
1240,PHBL,DA08,1,chemical
1241,PHBL,AS11,1,chemical
1242,PHBL,VA12,5,chemical
1243,PHBR,PHBL,3,chemical
1244,PHBR,PHCR,3,chemical
1245,PHBR,PVCL,39,chemical
1246,PHBR,PVCR,21,chemical
1247,PHBR,AVAL,35,chemical
1248,PHBR,AVAR,38,chemical
1249,PHBR,AVDL,7,chemical
1250,PHBR,AVDR,5,chemical
1251,PHBR,VA12,1,chemical
1252,PHCL,PHCR,2,chemical
1253,PHCL,AVHR,1,chemical
1254,PHCL,DVA,12,chemical
1255,PHCL,PVQR,2,chemical
1256,PHCL,PVCL,7,chemical
1257,PHCL,AVAL,5,chemical
1258,PHCL,LUAL,2,chemical
1259,PHCL,DA09,1,chemical
1260,PHCL,VA12,6,chemical
1261,PHCR,PHAR,2,chemical
1262,PHCR,PHCL,4,chemical
1263,PHCR,AVHR,2,chemical
1264,PHCR,DVA,22,chemical
1265,PHCR,PVQR,4,chemical
1266,PHCR,PVCR,25,chemical
1267,PHCR,LUAR,6,chemical
1268,PHCR,DA09,23,chemical
1269,PHCR,VA12,8,chemical
1270,AIAL,ADFL,2,chemical
1271,AIAL,ADLL,1,chemical
1272,AIAL,ASEL,5,chemical
1273,AIAL,ASER,10,chemical
1274,AIAL,ASGL,1,chemical
1275,AIAL,ASHL,1,chemical
1276,AIAL,ASJL,4,chemical
1277,AIAL,ASKL,9,chemical
1278,AIAL,AWCL,1,chemical
1279,AIAL,AWCR,6,chemical
1280,AIAL,AIBL,35,chemical
1281,AIAL,AIZL,4,chemical
1282,AIAL,ADAL,1,chemical
1283,AIAL,AIML,6,chemical
1284,AIAL,RIFL,10,chemical
1285,AIAL,RIR,2,chemical
1286,AIAL,RMGL,2,chemical
1287,AIAL,PVQL,1,chemical
1288,AIAR,ADLR,10,chemical
1289,AIAR,ASER,5,chemical
1290,AIAR,ASGR,5,chemical
1291,AIAR,ASIR,2,chemical
1292,AIAR,AWAR,4,chemical
1293,AIAR,AWCL,6,chemical
1294,AIAR,AWCR,6,chemical
1295,AIAR,AIBR,33,chemical
1296,AIAR,AIZR,2,chemical
1297,AIAR,ADAR,4,chemical
1298,AIAR,RIFR,10,chemical
1299,AIBL,ASHL,1,chemical
1300,AIBL,ASHR,3,chemical
1301,AIBL,IL2DR,1,chemical
1302,AIBL,FLPL,1,chemical
1303,AIBL,AIBL,2,chemical
1304,AIBL,AIZR,7,chemical
1305,AIBL,RIBR,16,chemical
1306,AIBL,RIFL,1,chemical
1307,AIBL,RIGR,5,chemical
1308,AIBL,RMFR,6,chemical
1309,AIBL,AVAL,5,chemical
1310,AIBL,AVBL,21,chemical
1311,AIBL,AVEL,1,chemical
1312,AIBL,RIML,1,chemical
1313,AIBL,RIMR,56,chemical
1314,AIBL,SAADL,6,chemical
1315,AIBL,SAADR,10,chemical
1316,AIBL,SAAVL,3,chemical
1317,AIBL,SIADR,2,chemical
1318,AIBL,SIAVR,2,chemical
1319,AIBL,SIBDR,3,chemical
1320,AIBL,SMDDR,16,chemical
1321,AIBL,SMDVR,4,chemical
1322,AIBR,ADLR,1,chemical
1323,AIBR,AWCR,1,chemical
1324,AIBR,AQR,1,chemical
1325,AIBR,AUAL,1,chemical
1326,AIBR,AIAR,1,chemical
1327,AIBR,AIYR,1,chemical
1328,AIBR,RIAL,2,chemical
1329,AIBR,RIBL,11,chemical
1330,AIBR,RICR,1,chemical
1331,AIBR,RIGL,1,chemical
1332,AIBR,RMFL,1,chemical
1333,AIBR,DVA,1,chemical
1334,AIBR,AVAR,2,chemical
1335,AIBR,AVBR,13,chemical
1336,AIBR,AVEL,4,chemical
1337,AIBR,RIML,47,chemical
1338,AIBR,RIMR,5,chemical
1339,AIBR,SAADL,2,chemical
1340,AIBR,SAADR,2,chemical
1341,AIBR,SAAVR,1,chemical
1342,AIBR,SIADL,1,chemical
1343,AIBR,SIBVR,2,chemical
1344,AIBR,SMDDL,17,chemical
1345,AIBR,SMDVL,7,chemical
1346,AIBR,VB01,3,chemical
1347,AIYL,ASER,1,chemical
1348,AIYL,AWAL,14,chemical
1349,AIYL,AWCL,5,chemical
1350,AIYL,AWCR,3,chemical
1351,AIYL,AFDL,2,chemical
1352,AIYL,AIBL,3,chemical
1353,AIYL,AIZL,67,chemical
1354,AIYL,RIAL,51,chemical
1355,AIYL,RIBL,42,chemical
1356,AIYL,RIH,1,chemical
1357,AIYL,RIR,1,chemical
1358,AIYL,HSNR,1,chemical
1359,AIYR,ADFR,1,chemical
1360,AIYR,ASEL,2,chemical
1361,AIYR,ASER,4,chemical
1362,AIYR,ASGR,2,chemical
1363,AIYR,AWAR,1,chemical
1364,AIYR,AWBR,1,chemical
1365,AIYR,AFDR,1,chemical
1366,AIYR,BAGR,1,chemical
1367,AIYR,AIYL,7,chemical
1368,AIYR,AIZR,70,chemical
1369,AIYR,AINL,1,chemical
1370,AIYR,RIAR,50,chemical
1371,AIYR,RIBR,60,chemical
1372,AIYR,RIVR,1,chemical
1373,AIZL,ADFL,1,chemical
1374,AIZL,ASEL,4,chemical
1375,AIZL,AWCR,2,chemical
1376,AIZL,AFDL,1,chemical
1377,AIZL,URYDL,3,chemical
1378,AIZL,AIAL,12,chemical
1379,AIZL,AIBL,10,chemical
1380,AIZL,AIBR,53,chemical
1381,AIZL,RIAL,29,chemical
1382,AIZL,RICR,11,chemical
1383,AIZL,RIGL,4,chemical
1384,AIZL,AVKR,4,chemical
1385,AIZL,DVA,1,chemical
1386,AIZL,AVEL,3,chemical
1387,AIZL,AVER,26,chemical
1388,AIZL,RIML,35,chemical
1389,AIZL,SMBDL,24,chemical
1390,AIZL,SMBVL,21,chemical
1391,AIZL,SMDVL,3,chemical
1392,AIZL,VB02,1,chemical
1393,AIZR,ADFR,1,chemical
1394,AIZR,ASER,2,chemical
1395,AIZR,AWAR,1,chemical
1396,AIZR,AWCR,2,chemical
1397,AIZR,AIAR,5,chemical
1398,AIZR,AIBL,50,chemical
1399,AIZR,AIBR,3,chemical
1400,AIZR,RIAR,25,chemical
1401,AIZR,DVA,3,chemical
1402,AIZR,AVEL,28,chemical
1403,AIZR,AVER,1,chemical
1404,AIZR,RIMR,34,chemical
1405,AIZR,SIADR,1,chemical
1406,AIZR,SMBDR,17,chemical
1407,AIZR,SMBVR,10,chemical
1408,AIZR,SMDDR,4,chemical
1409,ADAL,ADLL,2,chemical
1410,ADAL,URXL,2,chemical
1411,ADAL,AIAL,2,chemical
1412,ADAL,AIBL,2,chemical
1413,ADAL,AIBR,2,chemical
1414,ADAL,ADAL,6,chemical
1415,ADAL,RICL,3,chemical
1416,ADAL,RICR,1,chemical
1417,ADAL,RIPL,4,chemical
1418,ADAL,AVJR,11,chemical
1419,ADAL,PVPL,1,chemical
1420,ADAL,RID,1,chemical
1421,ADAL,AVAL,3,chemical
1422,ADAL,AVAR,7,chemical
1423,ADAL,AVBL,5,chemical
1424,ADAL,AVBR,21,chemical
1425,ADAL,AVDL,1,chemical
1426,ADAL,AVDR,2,chemical
1427,ADAL,AVEL,3,chemical
1428,ADAL,RIML,9,chemical
1429,ADAL,URAVL,1,chemical
1430,ADAL,SMDVR,3,chemical
1431,ADAR,ASHR,2,chemical
1432,ADAR,URXR,2,chemical
1433,ADAR,URYDR,2,chemical
1434,ADAR,AIBL,1,chemical
1435,ADAR,AIBR,3,chemical
1436,ADAR,RIFR,1,chemical
1437,ADAR,RIPR,9,chemical
1438,ADAR,AVJL,13,chemical
1439,ADAR,PVR,6,chemical
1440,ADAR,AVAR,8,chemical
1441,ADAR,AVBL,8,chemical
1442,ADAR,AVBR,15,chemical
1443,ADAR,AVDL,2,chemical
1444,ADAR,AVDR,3,chemical
1445,ADAR,AVEL,1,chemical
1446,ADAR,RIMR,15,chemical
1447,ADAR,RIVR,5,chemical
1448,ADAR,SMDVL,1,chemical
1449,AIML,ASGL,8,chemical
1450,AIML,ASJL,2,chemical
1451,AIML,ASKL,7,chemical
1452,AIML,CEPDL,3,chemical
1453,AIML,ALML,1,chemical
1454,AIML,URXL,1,chemical
1455,AIML,AIAL,11,chemical
1456,AIML,RIFL,2,chemical
1457,AIML,RMGL,3,chemical
1458,AIML,AVFL,5,chemical
1459,AIML,AVFR,4,chemical
1460,AIML,AVHL,2,chemical
1461,AIML,AVHR,1,chemical
1462,AIML,AVJL,1,chemical
1463,AIML,PVQL,1,chemical
1464,AIML,RID,2,chemical
1465,AIML,AVDL,1,chemical
1466,AIML,SMBVL,4,chemical
1467,AIMR,ADFR,2,chemical
1468,AIMR,ASGR,6,chemical
1469,AIMR,ASJR,4,chemical
1470,AIMR,ASKR,4,chemical
1471,AIMR,OLQDR,1,chemical
1472,AIMR,CEPVR,1,chemical
1473,AIMR,BDUR,2,chemical
1474,AIMR,URXR,5,chemical
1475,AIMR,AIAR,10,chemical
1476,AIMR,AIMR,1,chemical
1477,AIMR,ALA,2,chemical
1478,AIMR,RIFR,3,chemical
1479,AIMR,RMGR,4,chemical
1480,AIMR,AVFL,3,chemical
1481,AIMR,AVFR,4,chemical
1482,AIMR,AVHR,2,chemical
1483,AIMR,AVJR,1,chemical
1484,AIMR,PVNR,1,chemical
1485,AIMR,AVAR,1,chemical
1486,AIMR,AVDR,2,chemical
1487,AIMR,RMDR,1,chemical
1488,AIMR,HSNL,3,chemical
1489,AIMR,HSNR,3,chemical
1490,AINL,ASEL,1,chemical
1491,AINL,ASGR,1,chemical
1492,AINL,ASIL,11,chemical
1493,AINL,AFDR,10,chemical
1494,AINL,CEPVR,2,chemical
1495,AINL,BAGL,5,chemical
1496,AINL,AUAR,2,chemical
1497,AINL,AIAR,1,chemical
1498,AINL,RIBL,2,chemical
1499,AINL,RIBR,3,chemical
1500,AINL,RMFL,1,chemical
1501,AINL,RID,2,chemical
1502,AINL,RMDVL,3,chemical
1503,AINL,SAAVL,3,chemical
1504,AINR,ASEL,1,chemical
1505,AINR,ASER,3,chemical
1506,AINR,ASGL,1,chemical
1507,AINR,AWCL,2,chemical
1508,AINR,AFDL,9,chemical
1509,AINR,AFDR,3,chemical
1510,AINR,CEPDL,2,chemical
1511,AINR,BAGR,9,chemical
1512,AINR,URXL,2,chemical
1513,AINR,URXR,2,chemical
1514,AINR,AUAL,1,chemical
1515,AINR,AUAR,2,chemical
1516,AINR,AIAL,2,chemical
1517,AINR,AIBL,2,chemical
1518,AINR,AINL,1,chemical
1519,AINR,AINR,1,chemical
1520,AINR,RIBL,8,chemical
1521,AINR,RID,2,chemical
1522,ALA,ASJR,4,chemical
1523,ALA,RIAR,2,chemical
1524,ALA,AVAR,3,chemical
1525,ALA,AVDR,1,chemical
1526,ALA,AVEL,8,chemical
1527,ALA,AVER,4,chemical
1528,ALA,RMDR,3,chemical
1529,RIAL,CEPDL,1,chemical
1530,RIAL,BAGR,2,chemical
1531,RIAL,URXL,2,chemical
1532,RIAL,AQR,4,chemical
1533,RIAL,AIZL,1,chemical
1534,RIAL,RIAR,23,chemical
1535,RIAL,RIBL,2,chemical
1536,RIAL,RIR,3,chemical
1537,RIAL,AVAL,2,chemical
1538,RIAL,RIML,2,chemical
1539,RIAL,RIMR,2,chemical
1540,RIAL,RMDDL,48,chemical
1541,RIAL,RMDDR,35,chemical
1542,RIAL,RMDL,26,chemical
1543,RIAL,RMDR,17,chemical
