0.1,0.2,0.3,0.4,0.5,0.55,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0,1.02,1.04,1.06,1.08,1.1,1.12,1.14,1.16,1.18,1.2,1.22,1.24,1.26,1.28,1.3,1.32,1.34,1.36,1.38,1.4,1.42,1.44,1.46,1.48,1.5,1.52,1.54,1.56,1.58,1.6,1.7,1.8,1.9
4,4,4,4,7,4,7,8,10,10,8,8,None,None,None,7,None,11,7,None,None,None,11,None,None,None,None,13,None,None,10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,5,10,7,7,8,9,10,7,7,7,8,10,14,None,None,None,None,10,17,7,10,None,None,27,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,7,7,10,7,7,7,10,7,10,7,8,None,8,20,10,None,16,7,None,None,None,None,None,None,11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,7,7,7,7,None,8,7,7,8,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,7,9,10,8,7,10,8,8,8,7,None,7,None,None,None,None,None,None,None,5,10,None,None,22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,7,7,10,7,7,8,7,None,None,7,11,8,11,None,None,8,None,None,None,None,23,8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,8,7,8,7,10,11,8,8,12,8,7,None,None,7,None,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,8,7,8,7,8,7,8,7,10,None,None,7,16,13,7,19,23,None,None,23,None,None,26,None,23,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,5,10,7,7,10,8,10,8,7,6,7,13,11,None,17,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,4,7,7,4,8,7,10,12,7,7,7,None,7,None,None,10,8,19,None,None,None,None,7,13,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,8,8,7,10,7,7,4,7,8,11,7,7,None,11,None,31,None,17,None,None,None,None,None,None,None,None,None,8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,10,7,4,9,9,None,8,10,7,12,7,None,7,16,13,25,8,None,10,20,None,None,None,23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,11,7,5,None,7,7,None,None,7,13,None,21,8,None,13,None,None,None,None,None,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,8,5,7,7,7,7,8,8,10,None,8,7,None,11,13,11,None,None,13,None,None,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,5,4,9,7,8,8,7,7,7,7,6,None,17,None,None,None,None,8,None,None,None,None,None,None,None,7,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,7,7,8,7,7,None,4,None,7,None,13,None,8,None,None,23,None,None,None,None,None,None,None,None,20,None,23,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,10,10,7,7,8,7,10,None,8,8,7,10,7,None,None,None,7,None,None,None,None,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,7,7,7,10,None,7,10,10,8,None,None,7,7,None,7,17,None,7,None,None,None,7,None,8,None,None,None,None,None,None,None,23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,5,7,8,7,7,8,7,10,13,7,7,None,None,None,11,None,26,20,None,None,None,None,22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,10,9,8,7,7,7,7,8,7,8,10,7,20,None,13,None,22,None,23,None,None,None,None,None,None,None,8,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,5,7,7,8,9,8,7,8,12,11,None,None,24,7,None,None,17,None,None,None,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,8,None,7,8,7,7,8,7,7,12,37,None,None,7,None,None,None,None,None,None,19,7,None,None,7,None,None,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,7,7,7,7,4,15,7,7,8,7,8,7,13,11,None,None,None,13,11,17,8,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,8,10,7,7,8,None,11,7,None,None,None,7,None,None,None,7,None,13,None,7,23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,5,7,8,7,8,None,None,4,8,None,None,None,7,17,None,None,17,None,None,None,None,None,None,None,None,None,None,None,None,13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,12,7,8,8,8,8,8,None,10,7,7,17,None,7,16,17,None,None,None,7,None,None,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,7,5,8,7,10,10,None,7,7,7,7,None,7,None,7,None,17,None,None,None,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,7,7,7,7,7,11,7,7,7,10,8,7,14,7,None,None,None,None,7,7,None,None,None,21,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,8,8,7,8,7,8,None,None,8,8,None,None,17,None,None,29,None,None,10,24,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,8,7,None,7,7,7,8,10,8,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,None,None,None,None,None,None,8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,4,10,7,9,7,None,12,8,8,None,None,18,None,11,None,None,None,None,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,8,8,7,7,7,7,13,None,10,11,13,12,None,7,10,24,8,15,None,None,None,10,None,None,None,14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,10,7,7,16,10,7,13,7,8,7,17,None,None,None,None,None,None,None,None,None,7,None,None,None,None,10,None,7,None,None,None,None,None,None,None,None,None,None,None,None,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,10,4,7,8,7,7,7,10,12,8,7,7,7,None,7,29,None,None,7,None,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,5,4,7,8,8,11,8,9,None,None,7,12,8,None,8,None,29,None,None,None,None,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,10,7,5,8,7,8,18,8,None,14,None,7,None,None,24,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,7,7,7,7,10,None,8,None,10,8,17,7,10,16,None,28,None,8,None,20,None,None,13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,7,7,10,8,7,8,11,7,12,7,8,17,17,None,11,None,7,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,4,7,7,7,7,None,7,None,None,7,7,None,7,17,17,8,None,17,None,14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,7,8,7,5,7,9,8,8,8,11,8,14,None,None,11,None,None,None,None,None,None,None,None,16,None,None,None,None,26,None,None,None,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,8,None,10,8,8,10,12,None,10,8,None,11,11,11,16,15,None,None,None,None,None,None,7,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,7,7,8,None,18,7,None,8,8,15,10,None,13,7,None,10,None,None,16,None,None,16,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,7,10,7,None,None,8,7,None,None,14,13,8,7,21,11,None,None,None,None,7,23,20,None,None,None,None,26,7,26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,4,4,7,7,8,13,7,9,8,None,None,7,None,17,None,11,None,None,None,None,None,10,26,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,8,10,7,7,8,8,4,7,None,21,7,11,8,None,None,None,17,None,None,11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,8,7,7,8,7,10,8,7,7,None,7,None,20,8,8,None,None,None,None,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,5,8,8,7,7,7,7,8,8,11,8,None,11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,7,7,9,10,8,7,None,None,13,None,17,None,None,14,None,None,None,None,13,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,4,7,7,10,8,None,None,7,8,None,7,11,7,7,None,None,None,7,20,None,None,None,21,None,None,19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,7,4,7,7,7,4,10,10,8,8,8,8,None,None,7,None,17,None,None,23,None,17,None,None,7,None,8,None,None,None,None,23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,4,4,7,7,7,7,7,7,8,7,7,None,12,10,9,None,None,None,None,None,None,None,None,None,None,None,None,10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
